4,0.0000000
6,2.3835298
4,2.3846100
2,3.5755704
4,3.5756182
2,10.3259087
4,10.3300944
6,10.3358956
2,10.6796703
4,10.6899808
6,10.9239080
4,10.9293522
2,10.9317574
2,11.6026335
2,11.7500916
4,11.7528949
6,11.7575319
8,11.7638464
2,11.8374298
4,11.8397086
6,11.8444770
4,11.9955753
4,12.0001429
6,12.0096116
2,12.1219574
4,12.1263787
6,12.3566901
4,12.3567502
2,12.847554
4,12.853090
6,12.861560
2,12.9123120
4,12.9218353
4,12.9706652
2,12.9754460
4,12.9766983
6,12.9790453
8,12.9832471
10,12.989300
6,12.9948285
8,13.0036301
6,12.9966572
4,13.000950
2,13.004219
2,13.016403
4,13.017878
6,13.019401
8,13.0205230
4,13.0332041
6,13.0361586
2,13.2015647
2,13.2363957
4,13.2388265
6,13.2433051
8,13.2500220
2,13.2638891
4,13.2658173
6,13.2709052
4,13.2889721
6,13.2976904
4,13.3215593
2,13.3392701
4,13.3442064
2,13.6149817
4,13.6204726
6,13.6291690
2,13.6426905
4,13.6511356
4,13.6623958
6,13.6645956
8,13.6689216
10,13.6758579
4,13.6655516
2,13.6686606
6,13.6737591
8,13.6832014
6,13.6754539
4,13.6782741
2,13.6816580
6,13.681543
8,13.681553
6,13.686032
8,13.686040
2,13.6860943
4,13.6872930
6,13.6880236
8,13.6882547
10,13.688115
8,13.688126
4,13.688413
6,13.688420
4,13.6936867
6,13.6965647
2,13.695269
4,13.695269
12,13.696918
10,13.696936
4,13.698513
6,13.698523
8,13.700058
6,13.700059
10,13.700462
8,13.700481
4,13.7028638
6,13.7058146
6,13.7263822
8,13.7269294
2,13.7697973
2,13.7800461
4,13.7827230
6,13.7875408
8,13.7945902
2,13.7869000
4,13.7886883
2,13.7959196
4,13.7976614
6,13.8027638
4,13.8244077
4,13.8680121
6,13.8745272
2,13.9226824
4,13.9258810
2,13.9563396
4,13.9618125
6,13.9707117
2,13.972022
4,13.9776017
4,13.9804540
6,13.9804985
8,13.9851355
10,13.9930238
4,13.9855454
2,13.9863558
6,13.9869696
8,13.9967297
6,13.9884501
4,13.990131
2,13.994130
8,13.993939
10,13.995077
8,13.995078
4,13.99535
6,13.995402
2,13.99837
4,13.9989413
6,13.9991340
8,13.9991896
4,14.0011704
6,14.0034956
2,14.003596
4,14.003596
12,14.004440
10,14.004453
8,14.005920
10,14.006134
8,14.006148
6,14.04834
8,14.05615
4,14.05358
6,14.06011
2,14.1375033
4,14.1430205
6,14.1523654
2,14.14810
4,14.15975
4,14.14960
6,14.15065
8,14.1559871
10,14.1646131
4,14.15533
2,14.15695
6,14.155521
8,14.155521
6,14.15685
8,14.16669
6,14.15795
4,14.15900
2,14.16513
8,14.161066
6,14.161066
10,14.161733
8,14.161733
4,14.161956
6,14.161956
2,14.16790
4,14.16800
6,14.16817
8,14.16818
4,14.16854
6,14.17059
10,14.1714075
12,14.1714075
6,14.171644
4,14.171644
8,14.172223
6,14.172223
8,14.172360
10,14.172360
8,14.20184
2,14.24504
4,14.25063
6,14.26082
4,14.25229
6,14.25310
8,14.25863
10,14.26775
2,14.25361
4,14.26232
4,14.25729
2,14.25941
6,14.25855
8,14.26896
6,14.25955
4,14.26050
2,14.26975
8,14.26989
4,14.26990
6,14.26991
4,14.27058
6,14.27135
2,14.31391
4,14.31962
6,14.32967
4,14.318
2,14.318
6,14.31962
8,14.32486
10,14.33422
2,14.324
4,14.32456
6,14.32494
8,14.33513
4,14.3322
6,14.33673
6,14.3348
4,14.3348
2,14.3348
2,14.33561
4,14.33591
6,14.33591
8,14.33601
2,14.36100
4,14.36685
6,14.37661
4,14.3626
2,14.3626
4,14.3682
8,14.3682
2,14.3682
6,14.3682
2,14.3684
4,14.3684
6,14.3700
8,14.3700
4,14.3788
6,14.3811
2,14.381
6,14.381
4,14.381
4,14.3954
2,14.3954
2,14.3975
6,14.3975
4,14.3975
4,14.4014
2,14.4014
8,14.4019
6,14.4019
8,14.4025
2,14.4025
6,14.4025
4,14.4025
6,14.412
4,14.412
4,14.4143
2,14.4143
6,14.4143
2,14.4167038
2,14.4200
4,14.4200
4,14.4209
2,14.4209
6,14.4209
2,14.4257
4,14.4257
8,14.4267
6,14.4267
4,14.4277
8,14.4277
2,14.4277
6,14.4277
6,14.4362
4,14.4362
6,14.4368
4,14.4368
2,14.4368
4,14.4401
2,14.4401
2,14.4444
4,14.4444
4,14.4542
2,14.4542
6,14.4542
6,14.4597
4,14.4597
6,14.78016
4,14.78016
8,14.85491
10,14.8966070
8,14.8966178
6,14.89671
4,14.89742
4,14.91649
2,14.91669
2,14.94828
6,15.02695
6,15.15662
8,15.15662
10,15.583335
12,15.583335
4,17.898
2,17.898
6,17.898
2,19.1480
6,19.1480
4,19.1480
6,19.6294
4,19.6294
2,19.6294
6,19.8674
4,19.8674
2,19.8674
4,20.002
2,20.002
6,20.002
4,20.0861
2,20.0861
6,20.0861
2,20.181
6,20.181
4,20.181
2,20.2093
6,20.2093
4,20.2093
2,20.2296
6,20.2296
4,20.2296
6,20.2464
4,20.2464
2,20.2464
6,20.2589
4,20.2589
2,20.2589
