-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |       Ritz       |  Rel. | Aki  | Acc. |     Ei           Ek     |         Lower level          |         Upper level          |Type|    TP  |    Line  |
    Wavelength    |    Wavelength    |  Int. |(s^-1)|      |    (eV)         (eV)    |------------------------------|------------------------------|    |   Ref. |    Ref.  |
     Vac (nm)     |     Vac (nm)     |       |      |      |                         | Conf.           | Term | J   | Conf.           | Term | J   |    |        |          |
        248.5410  |        248.541+  |     9 |      |      |  24.08181  -   29.06879 | 5s2.5p.(2P*).6s | 3P*  | 1   | 5s2.5p.(2P*).6p | 3P   | 1   |    |        |   L7287  |
        251.3880  |        251.393+  |     5 |      |      |  24.08181  -   29.01222 | 5s2.5p.(2P*).6s | 3P*  | 1   | 5s2.5p.(2P*).6p | 3P   | 0   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        252.2040  |        252.207+  |     1 |      |      |  21.03672  -   25.95122 | 5s.5p3          | 1P*  | 1   | 5s2.5p.(2P*).4f | 3D   | 1   |    |        |   L7287  |
        253.8600  |        253.861+  |    11 |      |      |  19.91563  -   24.79810 | 5s2.5p.(2P*).5d | 3F*  | 3   | 5s2.5p.(2P*).4f | 1F   | 3   |    |        |   L7287  |
        266.4680  |        266.467+  |     6 |      |      |  26.41362  -   31.06513 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 1D   | 2   |    |        |   L7287  |
        269.1740  |        269.178+  |   15w |      |      |  25.92124  -   30.52590 | 5s2.5p.(2P*).6s | 3P*  | 2   | 5s2.5p.(2P*).6p | 3D   | 3   |    |        |   L7287  |
        278.0100  |        278.009+  |     3 |      |      |  21.05244  -   25.51084 | 5s2.5p.(2P*).5d | 3F*  | 4   | 5s2.5p.(2P*).4f | 3D   | 3   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        279.6170  |        279.619+  |     6 |      |      |  25.92124  -   30.35397 | 5s2.5p.(2P*).6s | 3P*  | 2   | 5s2.5p.(2P*).6p | 3P   | 2   |    |        |   L7287  |
        284.8430  |        284.843+  |     9 |      |      |  19.40437  -   23.75581 | 5s2.5p.(2P*).5d | 3F*  | 2   | 5s2.5p.(2P*).4f | 3F   | 2   |    |        |   L7287  |
        287.5150  |        287.510+  |   11* |      |      |  21.19976  -   25.51084 | 5s2.5p.(2P*).5d | 3P*  | 2   | 5s2.5p.(2P*).4f | 3D   | 3   |    |        |   L7287  |
        287.5150  |        287.518+  |   11* |      |      |  26.41362  -   30.72457 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 3S   | 1   |    |        |   L7287  |
        292.7640  |        292.761+  |    10 |      |      |  25.92124  -   30.15500 | 5s2.5p.(2P*).6s | 3P*  | 2   | 5s2.5p.(2P*).6p | 1P   | 1   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        293.6860  |        293.684+  |     3 |      |      |  24.79176  -   29.01222 | 5s2.5p.(2P*).5d | 1P*  | 1   | 5s2.5p.(2P*).6p | 3P   | 0   |    |        |   L7287  |
        293.7570  |        293.757+  |    12 |      |      |  24.05704  -   28.27644 | 5s2.5p.(2P*).6s | 3P*  | 0   | 5s2.5p.(2P*).6p | 3D   | 1   |    |        |   L7287  |
        295.4930  |        295.492+  |    10 |      |      |  24.08181  -   28.27644 | 5s2.5p.(2P*).6s | 3P*  | 1   | 5s2.5p.(2P*).6p | 3D   | 1   |    |        |   L7287  |
        301.5090  |        301.508+  |    13 |      |      |  19.40437  -   23.51531 | 5s2.5p.(2P*).5d | 3F*  | 2   | 5s2.5p.(2P*).4f | 3F   | 3   |    |        |   L7287  |
        307.7710  |        307.770+  |    16 |      |      |  21.05244  -   25.07975 | 5s2.5p.(2P*).5d | 3F*  | 4   | 5s2.5p.(2P*).4f | 3G   | 5   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        310.9490  |        310.947+  |     9 |      |      |  22.58585  -   26.57201 | 5s2.5p.(2P*).5d | 3D*  | 3   | 5s2.5p.(2P*).4f | 1G   | 4   |    |        |   L7287  |
        314.5570  |        314.561+  |    10 |      |      |  26.41362  -   30.35397 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 3P   | 2   |    |        |   L7287  |
        314.9110  |        314.911+  |    13 |      |      |  21.05244  -   24.98842 | 5s2.5p.(2P*).5d | 3F*  | 4   | 5s2.5p.(2P*).4f | 3G   | 4   |    |        |   L7287  |
        322.7690  |        322.768+  |     5 |      |      |  19.91563  -   23.75581 | 5s2.5p.(2P*).5d | 3F*  | 3   | 5s2.5p.(2P*).4f | 3F   | 2   |    |        |   L7287  |
        323.0040  |        323.002+  |     6 |      |      |  23.03564  -   26.87303 | 5s2.5p.(2P*).5d | 1D*  | 2   | 5s2.5p.(2P*).4f | 1D   | 2   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        330.5960  |        330.594+  |    16 |      |      |  19.40437  -   23.15364 | 5s2.5p.(2P*).5d | 3F*  | 2   | 5s2.5p.(2P*).4f | 3G   | 3   |    |        |   L7287  |
        330.9110  |        330.912+  |     2 |      |      |  21.05244  -   24.79810 | 5s2.5p.(2P*).5d | 3F*  | 4   | 5s2.5p.(2P*).4f | 1F   | 3   |    |        |   L7287  |
        331.2920  |        331.291+  |     9 |      |      |  26.41362  -   30.15500 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 1P   | 1   |    |        |   L7287  |
        333.0840  |        333.079+  |    16 |      |      |  19.91563  -   23.63693 | 5s2.5p.(2P*).5d | 3F*  | 3   | 5s2.5p.(2P*).4f | 3F   | 4   |    |        |   L7287  |
        344.3320  |        344.332+  |     9 |      |      |  19.91563  -   23.51531 | 5s2.5p.(2P*).5d | 3F*  | 3   | 5s2.5p.(2P*).4f | 3F   | 3   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        344.4700  |        344.460+  |     8 |      |      |  21.19976  -   24.79810 | 5s2.5p.(2P*).5d | 3P*  | 2   | 5s2.5p.(2P*).4f | 1F   | 3   |    |        |   L7287  |
        355.6980  |        355.696+  |     3 |      |      |  24.79176  -   28.27644 | 5s2.5p.(2P*).5d | 1P*  | 1   | 5s2.5p.(2P*).6p | 3D   | 1   |    |        |   L7287  |
        379.2310  |        379.220+  |    11 |      |      |  22.44167  -   25.71019 | 5s2.5p.(2P*).5d | 3D*  | 2   | 5s2.5p.(2P*).4f | 3D   | 2   |    |        |   L7287  |
        380.3260  |        380.330+  |    12 |      |      |  22.69223  -   25.95122 | 5s2.5p.(2P*).5d | 3P*  | 0   | 5s2.5p.(2P*).4f | 3D   | 1   |    |        |   L7287  |
        382.7980  |        382.794+  |    14 |      |      |  19.91563  -   23.15364 | 5s2.5p.(2P*).5d | 3F*  | 3   | 5s2.5p.(2P*).4f | 3G   | 3   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        382.8890  |        382.886+  |     6 |      |      |  25.92124  -   29.15847 | 5s2.5p.(2P*).6s | 3P*  | 2   | 5s2.5p.(2P*).6p | 3D   | 2   |    |        |   L7287  |
        393.8040  |        393.796+  |     3 |      |      |  25.92124  -   29.06879 | 5s2.5p.(2P*).6s | 3P*  | 2   | 5s2.5p.(2P*).6p | 3P   | 1   |    |        |   L7287  |
        396.7250  |        396.721+  |     6 |      |      |  22.58585  -   25.71019 | 5s2.5p.(2P*).5d | 3D*  | 3   | 5s2.5p.(2P*).4f | 3D   | 2   |    |        |   L7287  |
        397.3010  |        397.295+  |     8 |      |      |  22.83139  -   25.95122 | 5s2.5p.(2P*).5d | 3P*  | 1   | 5s2.5p.(2P*).4f | 3D   | 1   |    |        |   L7287  |
        403.8460  |        403.853+  |     4 |      |      |  22.44167  -   25.51084 | 5s2.5p.(2P*).5d | 3D*  | 2   | 5s2.5p.(2P*).4f | 3D   | 3   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        423.7660  |        423.76+   |    10 |      |      |  22.58585  -   25.51084 | 5s2.5p.(2P*).5d | 3D*  | 3   | 5s2.5p.(2P*).4f | 3D   | 3   |    |        |   L7287  |
        430.5690  |        430.56+   |    15 |      |      |  22.83139  -   25.71019 | 5s2.5p.(2P*).5d | 3P*  | 1   | 5s2.5p.(2P*).4f | 3D   | 2   |    |        |   L7287  |
        442.2080  |        442.20+   |    12 |      |      |  24.07004  -   26.87303 | 5s2.5p.(2P*).5d | 1F*  | 3   | 5s2.5p.(2P*).4f | 1D   | 2   |    |        |   L7287  |
        451.5670  |        451.57+   |     1 |      |      |  26.41362  -   29.15847 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 3D   | 2   |    |        |   L7287  |
        455.8490  |        455.85+   |    15 |      |      |  21.03672  -   23.75581 | 5s.5p3          | 1P*  | 1   | 5s2.5p.(2P*).4f | 3F   | 2   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        463.4490  |        463.44+   |    12 |      |      |  23.03564  -   25.71019 | 5s2.5p.(2P*).5d | 1D*  | 2   | 5s2.5p.(2P*).4f | 3D   | 2   |    |        |   L7287  |
        476.9940  |        476.99+   |     7 |      |      |  26.41362  -   29.01222 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 3P   | 0   |    |        |   L7287  |
        484.9300  |        484.93+   |     9 |      |      |  21.19976  -   23.75581 | 5s2.5p.(2P*).5d | 3P*  | 2   | 5s2.5p.(2P*).4f | 3F   | 2   |    |        |   L7287  |
        495.4130  |        495.41+   |    15 |      |      |  24.07004  -   26.57201 | 5s2.5p.(2P*).5d | 1F*  | 3   | 5s2.5p.(2P*).4f | 1G   | 4   |    |        |   L7287  |
        500.7800  |        500.77+   |    12 |      |      |  23.03564  -   25.51084 | 5s2.5p.(2P*).5d | 1D*  | 2   | 5s2.5p.(2P*).4f | 3D   | 3   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        515.1900  |        515.18+   |     1 |      |      |  23.51531  -   25.92124 | 5s2.5p.(2P*).4f | 3F   | 3   | 5s2.5p.(2P*).6s | 3P*  | 2   |    |        |   L7287  |
        515.9080  |        515.91+   |    15 |      |      |  22.58585  -   24.98842 | 5s2.5p.(2P*).5d | 3D*  | 3   | 5s2.5p.(2P*).4f | 3G   | 4   |    |        |   L7287  |
        526.0190  |        526.01+   |    15 |      |      |  22.44167  -   24.79810 | 5s2.5p.(2P*).5d | 3D*  | 2   | 5s2.5p.(2P*).4f | 1F   | 3   |    |        |   L7287  |
        535.2920  |        535.29+   |    16 |      |      |  21.19976  -   23.51531 | 5s2.5p.(2P*).5d | 3P*  | 2   | 5s2.5p.(2P*).4f | 3F   | 3   |    |        |   L7287  |
        539.4620  |        539.46+   |    15 |      |      |  21.45816  -   23.75581 | 5s2.5p.(2P*).5d | 3D*  | 1   | 5s2.5p.(2P*).4f | 3F   | 2   |    |        |   L7287  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        560.2830  |        560.29+   |     9 |      |      |  22.58585  -   24.79810 | 5s2.5p.(2P*).5d | 3D*  | 3   | 5s2.5p.(2P*).4f | 1F   | 3   |    |        |   L7287  |
        589.9110  |        589.90+   |     2 |      |      |  21.05244  -   23.15364 | 5s2.5p.(2P*).5d | 3F*  | 4   | 5s2.5p.(2P*).4f | 3G   | 3   |    |        |   L7287  |
        595.5670  |        595.55+   |    12 |      |      |  24.79176  -   26.87303 | 5s2.5p.(2P*).5d | 1P*  | 1   | 5s2.5p.(2P*).4f | 1D   | 2   |    |        |   L7287  |
        665.3850  |        665.39+   |     1 |      |      |  26.41362  -   28.27644 | 5s2.5p.(2P*).6s | 1P*  | 1   | 5s2.5p.(2P*).6p | 3D   | 1   |    |        |   L7287  |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
