----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       Observed       |         Ritz         |     Rel. |    Aki     | Acc. |       Ei           Ek       |            Lower level            |            Upper level             |Type|                TP  |       Line  |
      Wavelength      |      Wavelength      |     Int. |   (s^-1)   |      |      (eV)         (eV)      |-----------------------------------|------------------------------------|    |               Ref. |       Ref.  |
       Vac (nm)       |       Vac (nm)       |          |            |      |                             | Conf.             | Term    | J   | Conf.              | Term    | J   |    |                    |             |
          543.5600    |          543.559+    |       5h |            |      |   9.5697254  -   11.850063  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).7f  | 2[5/2]  | 2   |    |                    |      L4739  |
          543.9923    |          543.9923+   |       30 |            |      |   9.5697254  -   11.8482457 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).7f  | 2[3/2]  | 2   |    |                    |      L7292  |
          544.0390    |          544.0359+   |       15 |            |      |   9.5697254  -   11.8480632 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).7f  | 2[3/2]  | 1   |    |                    |      L4739  |
          544.4870    |          544.487+    |       1h |            |      |   9.6856205  -   11.962072  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).13s | 2[3/2]* | 1   |    |                    |      L4739  |
                      |          544.738+    |          | 4.0e+04    | C    |   9.6856205  -   11.961020  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).13s | 2[3/2]* | 2   |    |              T5818 |             |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          545.4540    |          545.4461+   |       1h |            |      |   9.7207407  -   11.9931879 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).14s | 2[3/2]* | 2   |    |                    |      L4739  |
          545.6450    |          545.646+    |        2 | 4.40e+04   | B    |   9.5801530  -   11.851770  | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |              T5818 |      L4739  |
          546.0037    |          546.0034+   |       15 | 2.50e+05   | B+   |   9.5801530  -   11.8502809 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |              T5818 |      L7292  |
          547.9120    |          547.9124+   |       1h |            |      |   9.7207407  -   11.9829591 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).12d | 2[5/2]* | 3   |    |                    |      L4739  |
          548.1330    |          548.131+    |       1h |            |      |   9.6856205  -   11.946939  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[5/2]* | 3   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          548.4160    |          548.414+    |       1h |            |      |   9.5801530  -   11.840302  | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |                    |      L4739  |
          548.4460    |          548.447+    |       4h |            |      |   9.6856205  -   11.945633  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[5/2]* | 2   |    |                    |      L4739  |
          548.7030    |          548.7055+   |       6h |            |      |   9.7207407  -   11.9796892 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).12d | 2[7/2]* | 4   |    |                    |      L4739  |
          548.8555    |          548.8552+   |      20h |            |      |   9.6856205  -   11.9439532 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[7/2]* | 3   |    |                    |      L7292  |
          552.305     |          552.302+    |        1 |            |      |   9.5697254  -   11.813966  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).10p | 2[1/2]  | 0   |    |                    |      L3989  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          553.2780    |          553.278+    |       2h | 1.80e+05   | B+   |   9.7207407  -   11.961020  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).13s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          554.0380    |          554.030+    |      3h* |            |      |   9.5697254  -   11.806964  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).10p | 2[3/2]  | 2   |    |                    |      L4739  |
          554.0380    |          554.0391+   |      3h* |            |      |   9.5801530  -   11.8173556 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |                    |      L4739  |
          555.2385    |          555.2387+   |       80 |            |      |   9.5801530  -   11.8125220 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |                    |      L7292  |
          555.3100    |          555.310+    |       3h |            |      |   9.6856205  -   11.917705  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).12s | 2[3/2]* | 1   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          555.5060    |          555.506+    |       1- |            |      |   9.5697254  -   11.801022  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).10p | 2[5/2]  | 2   |    |                    |      L4739  |
          555.7280    |          555.728+    |        2 | 6.0e+04    | C+   |   9.6856205  -   11.916025  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).12s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          556.3500    |          556.349+    |        2 |            |      |   9.5697254  -   11.797638  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).10p | 2[1/2]  | 1   |    |                    |      L4739  |
          556.6615    |          556.6614+   |      100 |            |      |   9.5801530  -   11.8068167 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[1/2]* | 1   |    |                    |      L7292  |
          556.7770    |          556.778+    |       2h |            |      |   9.7207407  -   11.946939  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).11d | 2[5/2]* | 3   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          557.5270    |          557.5256+   |       2h |            |      |   9.7207407  -   11.9439532 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).11d | 2[7/2]* | 3   |    |                    |      L4739  |
          557.9280    |          557.928+    |       40 |            |      |   9.7207407  -   11.942350  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).11d | 2[7/2]* | 4   |    |                    |      L4739  |
          558.1784    |          558.1787+   |       50 |            |      |   9.5801530  -   11.8007639 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[1/2]* | 0   |    |                    |      L7292  |
          558.5180    |          558.5156+   |       1- |            |      |   9.7893002  -   12.0085719 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).13d | 2[5/2]* | 2   |    |                    |      L4739  |
          559.4370    |          559.436+    |        6 |            |      |   9.4471951  -   11.662815  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 0   | 5p5.(2P*<3/2>).9p  | 2[1/2]  | 1   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          560.7990    |          560.7980+   |        3 |            |      |   9.6856205  -   11.8958601 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |                    |      L4739  |
          561.2650    |          561.263+    |       15 |            |      |   9.6856205  -   11.894027  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |                    |      L4739  |
          561.8878    |          561.8879+   |       80 |            |      |   9.6856205  -   11.8915728 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[7/2]* | 3   |    |                    |      L7292  |
          562.1240    |          562.1218+   |        1 |            |      |   9.6856205  -   11.8906550 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[3/2]* | 2   |    |                    |      L4739  |
          564.6190    |          564.619+    |        5 | 2.70e+05   | B+   |   9.7207407  -   11.916025  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).12s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          565.2840    |          565.2853+   |       2h |            |      |   9.7893002  -   11.9819949 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).12d | 2[5/2]* | 2   |    |                    |      L4739  |
          565.4310    |          565.4288+   |      1h- |            |      |   9.6856205  -   11.8777586 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |                    |      L4739  |
          566.4460    |          566.4447+   |       1h |            |      |   9.8210940  -   12.0093004 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).13d | 2[5/2]* | 3   |    |                    |      L4739  |
          568.8373    |          568.8356+   |       40 |            |      |   9.5697254  -   11.7487346 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).6f  | 2[5/2]  | 2   |    |                    |      L7292  |
          569.5750    |          569.5750+   |      100 |            |      |   9.5697254  -   11.7459060 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).6f  | 2[3/2]  | 2   |    |                    |      L7292  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          569.6477    |          569.6477+   |       80 |            |      |   9.5697254  -   11.7456284 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).6f  | 2[3/2]  | 1   |    |                    |      L7292  |
          569.8540    |          569.8529+   |        8 |            |      |   9.7207407  -   11.8958601 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |                    |      L4739  |
          570.3340    |          570.333+    |        1 |            |      |   9.7207407  -   11.894027  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |                    |      L4739  |
          570.6870    |          570.6851+   |        3 | 7.0e+04    | C+   |   9.5801530  -   11.7521006 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).10s | 2[3/2]* | 1   |    |              T5818 |      L4739  |
          570.9800    |          570.9783+   |      10h |            |      |   9.7207407  -   11.8915728 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).10d | 2[7/2]* | 3   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          571.2210    |          571.2198+   |        2 |            |      |   9.7207407  -   11.8906550 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).10d | 2[3/2]* | 2   |    |                    |      L4739  |
          571.5716    |          571.5712+   |       70 | 3.5e+05    | C+   |   9.5801530  -   11.7487336 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |              T5818 |      L7292  |
          571.6252    |          571.6251+   |       80 |            |      |   9.7207407  -   11.8891168 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).10d | 2[7/2]* | 4   |    |                    |      L7292  |
          572.2140    |          572.213+    |      15h | 3.60e+05   | B+   |   9.6856205  -   11.851770  | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |              T5818 |      L4739  |
          572.3260    |          572.325+    |       1h |            |      |   9.7893002  -   11.955024  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).11d | 2[3/2]* | 1   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          572.6100    |          572.6063+   |        4 | 9.0e+04    | C+   |   9.6856205  -   11.8502809 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          573.3480    |          573.3467+   |       4h |            |      |   9.8210940  -   11.9829591 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).12d | 2[5/2]* | 3   |    |                    |      L4739  |
          574.0170    |          574.0148+   |        6 |            |      |   9.5801530  -   11.7395017 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |                    |      L4739  |
          574.0730    |          574.0732+   |       1h |            |      |   9.8210940  -   11.9802232 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).12d | 2[3/2]* | 2   |    |                    |      L4739  |
          574.8200    |          574.818+    |       8h |            |      |   9.7893002  -   11.945633  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).11d | 2[5/2]* | 2   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          575.4600    |          575.460+    |       1h |            |      |   9.7893002  -   11.943227  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).11d | 2[3/2]* | 2   |    |                    |      L4739  |
          579.2260    |          579.225+    |       1h | 9.0e+04    | C    |   9.8210940  -   11.961020  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).13s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          580.7311    |          580.7303+   |       15 |            |      |   9.6856205  -   11.8199992 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 3   |    |                    |      L7292  |
          581.4505    |          581.4505+   |       60 |            |      |   9.6856205  -   11.8173556 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |                    |      L7292  |
          582.0520    |          582.0498+   |       25 | 4.00e+05   | B+   |   9.7207407  -   11.8502809 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          582.3890    |          582.3887+   |      300 |            |      |   9.4471951  -   11.5754959 | 5p5.(2P*<1/2>).6s | 2[1/2]* | 0   | 5p5.(2P*<3/2>).5f  | 2[3/2]  | 1   |    |                    |      L7292  |
          582.4800    |          582.4801+   |      150 |            |      |   9.6856205  -   11.8135874 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).9d  | 2[7/2]* | 3   |    |                    |      L7292  |
          582.7720    |          582.7719+   |        1 |            |      |   9.6856205  -   11.8125220 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |                    |      L4739  |
          583.0630    |          583.062+    |      20h |            |      |   9.8210940  -   11.946939  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[5/2]* | 3   |    |                    |      L4739  |
          584.0830    |          584.081+    |       4h |            |      |   9.8210940  -   11.943227  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[3/2]* | 2   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          584.3430    |          584.3393+   |        5 |            |      |   9.6856205  -   11.8068167 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).9d  | 2[1/2]* | 1   |    |                    |      L4739  |
          584.5460    |          584.541+    |        1 |            |      |   9.8210940  -   11.941558  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).11d | 2[1/2]* | 1   |    |                    |      L4739  |
          584.6210    |          584.618+    |        2 |            |      |   9.5697254  -   11.689912  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9p  | 2[1/2]  | 0   |    |                    |      L4739  |
          584.9850    |          584.984+    |       3h |            |      |   9.7893002  -   11.908158  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).10d | 2[3/2]* | 1   |    |                    |      L4739  |
          585.6509    |          585.6509+   |       15 |            |      |   9.5801530  -   11.6965990 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).8d  | 2[5/2]* | 2   |    |                    |      L7292  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          587.5018    |          587.5019+   |      100 |            |      |   9.5801530  -   11.6899309 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |                    |      L7292  |
          587.8920    |          587.893+    |        6 |            |      |   9.5697254  -   11.678101  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9p  | 2[3/2]  | 2   |    |                    |      L4739  |
          588.9120    |          588.912+    |       20 |            |      |   9.7893002  -   11.894027  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |                    |      L4739  |
          589.4988    |          589.4989+   |      100 |            |      |   9.5801530  -   11.6827835 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |                    |      L7292  |
          589.5620    |          589.5688+   |       2h |            |      |   9.7893002  -   11.8916815 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).10d | 2[1/2]* | 1   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          589.8560    |          589.8569+   |        8 |            |      |   9.7893002  -   11.8906550 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).10d | 2[3/2]* | 2   |    |                    |      L4739  |
          590.4462    |          590.4459+   |       20 |            |      |   9.7207407  -   11.8199992 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 3   |    |                    |      L7292  |
          590.6760    |          590.674+    |        3 |            |      |   9.5697254  -   11.668172  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9p  | 2[5/2]  | 2   |    |                    |      L4739  |
          591.1900    |          591.192+    |       5* |            |      |   9.8210940  -   11.917705  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).12s | 2[3/2]* | 1   |    |                    |      L4739  |
          591.1900    |          591.1903+   |       5* |            |      |   9.7207407  -   11.8173556 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          591.6650    |          591.666+    |        4 | 1.30e+05   | B    |   9.8210940  -   11.916025  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).12s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          592.1850    |          592.186+    |       10 |            |      |   9.5697254  -   11.662815  | 5p5.(2P*<1/2>).6s | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9p  | 2[1/2]  | 1   |    |                    |      L4739  |
          592.2550    |          592.2548+   |       20 |            |      |   9.7207407  -   11.8135874 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).9d  | 2[7/2]* | 3   |    |                    |      L7292  |
          592.5560    |          592.5565+   |        6 |            |      |   9.7207407  -   11.8125220 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |                    |      L4739  |
          593.1241    |          593.1245+   |       80 |            |      |   9.5801530  -   11.6699311 | 5p5.(2P*<3/2>).6p | 2[1/2]  | 1   | 5p5.(2P*<3/2>).8d  | 2[1/2]* | 0   |    |                    |      L7292  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          593.4172    |          593.4169+   |      100 |            |      |   9.7207407  -   11.8094891 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 3   | 5p5.(2P*<3/2>).9d  | 2[7/2]* | 4   |    |                    |      L7292  |
          596.328     |          596.318+    |        4 |            |      |   9.7893002  -   11.867885  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |                    |    L4093c2  |
          597.2820    |          597.28+     |       1h |            |      |   9.9170767  -   11.99231   | 5p5.(2P*<3/2>).5d | 2[1/2]* | 1   | 5p5.(2P*<3/2>).10f | 2[3/2]  | 1   |    |                    |      L4739  |
          597.4152    |          597.4161+   |       40 |            |      |   9.8210940  -   11.8958601 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 3   |    |                    |      L7292  |
          597.8290    |          597.828+    |        2 |            |      |   9.9431148  -   12.016451  | 5p5.(2P*<3/2>).5d | 2[7/2]* | 4   | 5p5.(2P*<3/2>).11f | 2[9/2]  | 5   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          597.9420    |          597.944+    |        1 |            |      |   9.8210940  -   11.894027  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[5/2]* | 2   |    |                    |      L4739  |
          598.6230    |          598.6217+   |        4 |            |      |   9.8210940  -   11.8916815 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[1/2]* | 1   |    |                    |      L4739  |
          598.9180    |          598.9186+   |       30 |            |      |   9.8210940  -   11.8906550 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).10d | 2[3/2]* | 2   |    |                    |      L4739  |
          599.8115    |          599.8116+   |       30 | 5.80e+05   | B+   |   9.6856205  -   11.7521006 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10s | 2[3/2]* | 1   |    |              T5818 |      L7292  |
          600.7909    |          600.7905+   |       15 | 1.60e+05   | B+   |   9.6856205  -   11.7487336 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |              T5818 |      L7292  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          600.9780    |          600.978+    |        8 | 2.10e+05   | B    |   9.7893002  -   11.851770  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |              T5818 |      L4739  |
          601.4100    |          601.4121+   |       1h | 1.3e+04    | C    |   9.7893002  -   11.8502809 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          602.2890    |          602.288+    |      1h- |            |      |   9.9587513  -   12.016736  | 5p5.(2P*<3/2>).5d | 2[3/2]* | 2   | 5p5.(2P*<3/2>).11f | 2[5/2]  | 3   |    |                    |      L4739  |
          602.6760    |          602.6742+   |        4 |            |      |   9.8210940  -   11.8777586 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |                    |      L4739  |
          602.978     |          602.98+     |      15* |            |      |  10.9984481  -   13.05407   | 5p5.(2P*<3/2>).6d | 2[3/2]* | 2   | 5p5.(2P*<1/2>).6f  | 2[5/2]  | 2   |    |                    |      L4103  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          602.978     |          602.98+     |      15* |            |      |  10.9984481  -   13.05407   | 5p5.(2P*<3/2>).6d | 2[3/2]* | 2   | 5p5.(2P*<1/2>).6f  | 2[5/2]  | 3   |    |                    |      L4103  |
          603.1360    |          603.136+    |      1h- |            |      |   9.9334853  -   11.988576  | 5p5.(2P*<3/2>).6p | 2[1/2]  | 0   | 5p5.(2P*<3/2>).12d | 2[3/2]* | 1   |    |                    |      L4739  |
          603.4920    |          603.4910+   |        2 |            |      |   9.6856205  -   11.7395017 | 5p5.(2P*<3/2>).6p | 2[5/2]  | 2   | 5p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |                    |      L4739  |
          604.3380    |          604.338+    |       10 |            |      |   9.7893002  -   11.840302  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |                    |      L4739  |
          604.8000    |          604.799+    |       6h |            |      |   9.9431148  -   11.992554  | 5p5.(2P*<3/2>).5d | 2[7/2]* | 4   | 5p5.(2P*<3/2>).10f | 2[9/2]  | 5   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          606.4910    |          606.489+    |       1h |            |      |   9.9170767  -   11.960804  | 5p5.(2P*<3/2>).5d | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9f  | 2[5/2]  | 2   |    |                    |      L4739  |
          606.7520    |          606.751+    |       2h |            |      |   9.9170767  -   11.959921  | 5p5.(2P*<3/2>).5d | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9f  | 2[3/2]  | 2   |    |                    |      L4739  |
          606.7770    |          606.775+    |       1h |            |      |   9.9170767  -   11.959842  | 5p5.(2P*<3/2>).5d | 2[1/2]* | 1   | 5p5.(2P*<3/2>).9f  | 2[3/2]  | 1   |    |                    |      L4739  |
          609.3380    |          609.337+    |        3 |            |      |   9.9587513  -   11.992928  | 5p5.(2P*<3/2>).5d | 2[3/2]* | 2   | 5p5.(2P*<3/2>).10f | 2[5/2]  | 3   |    |                    |      L4739  |
          609.5150    |          609.52+     |       1- |            |      |   9.9587513  -   11.99231   | 5p5.(2P*<3/2>).5d | 2[3/2]* | 2   | 5p5.(2P*<3/2>).10f | 2[3/2]  | 1   |    |                    |      L4739  |
                      |                      |          |            |      |                             |                   |         |     |                    |         |     |    |                    |             |
          610.3880    |          610.387+    |        3 | 1.20e+05   | B    |   9.8210940  -   11.851770  | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |              T5818 |      L4739  |
          610.8370    |          610.8352+   |        8 | 1.80e+05   | C+   |   9.8210940  -   11.8502809 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 2   | 5p5.(2P*<3/2>).11s | 2[3/2]* | 2   |    |              T5818 |      L4739  |
          611.1761    |          611.1760+   |       30 |            |      |   9.7893002  -   11.8173556 | 5p5.(2P*<3/2>).6p | 2[3/2]  | 1   | 5p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |                    |      L7292  |
