-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |       Ritz       |  Rel. | Aki  | Acc. |     Ei           Ek     |         Lower level          |         Upper level          |Type|    TP  |    Line  |
    Wavelength    |    Wavelength    |  Int. |(s^-1)|      |    (eV)         (eV)    |------------------------------|------------------------------|    |   Ref. |    Ref.  |
     Vac (nm)     |     Vac (nm)     |       |      |      |                         | Conf.           | Term | J   | Conf.           | Term | J   |    |        |          |
        178.3000  |        178.301+  |    12 |      |      |  18.10059  -   25.05424 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(3P).4f | 2G*  | 9/2 |    |        |  L11502  |
        178.8210  |        178.821+  |    10 |      |      |  17.99081  -   24.92425 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        179.1730  |        179.173+  |    11 |      |      |  16.73546  -   23.65526 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        179.2320  |        179.232+  |    13 |      |      |  17.99081  -   24.90835 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        180.2410  |        180.238+  |     3 |      |      |  16.92333  -   23.80225 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 5/2 |    |        |  L11502  |
        180.2610  |        180.261+  |    15 |      |      |  17.97910  -   24.85712 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        180.3260  |        180.326+  |    15 |      |      |  18.43459  -   25.31013 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        180.4900  |        180.489+  |    10 |      |      |  20.28341  -   27.15275 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        180.6290  |        180.628+  |     6 |      |      |  16.92333  -   23.78739 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        180.7550  |        180.754+  |     1 |      |      |  18.68904  -   25.54833 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        181.9490  |        181.949+  |    12 |      |      |  19.91993  -   26.73415 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        182.1480  |        182.148+  |    10 |      |      |  17.58398  -   24.39078 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        182.4120  |        182.412+  |    12 |      |      |  18.12730  -   24.92425 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        182.4760  |        182.476+  |     5 |      |      |  20.49211  -   27.28664 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        182.8390  |        182.839+  |    12 |      |      |  18.12730  -   24.90835 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        182.8770  |        182.877+  |    10 |      |      |  17.58398  -   24.36365 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        183.4850  |        183.484+  |     1 |      |      |  17.58398  -   24.34122 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
        184.1730  |        184.174+  |    11 |      |      |  16.92333  -   23.65526 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        184.1910  |        184.192+  |    12 |      |      |  17.99081  -   24.72208 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
        184.2310  |        184.231+  |     6 |      |      |  18.12730  -   24.85712 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        184.2770  |        184.277+  |    10 |      |      |  18.43459  -   25.16273 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
        184.8700  |        184.867+  |    11 |      |      |  19.79318  -   26.49984 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        185.1990  |        185.198+  |     2 |      |      |  16.96058  -   23.65526 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        185.9520  |        185.954+  |    10 |      |      |  20.26684  -   26.93429 | 5s2.5p2.(1D).5d | 2G   | 9/2 | 5s2.5p2.(1D).6p | 2F*  | 7/2 |    |        |  L11502  |
        186.0820  |        186.081+  |    11 |      |      |  16.73546  -   23.39837 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        187.2550  |        187.256+  |    31 |      |      |  18.68904  -   25.31013 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        187.4550  |        187.455+  |     4 |      |      |  16.92333  -   23.53742 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        188.0050  |        188.003+  |     3 |      |      |  18.12730  -   24.72208 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        188.3890  |        188.389+  |    12 |      |      |  16.49330  -   23.07459 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        189.1240  |        189.125+  |     6 |      |      |  20.73095  -   27.28664 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        189.5480  |        189.548+  |    12 |      |      |  19.32466  -   25.86572 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        189.6210  |        189.622+  |     7 |      |      |  18.12730  -   24.66580 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        191.0500  |        191.049+  |    12 |      |      |  18.43459  -   24.92425 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        191.4810  |        191.480+  |     8 |      |      |  16.92333  -   23.39837 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        191.7950  |        191.796+  |     4 |      |      |  19.49094  -   25.95531 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        192.2000  |        192.201+  |     6 |      |      |  20.28341  -   26.73415 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        193.7270  |        193.726+  |     5 |      |      |  17.99081  -   24.39078 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        193.7760  |        193.776+  |     4 |      |      |  21.43590  -   27.83423 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        193.9900  |        193.990+  |     5 |      |      |  17.99081  -   24.38208 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
        194.1940  |        194.194+  |     3 |      |      |  17.97910  -   24.36365 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        194.8790  |        194.879+  |     4 |      |      |  17.97910  -   24.34122 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
        195.0210  |        195.021+  |     5 |      |      |  21.47677  -   27.83423 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
        195.3410  |        195.340+  |    10 |      |      |  19.32466  -   25.67175 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        195.5860  |        195.586+  |     9 |      |      |  16.73546  -   23.07459 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        195.8740  |        195.878+  |     5 |      |      |  22.05968  -   28.38933 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(1S).4f | 2F*  | 7/2 |    |        |  L11502  |
        195.9370  |        195.936+  |     6 |      |      |  16.92333  -   23.25112 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 7/2 |    |        |  L11502  |
        196.5810  |        196.583+  |     1 |      |      |  20.19287  -   26.49984 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        196.6610  |        196.660+  |     9 |      |      |  19.32466  -   25.62916 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        197.1760  |        197.177+  |    10 |      |      |  20.95352  -   27.24147 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
        197.1930  |        197.192+  |    11 |      |      |  18.43459  -   24.72208 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
        197.3230  |        197.321+  |     1 |      |      |  17.99081  -   24.27420 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        197.9480  |        197.948+  |    11 |      |      |  18.12730  -   24.39078 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        198.2230  |        198.223+  |     3 |      |      |  18.12730  -   24.38208 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        198.5970  |        198.601+  |    10 |      |      |  19.32466  -   25.56755 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 9/2 |    |        |  L11502  |
        198.6280  |        198.627+  |     3 |      |      |  20.49211  -   26.73415 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        198.8100  |        198.809+  |     9 |      |      |  18.12730  -   24.36365 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        198.8460  |        198.846+  |     1 |      |      |  18.68904  -   24.92425 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        198.9730  |        198.973+  |     9 |      |      |  18.43459  -   24.66580 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        199.0430  |        199.043+  |     1 |      |      |  22.63592  -   28.86493 | 5s2.5p2.(1D).5d | 2P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        199.3550  |        199.354+  |    10 |      |      |  18.68904  -   24.90835 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        199.8660  |        199.865+  |     7 |      |      |  17.58398  -   23.78739 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |       Ritz       |  Rel. | Aki  | Acc. |     Ei           Ek     |         Lower level          |         Upper level          |Type|    TP  |    Line  |
    Wavelength    |    Wavelength    |  Int. |(s^-1)|      |    (eV)         (eV)    |------------------------------|------------------------------|    |   Ref. |    Ref.  |
     Air (nm)     |     Air (nm)     |       |      |      |                         | Conf.           | Term | J   | Conf.           | Term | J   |    |        |          |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        199.9350  |        199.934   |     1 |      |      |  20.95352  -   27.15275 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        200.0360  |        200.036+  |     4 |      |      |  22.19323  -   28.38933 | 5s2.5p2.(1D).5d | 2D   | 5/2 | 5s2.5p2.(1S).4f | 2F*  | 7/2 |    |        |  L11502  |
        201.4270  |        201.425+  |     6 |      |      |  20.58079  -   26.73415 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        202.6060  |        202.606+  |    11 |      |      |  19.32466  -   25.44218 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        203.0810  |        203.075+  |     1 |      |      |  21.13810  -   27.24147 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        204.1080  |        204.107+  |     9 |      |      |  19.79318  -   25.86572 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        204.1500  |        204.149+  |     8 |      |      |  17.58398  -   23.65526 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        204.6160  |        204.617+  |    10 |      |      |  19.49094  -   25.54833 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        205.0420  |        205.042+  |     9 |      |      |  17.99081  -   24.03565 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        205.4440  |        205.443+  |     9 |      |      |  18.68904  -   24.72208 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        206.0700  |        206.071+  |     4 |      |      |  21.13810  -   27.15275 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        206.3050  |        206.309+  |    1* |      |      |  20.49211  -   26.49984 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        206.3050  |        206.306+  |    1* |      |      |  21.82641  -   27.83423 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
        208.1930  |        208.190+  |    11 |      |      |  17.58398  -   23.53742 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        208.4600  |        208.458+  |     9 |      |      |  19.91993  -   25.86572 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        208.6630  |        208.662+  |    9* |      |      |  20.95352  -   26.89350 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        208.6630  |        208.663+  |    9* |      |      |  20.01535  -   25.95531 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        209.0470  |        209.046+  |     7 |      |      |  18.43459  -   24.36365 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        209.4040  |        209.400+  |     1 |      |      |  20.58079  -   26.49984 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        209.7780  |        209.779+  |     6 |      |      |  18.12730  -   24.03565 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        209.8400  |        209.840+  |    12 |      |      |  18.43459  -   24.34122 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
        210.8420  |        210.842+  |    12 |      |      |  19.79318  -   25.67175 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        211.8450  |        211.845+  |    11 |      |      |  21.43590  -   27.28664 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        211.8580  |        211.858+  |    11 |      |      |  20.01535  -   25.86572 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        212.1380  |        212.139+  |     8 |      |      |  16.49330  -   22.33594 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4G*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        212.2500  |        212.249+  |     9 |      |      |  18.43459  -   24.27420 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        212.3050  |        212.305+  |     9 |      |      |  19.32466  -   25.16273 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
        212.3820  |        212.381+  |     6 |      |      |  19.79318  -   25.62916 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
        212.8480  |        212.849+  |     1 |      |      |  17.97910  -   23.80225 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 4D*  | 5/2 |    |        |  L11502  |
        212.9960  |        212.993+  |     1 |      |      |  19.49094  -   25.31013 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        213.1710  |        213.170+  |     5 |      |      |  17.58398  -   23.39837 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        213.3340  |        213.335+  |    10 |      |      |  21.47677  -   27.28664 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        214.4010  |        214.400+  |    13 |      |      |  17.55924  -   23.34025 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(3P).4f | 4G*  | 9/2 |    |        |  L11502  |
        215.0910  |        215.092+  |     8 |      |      |  20.19287  -   25.95531 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        215.3640  |        215.364+  |     9 |      |      |  19.79318  -   25.54833 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        215.4900  |        215.489+  |    12 |      |      |  19.91993  -   25.67175 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        217.0990  |        217.097+  |     3 |      |      |  19.91993  -   25.62916 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
        217.3820  |        217.382+  |     9 |      |      |  18.68904  -   24.39078 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        218.5260  |        218.525+  |    10 |      |      |  20.28341  -   25.95531 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        218.6410  |        218.639+  |    11 |      |      |  16.92333  -   22.59229 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4G*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        218.7090  |        218.709+  |    11 |      |      |  17.58398  -   23.25112 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 7/2 |    |        |  L11502  |
        218.8140  |        218.813+  |     9 |      |      |  17.99081  -   23.65526 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        218.9830  |        218.981+  |    11 |      |      |  18.12730  -   23.78739 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        219.1240  |        219.124+  |     3 |      |      |  20.01535  -   25.67175 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        219.4120  |        219.412+  |     4 |      |      |  19.79318  -   25.44218 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        220.8560  |        220.855+  |     7 |      |      |  23.25285  -   28.86493 | 5s2.5p2.(1D).6s | 2D   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        221.2080  |        221.212+  |     3 |      |      |  23.60279  -   29.20580 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 3/2 |    |        |  L11502  |
        221.3130  |        221.313+  |     9 |      |      |  16.73546  -   22.33594 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 4G*  | 5/2 |    |        |  L11502  |
        221.9220  |        221.920+  |     3 |      |      |  18.68904  -   24.27420 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        222.0340  |        222.033+  |    12 |      |      |  20.28341  -   25.86572 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        222.9910  |        222.991+  |     8 |      |      |  17.97910  -   23.53742 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        224.0120  |        224.013+  |    10 |      |      |  20.01535  -   25.54833 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        224.0340  |        224.034+  |     9 |      |      |  19.32466  -   24.85712 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        224.2150  |        224.216+  |     8 |      |      |  18.12730  -   23.65526 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        224.4500  |        224.454+  |   10* |      |      |  23.34283  -   28.86493 | 5s2.5p2.(1D).5d | 2S   | 1/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        224.4500  |        224.448+  |   10* |      |      |  19.91993  -   25.44218 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        224.6640  |        224.664+  |     1 |      |      |  19.79318  -   25.31013 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        227.4130  |        227.412+  |     5 |      |      |  21.83637  -   27.28664 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        227.9760  |        227.975+  |     1 |      |      |  18.10059  -   23.53742 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        228.1220  |        228.122+  |     7 |      |      |  19.49094  -   24.92425 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        228.3960  |        228.395+  |     9 |      |      |  20.01535  -   25.44218 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        228.7130  |        228.713+  |     5 |      |      |  17.97910  -   23.39837 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        228.7910  |        228.792+  |     9 |      |      |  19.49094  -   24.90835 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
