-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |       Ritz       |  Rel. | Aki  | Acc. |     Ei           Ek     |         Lower level          |         Upper level          |Type|    TP  |    Line  |
    Wavelength    |    Wavelength    |  Int. |(s^-1)|      |    (eV)         (eV)    |------------------------------|------------------------------|    |   Ref. |    Ref.  |
     Vac (nm)     |     Vac (nm)     |       |      |      |                         | Conf.           | Term | J   | Conf.           | Term | J   |    |        |          |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        139.0840  |        139.083+  |     2 |      |      |  17.97910  -   26.89350 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        140.1020  |        140.102+  |     3 |      |      |  20.01535  -   28.86493 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        140.3064  |        140.304+  |    10 |      |      |   4.41999  -   13.25679 | 5s2.5p3         | 2P*  | 3/2 | 5s.5p4          | 4P   | 3/2 |    |        |   L6623  |
        140.3540  |        140.354+  |     1 |      |      |  18.10059  -   26.93429 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(1D).6p | 2F*  | 7/2 |    |        |  L11502  |
        140.6230  |        140.622+  |     6 |      |      |  16.49330  -   25.31013 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        140.6860  |        140.685+  |     9 |      |      |  16.73546  -   25.54833 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        140.7760  |        140.775+  |     9 |      |      |  17.99081  -   26.79807 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |  L11502  |
        140.7830  |        140.783+  |    8* |      |      |  15.55688  -   24.36365 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        140.7830  |        140.781+  |    8* |      |      |  18.43459  -   27.24147 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
        141.1420  |        141.142+  |     9 |      |      |  15.55688  -   24.34122 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        141.4340  |        141.434+  |     5 |      |      |  18.12730  -   26.89350 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        141.7240  |        141.722+  |     5 |      |      |  16.92333  -   25.67175 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        142.2140  |        142.214+  |     7 |      |      |  18.43459  -   27.15275 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        142.2270  |        142.227+  |     7 |      |      |  15.55688  -   24.27420 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        142.2860  |        142.287+  |     5 |      |      |  20.49211  -   29.20580 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        142.4020  |        142.401+  |     1 |      |      |  16.73546  -   25.44218 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        142.7480  |        142.750+  |     4 |      |      |  18.68904  -   27.37445 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(1D).4f | 2P*  | 1/2 |    |        |  L11502  |
        142.9700  |        142.970+  |     3 |      |      |  20.19287  -   28.86493 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        143.0020  |        143.002+  |    12 |      |      |  15.11726  -   23.78739 | 5s.5p4          | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        143.7500  |        143.750+  |    3* |      |      |  16.92333  -   25.54833 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        143.7500  |        143.750+  |    3* |      |      |  20.58079  -   29.20580 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 3/2 |    |        |  L11502  |
        144.0540  |        144.053+  |     4 |      |      |  18.12730  -   26.73415 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        144.4790  |        144.478+  |     5 |      |      |  20.28341  -   28.86493 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        144.5950  |        144.594+  |     2 |      |      |  16.73546  -   25.31013 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        145.2150  |        145.215+  |     7 |      |      |  15.11726  -   23.65526 | 5s.5p4          | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        145.5420  |        145.541+  |     7 |      |      |  16.92333  -   25.44218 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        146.3880  |        146.391+  |     1 |      |      |  19.91993  -   28.38933 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(1S).4f | 2F*  | 7/2 |    |        |  L11502  |
        146.5730  |        146.572+  |     9 |      |      |  18.43459  -   26.89350 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        147.0580  |        147.058+  |     5 |      |      |  16.49330  -   24.92425 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        147.8330  |        147.833+  |     6 |      |      |  16.92333  -   25.31013 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        148.0780  |        148.079+  |     8 |      |      |  20.49211  -   28.86493 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        148.2450  |        148.245+  |     9 |      |      |  18.43459  -   26.79807 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |  L11502  |
        148.4930  |        148.492+  |     9 |      |      |  16.96058  -   25.31013 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        148.6050  |        148.603+  |     3 |      |      |  19.49094  -   27.83423 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
        149.3870  |        149.386+  |     5 |      |      |  18.43459  -   26.73415 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        149.6650  |        149.665+  |     5 |      |      |  20.58079  -   28.86493 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        149.7090  |        149.708+  |     9 |      |      |  17.58398  -   25.86572 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        149.7190  |        149.719+  |    10 |      |      |  15.11726  -   23.39837 | 5s.5p4          | 2D   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        150.6410  |        150.640+  |     6 |      |      |  15.55688  -   23.78739 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        150.6720  |        150.671+  |     6 |      |      |  16.49330  -   24.72208 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        151.4080  |        151.407+  |     1 |      |      |  16.73546  -   24.92425 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        151.7030  |        151.702+  |    10 |      |      |  16.73546  -   24.90835 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        152.4280  |        152.427+  |     1 |      |      |  20.73095  -   28.86493 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
        152.6460  |        152.643+  |     2 |      |      |  20.26684  -   28.38933 | 5s2.5p2.(1D).5d | 2G   | 9/2 | 5s2.5p2.(1S).4f | 2F*  | 7/2 |    |        |  L11502  |
        152.8970  |        152.897+  |     3 |      |      |  18.68904  -   26.79807 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        153.0980  |        153.098+  |     7 |      |      |  15.55688  -   23.65526 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        154.1100  |        154.110+  |    10 |      |      |  17.58398  -   25.62916 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
        154.1900  |        154.189+  |     6 |      |      |  19.79318  -   27.83423 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
        154.8200  |        154.819+  |     9 |      |      |  17.55924  -   25.56755 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 9/2 |    |        |  L11502  |
        154.9620  |        154.963+  |     7 |      |      |  16.92333  -   24.92425 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        155.2410  |        155.240+  |     8 |      |      |  16.73546  -   24.72208 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
        155.3580  |        155.358+  |     5 |      |      |  15.55688  -   23.53742 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        155.6860  |        155.687+  |     9 |      |      |  16.96058  -   24.92425 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        155.8110  |        155.811+  |     8 |      |      |  15.11726  -   23.07459 | 5s.5p4          | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        156.2192  |        156.215+  |    10 |      |      |   4.41999  -   12.35674 | 5s2.5p3         | 2P*  | 3/2 | 5s.5p4          | 4P   | 5/2 |    |        |   L6623  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        156.2730  |        156.274+  |    10 |      |      |  16.92333  -   24.85712 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        156.3410  |        156.342+  |     8 |      |      |  16.73546  -   24.66580 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        156.6080  |        156.609+  |    10 |      |      |  19.32466  -   27.24147 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
        156.9910  |        156.992+  |     5 |      |      |  16.49330  -   24.39078 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        157.1640  |        157.165+  |     7 |      |      |  16.49330  -   24.38208 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        157.2090  |        157.208+  |     3 |      |      |  17.97910  -   25.86572 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        157.2520  |        157.253+  |     8 |      |      |  17.55924  -   25.44363 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 7/2 |    |        |  L11502  |
        157.2820  |        157.282+  |     4 |      |      |  17.55924  -   25.44218 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        157.5340  |        157.533+  |    10 |      |      |  16.49330  -   24.36365 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        157.7470  |        157.748+  |     3 |      |      |  17.58398  -   25.44363 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        157.7770  |        157.777+  |     8 |      |      |  17.58398  -   25.44218 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        158.1130  |        158.113+  |     9 |      |      |  15.55688  -   23.39837 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        158.3850  |        158.384+  |    5* |      |      |  19.32466  -   27.15275 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        158.3850  |        158.385+  |    5* |      |      |  18.12730  -   25.95531 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        158.9780  |        158.980+  |     1 |      |      |  16.92333  -   24.72208 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        159.3440  |        159.344+  |     5 |      |      |  16.49330  -   24.27420 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        159.7430  |        159.743+  |     3 |      |      |  16.96058  -   24.72208 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
        160.1350  |        160.135+  |     5 |      |      |  16.92333  -   24.66580 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        160.2190  |        160.219+  |     7 |      |      |  18.12730  -   25.86572 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        160.4140  |        160.413+  |     6 |      |      |  21.47677  -   29.20580 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(1S).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        161.9570  |        161.958+  |     6 |      |      |  16.73546  -   24.39078 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        162.0700  |        162.070+  |     1 |      |      |  17.97910  -   25.62916 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
        162.5330  |        162.534+  |     1 |      |      |  16.73546  -   24.36365 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        163.0620  |        163.062+  |     6 |      |      |  17.55924  -   25.16273 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
        163.5940  |        163.595+  |     3 |      |      |  17.58398  -   25.16273 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        163.8070  |        163.809+  |    10 |      |      |  19.32466  -   26.89350 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        164.1990  |        164.200+  |     4 |      |      |  20.28341  -   27.83423 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
        164.3380  |        164.338+  |     6 |      |      |  18.12730  -   25.67175 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        164.3830  |        164.384+  |    10 |      |      |  16.49330  -   24.03565 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        164.4630  |        164.463+  |     3 |      |      |  16.73546  -   24.27420 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        165.4220  |        165.422+  |     6 |      |      |  17.55924  -   25.05424 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(3P).4f | 2G*  | 9/2 |    |        |  L11502  |
        166.0320  |        166.033+  |     5 |      |      |  16.92333  -   24.39078 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        166.0460  |        166.044+  |     7 |      |      |  18.10059  -   25.56755 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(1D).4f | 2G*  | 9/2 |    |        |  L11502  |
        166.1000  |        166.098+  |     1 |      |      |  17.97910  -   25.44363 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 7/2 |    |        |  L11502  |
        166.1290  |        166.130+  |     6 |      |      |  17.97910  -   25.44218 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        166.4590  |        166.460+  |     3 |      |      |  19.79318  -   27.24147 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
        166.6370  |        166.638+  |     6 |      |      |  16.92333  -   24.36365 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        166.8430  |        166.844+  |     5 |      |      |  18.43459  -   25.86572 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        166.8650  |        166.865+  |     1 |      |      |  16.96058  -   24.39078 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        166.8900  |        166.891+  |     3 |      |      |  21.43590  -   28.86493 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(1S).6p | 2P*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        167.0600  |        167.061+  |     3 |      |      |  16.96058  -   24.38208 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
        167.0700  |        167.071+  |     6 |      |      |  18.12730  -   25.54833 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        167.1410  |        167.142+  |     5 |      |      |  16.92333  -   24.34122 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
        167.3300  |        167.332+  |     7 |      |      |  19.32466  -   26.73415 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        168.0170  |        168.014+  |    11 |      |      |  21.82641  -   29.20580 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(1S).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        168.6650  |        168.666+  |     1 |      |      |  16.92333  -   24.27420 | 5s2.5p2.(3P).5d | 4F   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        168.8440  |        168.846+  |     6 |      |      |  18.10059  -   25.44363 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(1D).4f | 2F*  | 7/2 |    |        |  L11502  |
        169.3400  |        169.342+  |     5 |      |      |  19.91993  -   27.24147 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
        169.3920  |        169.393+  |     1 |      |      |  17.99081  -   25.31013 | 5s2.5p2.(3P).5d | 4D   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        169.4950  |        169.496+  |     7 |      |      |  18.12730  -   25.44218 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        169.8360  |        169.837+  |    11 |      |      |  16.73546  -   24.03565 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        169.8890  |        169.891+  |    10 |      |      |  17.55924  -   24.85712 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        170.4680  |        170.469+  |    12 |      |      |  17.58398  -   24.85712 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        170.6290  |        170.630+  |    11 |      |      |  18.68904  -   25.95531 | 5s.5p4          | 2S   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        170.9300  |        170.932+  |     9 |      |      |  20.58079  -   27.83423 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        171.3150  |        171.316+  |    15 |      |      |  18.43459  -   25.67175 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        171.4180  |        171.419+  |    12 |      |      |  19.91993  -   27.15275 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        171.7520  |        171.755+  |    12 |      |      |  15.11726  -   22.33594 | 5s.5p4          | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4G*  | 5/2 |    |        |  L11502  |
        172.3300  |        172.330+  |    10 |      |      |  18.43459  -   25.62916 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
        172.5920  |        172.593+  |    12 |      |      |  17.97910  -   25.16273 | 5s2.5p2.(1D).5d | 2F   | 7/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        172.6110  |        172.612+  |    12 |      |      |  18.12730  -   25.31013 | 5s2.5p2.(3P).5d | 4D   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        173.1150  |        173.115+  |    13 |      |      |  16.49330  -   23.65526 | 5s2.5p2.(3P).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        174.2890  |        174.288+  |    12 |      |      |  18.43459  -   25.54833 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        174.4640  |        174.464+  |    15 |      |      |  17.55924  -   24.66580 | 5s2.5p2.(3P).5d | 4F   | 7/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        174.6170  |        174.618+  |     2 |      |      |  19.79318  -   26.89350 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        174.7780  |        174.779+  |     9 |      |      |  20.19287  -   27.28664 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        175.0730  |        175.074+  |    12 |      |      |  17.58398  -   24.66580 | 5s2.5p2.(1D).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        175.2400  |        175.241+  |     1 |      |      |  16.96058  -   24.03565 | 5s2.5p2.(3P).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        175.5610  |        175.562+  |    14 |      |      |  18.10059  -   25.16273 | 5s2.5p2.(3P).5d | 4F   | 9/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
        175.8160  |        175.816+  |    12 |      |      |  16.73546  -   23.78739 | 5s2.5p2.(3P).5d | 4F   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        176.2290  |        176.229+  |    10 |      |      |  15.55688  -   22.59229 | 5s.5p4          | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4G*  | 7/2 |    |        |  L11502  |
        176.9290  |        176.929+  |    10 |      |      |  18.43459  -   25.44218 | 5s2.5p2.(3P).5d | 4D   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
