----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |        Ritz        |     Rel. | Aki  | Acc. |      Ei           Ek      |          Lower level          |          Upper level          |Type|    TP  |    Line  |
     Wavelength     |     Wavelength     |     Int. |(s^-1)|      |     (eV)         (eV)     |-------------------------------|-------------------------------|    |   Ref. |    Ref.  |
      Vac (nm)      |      Vac (nm)      |          |      |      |                           | Conf.            | Term | J   | Conf.            | Term | J   |    |        |          |
         166.1029   |         166.1028+  |        1 |      |      |  17.749112  -   25.213415 | 5s2.5p3.(2D*).5d | 3D*  | 3   | 5s2.5p3.(2P*).4f | 3D   | 2   |    |        |  L10579  |
         166.1093   |         166.1099+  |        6 |      |      |  15.636859  -   23.100845 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2P*).6p | 3P   | 2   |    |        |  L10579  |
         166.3390   |         166.3402+  |        9 |      |      |  15.061097  -   22.514749 | 5s2.5p3.(4S*).6s | 5S*  | 2   | 5s2.5p3.(2D*).4f | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         166.9355   |         166.9362+  |        7 |      |      |  15.459755  -   22.886795 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         167.2557   |         167.2556+  |        9 |      |      |  16.907413  -   24.320270 | 5s2.5p3.(2P*).5d | 1D*  | 2   | 5s2.5p3.(2P*).4f | 3F   | 3   |    |        |  L10579  |
         167.3566   |         167.3577+  |        9 |      |      |  13.431674  -   20.840008 | 5s.5p5           | 3P*  | 0   | 5s2.5p3.(2D*).6p | 3P   | 1   |    |        |  L10579  |
         167.4633   |         167.4665+  |       11 |      |      |  16.454164  -   23.857685 | 5s2.5p3.(2D*).5d | 1G*  | 4   | 5s2.5p3.(2D*).4f | 1G   | 4   |    |        |  L10579  |
         167.5824   |         167.5857+  |       11 |      |      |  15.116494  -   22.514749 | 5s2.5p3.(4S*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         167.8873   |         167.8881+  |        6 |      |      |  18.019976  -   25.404908 | 5s2.5p3.(2P*).5d | 3F*  | 3   | 5s2.5p3.(2P*).4f | 1G   | 4   |    |        |  L10579  |
         168.4194   |         168.4209+  |        2 |      |      |  18.781428  -   26.142997 | 5s2.5p3.(2P*).6s | 3P*  | 1   | 5p6              | 1S   | 0   |    |        |  L10579  |
         168.5823   |         168.5835+  |        9 |      |      |  15.459755  -   22.814221 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2P*).6p | 1D   | 2   |    |        |  L10579  |
         169.1798   |         169.1797+  |        5 |      |      |  17.127858  -   24.456410 | 5s2.5p3.(2D*).6s | 3D*  | 1   | 5s2.5p3.(2P*).4f | 3F   | 2   |    |        |  L10579  |
         169.3703   |         169.3711+  |        9 |      |      |  18.019976  -   25.340246 | 5s2.5p3.(2P*).5d | 3F*  | 3   | 5s2.5p3.(2P*).4f | 3D   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         169.4134   |         169.4097+  |        7 |      |      |  14.757347  -   22.075948 | 5s2.5p3.(2D*).5d | 1P*  | 1   | 5s2.5p3.(2P*).6p | 3P   | 0   |    |        |  L10579  |
         169.4820   |         169.4820+  |        7 |      |      |  14.757347  -   22.072824 | 5s2.5p3.(2D*).5d | 1P*  | 1   | 5s2.5p3.(2P*).6p | 3P   | 1   |    |        |  L10579  |
         169.6936   |         169.6931+  |        4 |      |      |  14.757347  -   22.063723 | 5s2.5p3.(2D*).5d | 1P*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         169.9515   |         169.9530+  |       10 |      |      |  13.431674  -   20.726877 | 5s.5p5           | 3P*  | 0   | 5s2.5p3.(4S*).4f | 5F   | 1   |    |        |  L10579  |
         169.9754   |         169.9752+  |        9 |      |      |  15.842966  -   23.137219 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         170.3820   |         170.3816+  |        8 |      |      |  12.840820  -   20.117672 | 5s.5p5           | 3P*  | 1   | 5s2.5p3.(2D*).6p | 3D   | 2   |    |        |  L10579  |
         170.4946   |         170.4961+  |        1 |      |      |  17.191426  -   24.463393 | 5s2.5p3.(2D*).6s | 3D*  | 3   | 5s2.5p3.(4S*).5f | 5F   | 4   |    |        |  L10579  |
         170.5178   |         170.5183+  |       12 |      |      |  13.837307  -   21.108328 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(4S*).4f | 3F   | 3   |    |        |  L10579  |
         171.2522   |         171.2511+  |       10 |      |      |  13.868424  -   21.108328 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).4f | 3F   | 3   |    |        |  L10579  |
         171.3867   |         171.3879+  |        3 |      |      |  18.400847  -   25.634973 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2P*).4f | 3F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         171.6290   |         171.6293+  |        5 |      |      |  15.913266  -   23.137219 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2D*).4f | 3F   | 3   |    |        |  L10579  |
         171.7005   |         171.7010+  |        5 |      |      |  15.842966  -   23.063903 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 1H   | 5   |    |        |  L10579  |
         171.7515   |         171.7491+  |       12 |      |      |  18.416057  -   25.634973 | 5s2.5p3.(2P*).5d | 3F*  | 4   | 5s2.5p3.(2P*).4f | 3F   | 4   |    |        |  L10579  |
         172.2358   |         172.2363+  |        8 |      |      |  18.014920  -   25.213415 | 5s2.5p3.(2P*).5d | 3F*  | 2   | 5s2.5p3.(2P*).4f | 3D   | 2   |    |        |  L10579  |
         172.4776   |         172.4781+  |        2 |      |      |  13.919927  -   21.108328 | 5s2.5p3.(4S*).5d | 5D*  | 4   | 5s2.5p3.(4S*).4f | 3F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         172.4983   |         172.4979+  |        7 |      |      |  15.913266  -   23.100845 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2P*).6p | 3P   | 2   |    |        |  L10579  |
         172.7429   |         172.7434+  |        9 |      |      |  15.636859  -   22.814221 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2P*).6p | 1D   | 2   |    |        |  L10579  |
         172.8420   |         172.8432+  |        5 |      |      |  15.574530  -   22.747747 | 5s2.5p3.(4S*).6s | 3S*  | 1   | 5s2.5p3.(2D*).4f | 1P   | 1   |    |        |  L10579  |
         173.3536   |         173.3532+  |        3 |      |      |  15.459755  -   22.611867 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2D*).4f | 3D   | 3   |    |        |  L10579  |
         173.4368   |         173.4377+  |        7 |      |      |  15.030552  -   22.179182 | 5s2.5p3.(4S*).5d | 3D*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         173.5371   |         173.5370+  |        9 |      |      |  15.842966  -   22.987506 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
         175.0609   |         175.0605+  |        5 |      |      |  12.840820  -   19.923182 | 5s.5p5           | 3P*  | 1   | 5s2.5p3.(2D*).6p | 3F   | 2   |    |        |  L10579  |
         175.2022   |         175.2035+  |        4 |      |      |  15.030552  -   22.107136 | 5s2.5p3.(4S*).5d | 3D*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 3   |    |        |  L10579  |
         175.2318   |         175.2321+  |        4 |      |      |  16.454164  -   23.529590 | 5s2.5p3.(2D*).5d | 1G*  | 4   | 5s2.5p3.(2D*).4f | 1F   | 3   |    |        |  L10579  |
         175.2626   |         175.2615+  |       11 |      |      |  15.913266  -   22.987506 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         175.7396   |         175.7396+  |       10 |      |      |  15.459755  -   22.514749 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2D*).4f | 3F   | 2   |    |        |  L10579  |
         175.9622   |         175.9630+  |        0 |      |      |  15.061097  -   22.107136 | 5s2.5p3.(4S*).6s | 5S*  | 2   | 5s2.5p3.(2D*).4f | 3G   | 3   |    |        |  L10579  |
         176.0178   |         176.0182+  |        6 |      |      |  15.842966  -   22.886795 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         176.7089   |         176.7095+  |       10 |      |      |  16.518912  -   23.535185 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 1D   | 2   |    |        |  L10579  |
         177.0099   |         177.0098+  |       10 |      |      |  14.535917  -   21.540286 | 5s2.5p3.(4S*).5d | 3D*  | 2   | 5s2.5p3.(4S*).4f | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         177.0174   |         177.0176+  |       10 |      |      |  18.400847  -   25.404908 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2P*).4f | 1G   | 4   |    |        |  L10579  |
         177.0919   |         177.0932+  |        0 |      |      |  16.518912  -   23.519983 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 3P   | 1   |    |        |  L10579  |
         177.1778   |         177.1776+  |        5 |      |      |  16.139486  -   23.137219 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 3F   | 3   |    |        |  L10579  |
         177.4033   |         177.4029+  |        9 |      |      |  18.416057  -   25.404908 | 5s2.5p3.(2P*).5d | 3F*  | 4   | 5s2.5p3.(2P*).4f | 1G   | 4   |    |        |  L10579  |
         177.5174   |         177.5178+  |        9 |      |      |  15.842966  -   22.827292 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3G   | 5   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         177.7551   |         177.7549+  |        6 |      |      |  15.636859  -   22.611867 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).4f | 3D   | 3   |    |        |  L10579  |
         177.7910   |         177.7926+  |       11 |      |      |  15.913266  -   22.886795 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         177.8425   |         177.8422+  |        2 |      |      |  13.868424  -   20.840008 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(2D*).6p | 3P   | 1   |    |        |  L10579  |
         177.8783   |         177.8786+  |        9 |      |      |  19.172838  -   26.142997 | 5s2.5p3.(2D*).5d | 3P*  | 1   | 5p6              | 1S   | 0   |    |        |  L10579  |
         178.0067   |         178.0060+  |        3 |      |      |  13.431674  -   20.396845 | 5s.5p5           | 3P*  | 0   | 5s2.5p3.(2D*).6p | 1P   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         178.4661   |         178.4657+  |        8 |      |      |  15.116494  -   22.063723 | 5s2.5p3.(4S*).5d | 3D*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         178.5311   |         178.5308+  |        2 |      |      |  18.395552  -   25.340246 | 5s2.5p3.(2D*).5d | 3P*  | 2   | 5s2.5p3.(2P*).4f | 3D   | 3   |    |        |  L10579  |
         178.6678   |         178.6670+  |        8 |      |      |  18.400847  -   25.340246 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2P*).4f | 3D   | 3   |    |        |  L10579  |
         178.9258   |         178.9260+  |        7 |      |      |  17.613725  -   24.543080 | 5s2.5p3.(2D*).5d | 3D*  | 2   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
         179.0544   |         179.0536+  |        6 |      |      |  16.139486  -   23.063903 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 1H   | 5   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         179.9691   |         179.9689+  |       10 |      |      |  15.636859  -   22.526062 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).4f | 3H   | 4   |    |        |  L10579  |
         179.9769   |         179.9775+  |        7 |      |      |  18.324543  -   25.213415 | 5s2.5p3.(2D*).5d | 3S*  | 1   | 5s2.5p3.(2P*).4f | 3D   | 2   |    |        |  L10579  |
         179.9900   |         179.9904+  |        9 |      |      |  16.518912  -   23.407289 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 3D   | 1   |    |        |  L10579  |
         180.3073   |         180.3072+  |        8 |      |      |  13.837307  -   20.713584 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(2D*).6p | 3P   | 2   |    |        |  L10579  |
         180.4117   |         180.4117+  |       10 |      |      |  12.840820  -   19.713113 | 5s.5p5           | 3P*  | 1   | 5s2.5p3.(2D*).6p | 3D   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         180.5316   |         180.5313+  |        4 |      |      |  13.972269  -   20.840008 | 5s2.5p3.(4S*).5d | 5D*  | 0   | 5s2.5p3.(2D*).6p | 3P   | 1   |    |        |  L10579  |
         180.7746   |         180.7757+  |        7 |      |      |  13.868424  -   20.726877 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).4f | 5F   | 1   |    |        |  L10579  |
         181.0520   |         181.0512+  |       11 |      |      |  16.139486  -   22.987506 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
         181.1263   |         181.1268+  |       11 |      |      |  13.868424  -   20.713584 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(2D*).6p | 3P   | 2   |    |        |  L10579  |
         181.2301   |         181.2298+  |        3 |      |      |  16.518912  -   23.360180 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 3P   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         181.4503   |         181.4503+  |       10 |      |      |  16.696632  -   23.529590 | 5s2.5p3.(2D*).6s | 3D*  | 2   | 5s2.5p3.(2D*).4f | 1F   | 3   |    |        |  L10579  |
         181.5085   |         181.5090+  |       11 |      |      |  13.837307  -   20.668056 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(2D*).6p | 3D   | 3   |    |        |  L10579  |
         181.7397   |         181.7398+  |        9 |      |      |  13.868424  -   20.690494 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).4f | 5F   | 2   |    |        |  L10579  |
         181.9857   |         181.9856+  |       11 |      |      |  13.837307  -   20.650166 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(2D*).6p | 3F   | 4   |    |        |  L10579  |
         182.1334   |         182.1325+  |       10 |      |      |  17.735716  -   24.543080 | 5s2.5p3.(2D*).6s | 1D*  | 2   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         182.3391   |         182.3396+  |       11 |      |      |  13.868424  -   20.668056 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(2D*).6p | 3D   | 3   |    |        |  L10579  |
         182.5867   |         182.5862+  |        9 |      |      |  13.837307  -   20.627754 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(4S*).4f | 5F   | 3   |    |        |  L10579  |
         182.6490   |         182.6489+  |       12 |      |      |  13.837307  -   20.625425 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(4S*).4f | 5F   | 4   |    |        |  L10579  |
         182.7367   |         182.7364+  |        9 |      |      |  13.942011  -   20.726877 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(4S*).4f | 5F   | 1   |    |        |  L10579  |
         182.7883   |         182.7883+  |        9 |      |      |  14.757347  -   21.540286 | 5s2.5p3.(2D*).5d | 1P*  | 1   | 5s2.5p3.(4S*).4f | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         183.0939   |         183.0951+  |        9 |      |      |  13.942011  -   20.713584 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(2D*).6p | 3P   | 2   |    |        |  L10579  |
         183.1680   |         183.1674+  |        1 |      |      |  15.842966  -   22.611867 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3D   | 3   |    |        |  L10579  |
         183.3588   |         183.3597+  |        1 |      |      |  17.735716  -   24.497520 | 5s2.5p3.(2D*).6s | 1D*  | 2   | 5s2.5p3.(4S*).5f | 5F   | 3   |    |        |  L10579  |
         183.4255   |         183.4267+  |        9 |      |      |  13.868424  -   20.627754 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).4f | 5F   | 3   |    |        |  L10579  |
         183.5532   |         183.5550+  |        9 |      |      |  13.972269  -   20.726877 | 5s2.5p3.(4S*).5d | 5D*  | 0   | 5s2.5p3.(4S*).4f | 5F   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         183.5811   |         183.5805+  |       15 |      |      |  13.919927  -   20.673596 | 5s2.5p3.(4S*).5d | 5D*  | 4   | 5s2.5p3.(4S*).4f | 5F   | 5   |    |        |  L10579  |
         183.7223   |         183.7216+  |        4 |      |      |  13.942011  -   20.690494 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(4S*).4f | 5F   | 2   |    |        |  L10579  |
         183.7300   |         183.7312+  |        5 |      |      |  13.919927  -   20.668056 | 5s2.5p3.(4S*).5d | 5D*  | 4   | 5s2.5p3.(2D*).6p | 3D   | 3   |    |        |  L10579  |
         184.8695   |         184.8704+  |        9 |      |      |  17.613725  -   24.320270 | 5s2.5p3.(2D*).5d | 3D*  | 2   | 5s2.5p3.(2P*).4f | 3F   | 3   |    |        |  L10579  |
         184.8989   |         184.8993+  |        8 |      |      |  13.919927  -   20.625425 | 5s2.5p3.(4S*).5d | 5D*  | 4   | 5s2.5p3.(4S*).4f | 5F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         185.0903   |         185.0897+  |        6 |      |      |  15.913266  -   22.611867 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2D*).4f | 3D   | 3   |    |        |  L10579  |
         185.2583   |         185.2585+  |        9 |      |      |  18.647749  -   25.340246 | 5s2.5p3.(2P*).5d | 3P*  | 2   | 5s2.5p3.(2P*).4f | 3D   | 3   |    |        |  L10579  |
         185.3884   |         185.3884+  |       10 |      |      |  16.139486  -   22.827292 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 3G   | 5   |    |        |  L10579  |
         185.4375   |         185.4373+  |       11 |      |      |  16.385744  -   23.071788 | 5s2.5p3.(2D*).5d | 3G*  | 5   | 5s2.5p3.(2D*).4f | 3H   | 6   |    |        |  L10579  |
         185.5196   |         185.5191+  |        9 |      |      |  15.842966  -   22.526062 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3H   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         185.6569   |         185.6563+  |        2 |      |      |  16.385744  -   23.063903 | 5s2.5p3.(2D*).5d | 3G*  | 5   | 5s2.5p3.(2D*).4f | 1H   | 5   |    |        |  L10579  |
         185.9877   |         185.9877+  |        9 |      |      |  17.191426  -   23.857685 | 5s2.5p3.(2D*).6s | 3D*  | 3   | 5s2.5p3.(2D*).4f | 1G   | 4   |    |        |  L10579  |
         186.0181   |         186.0174+  |        8 |      |      |  16.518912  -   23.184107 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 3D   | 2   |    |        |  L10579  |
         186.0631   |         186.0633+  |        4 |      |      |  16.696632  -   23.360180 | 5s2.5p3.(2D*).6s | 3D*  | 2   | 5s2.5p3.(2D*).4f | 3P   | 2   |    |        |  L10579  |
         186.5157   |         186.5158+  |       10 |      |      |  15.459755  -   22.107136 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2D*).4f | 3G   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         186.6547   |         186.6554+  |       10 |      |      |  15.842966  -   22.485377 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).4f | 3H   | 5   |    |        |  L10579  |
         186.9447   |         186.9446+  |        0 |      |      |  13.942011  -   20.574147 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(2D*).6p | 3P   | 0   |    |        |  L10579  |
         187.0665   |         187.0677+  |        9 |      |      |  16.907413  -   23.535185 | 5s2.5p3.(2P*).5d | 1D*  | 2   | 5s2.5p3.(2D*).4f | 1D   | 2   |    |        |  L10579  |
         187.2254   |         187.2257+  |        9 |      |      |  16.907413  -   23.529590 | 5s2.5p3.(2P*).5d | 1D*  | 2   | 5s2.5p3.(2D*).4f | 1F   | 3   |    |        |  L10579  |
         187.4915   |         187.4914+  |       10 |      |      |  15.913266  -   22.526062 | 5s2.5p3.(2D*).5d | 3G*  | 3   | 5s2.5p3.(2D*).4f | 3H   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         187.5772   |         187.5781+  |       10 |      |      |  16.454164  -   23.063903 | 5s2.5p3.(2D*).5d | 1G*  | 4   | 5s2.5p3.(2D*).4f | 1H   | 5   |    |        |  L10579  |
         187.5878   |         187.5877+  |        8 |      |      |  15.116494  -   21.725894 | 5s2.5p3.(4S*).5d | 3D*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 1   |    |        |  L10579  |
         187.8049   |         187.8047+  |        1 |      |      |  16.385744  -   22.987506 | 5s2.5p3.(2D*).5d | 3G*  | 5   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
         188.2957   |         188.2955+  |        1 |      |      |  17.735716  -   24.320270 | 5s2.5p3.(2D*).6s | 1D*  | 2   | 5s2.5p3.(2P*).4f | 3F   | 3   |    |        |  L10579  |
         188.3687   |         188.3705+  |        3 |      |      |  16.518912  -   23.100845 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2P*).6p | 3P   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         188.6426   |         188.6434+  |       11 |      |      |  14.535917  -   21.108328 | 5s2.5p3.(4S*).5d | 3D*  | 2   | 5s2.5p3.(4S*).4f | 3F   | 3   |    |        |  L10579  |
         188.8083   |         188.8082+  |        8 |      |      |  14.757347  -   21.324020 | 5s2.5p3.(2D*).5d | 1P*  | 1   | 5s2.5p3.(2D*).6p | 1D   | 2   |    |        |  L10579  |
         188.8374   |         188.8372+  |        7 |      |      |  18.647749  -   25.213415 | 5s2.5p3.(2P*).5d | 3P*  | 2   | 5s2.5p3.(2P*).4f | 3D   | 2   |    |        |  L10579  |
         189.2723   |         189.2748+  |        0 |      |      |  13.837307  -   20.387793 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(2D*).6p | 1F   | 3   |    |        |  L10579  |
         189.5099   |         189.5109+  |       11 |      |      |  15.636859  -   22.179182 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         189.6921   |         189.6923+  |       10 |      |      |  15.030552  -   21.566621 | 5s2.5p3.(4S*).5d | 3D*  | 3   | 5s2.5p3.(4S*).4f | 3F   | 4   |    |        |  L10579  |
         189.9156   |         189.9145+  |        7 |      |      |  13.868424  -   20.396845 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(2D*).6p | 1P   | 1   |    |        |  L10579  |
         189.9216   |         189.9221+  |        9 |      |      |  18.014920  -   24.543080 | 5s2.5p3.(2P*).5d | 3F*  | 2   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
         190.0693   |         190.0693+  |        4 |      |      |  18.019976  -   24.543080 | 5s2.5p3.(2P*).5d | 3F*  | 3   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
         190.1779   |         190.1782+  |        0 |      |      |  13.868424  -   20.387793 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(2D*).6p | 1F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         190.4599   |         190.4597+  |       6* |      |      |  15.030552  -   21.540286 | 5s2.5p3.(4S*).5d | 3D*  | 3   | 5s2.5p3.(4S*).4f | 3F   | 2   |    |        |  L10579  |
         190.4599   |         190.4588+  |       6* |      |      |  18.634961  -   25.144727 | 5s2.5p3.(4S*).6p | 3P   | 1   | 5s2.5p3.(2D*).6d | 1P*  | 1   |    |        |  L10579  |
         190.7038   |         190.7033+  |        0 |      |      |  15.574530  -   22.075948 | 5s2.5p3.(4S*).6s | 3S*  | 1   | 5s2.5p3.(2P*).6p | 3P   | 0   |    |        |  L10579  |
         191.0626   |         191.0626+  |        1 |      |      |  15.574530  -   22.063723 | 5s2.5p3.(4S*).6s | 3S*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         191.1131   |         191.1132+  |        0 |      |      |  16.696632  -   23.184107 | 5s2.5p3.(2D*).6s | 3D*  | 2   | 5s2.5p3.(2D*).4f | 3D   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         191.2564   |         191.2569+  |        2 |      |      |  18.014920  -   24.497520 | 5s2.5p3.(2P*).5d | 3F*  | 2   | 5s2.5p3.(4S*).5f | 5F   | 3   |    |        |  L10579  |
         191.5595   |         191.5588+  |        2 |      |      |  16.139486  -   22.611867 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 3D   | 3   |    |        |  L10579  |
         191.6211   |         191.6211+  |        5 |      |      |  15.636859  -   22.107136 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 3   |    |        |  L10579  |
         192.1644   |         192.1649+  |        5 |      |      |  12.182994  -   18.634961 | 5s.5p5           | 3P*  | 2   | 5s2.5p3.(4S*).6p | 3P   | 1   |    |        |  L10579  |
         192.4197   |         192.4200+  |        8 |      |      |  18.019976  -   24.463393 | 5s2.5p3.(2P*).5d | 3F*  | 3   | 5s2.5p3.(4S*).5f | 5F   | 4   |    |        |  L10579  |
