----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |        Ritz        |     Rel. | Aki  | Acc. |      Ei           Ek      |          Lower level          |          Upper level          |Type|    TP  |    Line  |
     Wavelength     |     Wavelength     |     Int. |(s^-1)|      |     (eV)         (eV)     |-------------------------------|-------------------------------|    |   Ref. |    Ref.  |
      Vac (nm)      |      Vac (nm)      |          |      |      |                           | Conf.            | Term | J   | Conf.            | Term | J   |    |        |          |
         266.901    |         266.8994+  |      20* |      |      |  13.837307  -   18.481279 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(4S*).6p | 5P   | 3   |    |        |  L10579  |
         266.901    |         266.9021+  |      20* |      |      |  20.159187  -   24.803113 | 5s2.5p3.(2D*).6p | 3F   | 3   | 5s2.5p3.(2D*).6d | 3G*  | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         267.025    |         267.0243+  |        6 |      |      |  20.159187  -   24.800987 | 5s2.5p3.(2D*).6p | 3F   | 3   | 5s2.5p3.(2D*).7s | 3D*  | 3   |    |        |  L10579  |
         267.855    |         267.8555+  |       6* |      |      |  18.481279  -   23.108676 | 5s2.5p3.(4S*).6p | 5P   | 3   | 5s2.5p3.(4S*).6d | 3D*  | 3   |    |        |  L10579  |
         267.855    |         267.8560+  |       6* |      |      |  16.696632  -   21.324020 | 5s2.5p3.(2D*).6s | 3D*  | 2   | 5s2.5p3.(2D*).6p | 1D   | 2   |    |        |  L10579  |
         268.551    |         268.5569+  |        5 |      |      |  17.448412  -   22.063723 | 5s2.5p3.(2P*).5d | 3P*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         268.703    |         268.6999+  |        5 |      |      |  13.868424  -   18.481279 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).6p | 5P   | 3   |    |        |     u16  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         269.122    |         269.1263+  |        4 |      |      |  20.668056  -   25.273604 | 5s2.5p3.(2D*).6p | 3D   | 3   | 5s2.5p3.(2D*).6d | 1F*  | 3   |    |        |  L10579  |
         269.144    |         269.1430+  |      12a |      |      |  19.713113  -   24.318376 | 5s2.5p3.(2D*).6p | 3D   | 1   | 5s2.5p3.(2D*).7s | 3D*  | 2   |    |        |  L10579  |
         269.412    |         269.4122+  |        5 |      |      |  20.396845  -   24.997506 | 5s2.5p3.(2D*).6p | 1P   | 1   | 5s2.5p3.(2D*).6d | 3P*  | 0   |    |        |  L10579  |
         269.565    |         269.5696+  |       3* |      |      |  21.540286  -   26.138261 | 5s2.5p3.(4S*).4f | 3F   | 2   | 5s2.5p3.(2P*).6d | 3D*  | 1   |    |        |  L10579  |
         269.565    |         269.5660+  |       3* |      |      |  17.127858  -   21.725894 | 5s2.5p3.(2D*).6s | 3D*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         269.651    |         269.6491+  |    15bl* |      |      |  15.116494  -   19.713113 | 5s2.5p3.(4S*).5d | 3D*  | 1   | 5s2.5p3.(2D*).6p | 3D   | 1   |    |        |  L10579  |
         269.651    |         269.6540+  |    15bl* |      |      |  20.387793  -   24.984329 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).6d | 3D*  | 2   |    |        |  L10579  |
         270.150    |         270.1554+  |        5 |      |      |  18.198584  -   22.786590 | 5s2.5p3.(4S*).6p | 5P   | 1   | 5s2.5p3.(4S*).7s | 3S*  | 1   |    |        |  L10579  |
         270.171    |         270.1757+  |        0 |      |      |  20.627754  -   25.215415 | 5s2.5p3.(4S*).4f | 5F   | 3   | 5s2.5p3.(2D*).6d | 1D*  | 2   |    |        |  L10579  |
         270.231    |         270.2347+  |        2 |      |      |  18.400847  -   22.987506 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         270.441    |         270.4440+  |        3 |      |      |  20.690494  -   25.273604 | 5s2.5p3.(4S*).4f | 5F   | 2   | 5s2.5p3.(2D*).6d | 1F*  | 3   |    |        |  L10579  |
         270.845    |         270.8485+  |       12 |      |      |  19.713113  -   24.289377 | 5s2.5p3.(2D*).6p | 3D   | 1   | 5s2.5p3.(2D*).7s | 3D*  | 1   |    |        |  L10579  |
         271.094    |         271.0897+  |        6 |      |      |  19.928448  -   24.500641 | 5s2.5p3.(2D*).5d | 3P*  | 0   | 5s2.5p3.(4S*).5f | 5F   | 1   |    |        |  L10579  |
         271.134    |         271.1339+  |        0 |      |      |  18.416057  -   22.987506 | 5s2.5p3.(2P*).5d | 3F*  | 4   | 5s2.5p3.(2D*).4f | 3F   | 4   |    |        |  L10579  |
         271.339    |         271.3331+  |      10a |      |      |  20.117672  -   24.685765 | 5s2.5p3.(2D*).6p | 3D   | 2   | 5s2.5p3.(2D*).6d | 3S*  | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         271.405    |         271.4078+  |        2 |      |      |  18.014920  -   22.581755 | 5s2.5p3.(2P*).5d | 3F*  | 2   | 5s2.5p3.(2P*).6p | 3S   | 1   |    |        |  L10579  |
         271.7350   |         271.7340+  |       30 |      |      |  13.919927  -   18.481279 | 5s2.5p3.(4S*).5d | 5D*  | 4   | 5s2.5p3.(4S*).6p | 5P   | 3   |    |        |     u16  |
         271.810    |         271.8135+  |        2 |      |      |  20.713584  -   25.273604 | 5s2.5p3.(2D*).6p | 3P   | 2   | 5s2.5p3.(2D*).6d | 1F*  | 3   |    |        |  L10579  |
         272.569    |         272.5702+  |     1wbl |      |      |  20.668056  -   25.215415 | 5s2.5p3.(2D*).6p | 3D   | 3   | 5s2.5p3.(2D*).6d | 1D*  | 2   |    |        |  L10579  |
         272.720    |         272.7222+  |      11a |      |      |  15.842966  -   20.387793 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).6p | 1F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         272.820    |         272.8233+  |        9 |      |      |  15.574530  -   20.117672 | 5s2.5p3.(4S*).6s | 3S*  | 1   | 5s2.5p3.(2D*).6p | 3D   | 2   |    |        |  L10579  |
         273.699    |         273.7012+  |       14 |      |      |  16.139486  -   20.668056 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).6p | 3D   | 3   |    |        |  L10579  |
         273.919    |         273.9220+  |        4 |      |      |  20.690494  -   25.215415 | 5s2.5p3.(4S*).4f | 5F   | 2   | 5s2.5p3.(2D*).6d | 1D*  | 2   |    |        |  L10579  |
         274.078    |         274.0790+  |       16 |      |      |  15.636859  -   20.159187 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).6p | 3F   | 3   |    |        |  L10579  |
         274.786    |         274.7868+  |       14 |      |      |  16.139486  -   20.650166 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).6p | 3F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         275.488    |         275.4914+  |       13 |      |      |  18.634961  -   23.134106 | 5s2.5p3.(4S*).6p | 3P   | 1   | 5s2.5p3.(4S*).6d | 3D*  | 1   |    |        |  L10579  |
         275.756    |         275.7593+  |        3 |      |      |  18.019976  -   22.514749 | 5s2.5p3.(2P*).5d | 3F*  | 3   | 5s2.5p3.(2D*).4f | 3F   | 2   |    |        |  L10579  |
         275.919    |         275.9175+  |       11 |      |      |  20.117672  -   24.609869 | 5s2.5p3.(2D*).6p | 3D   | 2   | 5s2.5p3.(2D*).6d | 3P*  | 2   |    |        |  L10579  |
         276.072    |         276.0731+  |       13 |      |      |  20.387793  -   24.877458 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).6d | 3D*  | 3   |    |        |  L10579  |
         276.158    |         276.1590+  |       15 |      |      |  16.139486  -   20.627754 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(4S*).4f | 5F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         276.273    |         276.2735+  |      9bl |      |      |  19.923182  -   24.409591 | 5s2.5p3.(2D*).6p | 3F   | 2   | 5s2.5p3.(2D*).6d | 3D*  | 1   |    |        |  L10579  |
         276.301    |         276.3019+  |       6* |      |      |  18.400847  -   22.886795 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         276.301    |         276.3024+  |       6* |      |      |  16.139486  -   20.625425 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(4S*).4f | 5F   | 4   |    |        |  L10579  |
         276.595    |         276.5947+  |        5 |      |      |  20.061881  -   24.543080 | 5s2.5p3.(2D*).5d | 1D*  | 2   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
         276.618    |         276.6185+  |       15 |      |      |  15.636859  -   20.117672 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).6p | 3D   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         276.917    |         276.9183+  |       10 |      |      |  20.387793  -   24.863755 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).7s | 1D*  | 2   |    |        |  L10579  |
         277.240    |         277.2420+  |       16 |      |      |  18.416057  -   22.886795 | 5s2.5p3.(2P*).5d | 3F*  | 4   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         277.444    |         277.4451+  |        0 |      |      |  19.390221  -   23.857685 | 5s2.5p3.(2P*).5d | 3D*  | 3   | 5s2.5p3.(2D*).4f | 1G   | 4   |    |        |  L10579  |
         277.479    |         277.4795+  |       6a |      |      |  20.396845  -   24.863755 | 5s2.5p3.(2D*).6p | 1P   | 1   | 5s2.5p3.(2D*).7s | 1D*  | 2   |    |        |  L10579  |
         277.696    |         277.6960+  |       16 |      |      |  15.459755  -   19.923182 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2D*).6p | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         277.794    |         277.7958+  |       13 |      |      |  20.387793  -   24.849617 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).6d | 3F*  | 4   |    |        |  L10579  |
         277.964    |         277.9656+  |       11 |      |      |  17.613725  -   22.072824 | 5s2.5p3.(2D*).5d | 3D*  | 2   | 5s2.5p3.(2P*).6p | 3P   | 1   |    |        |  L10579  |
         278.230    |         278.2301+  |        4 |      |      |  19.080325  -   23.535185 | 5s2.5p3.(2P*).5d | 3D*  | 2   | 5s2.5p3.(2D*).4f | 1D   | 2   |    |        |  L10579  |
         278.269    |         278.2693+  |       10 |      |      |  20.690494  -   25.144727 | 5s2.5p3.(4S*).4f | 5F   | 2   | 5s2.5p3.(2D*).6d | 1P*  | 1   |    |        |  L10579  |
         278.333    |         278.3328+  |       17 |      |      |  19.923182  -   24.376398 | 5s2.5p3.(2D*).6p | 3F   | 2   | 5s2.5p3.(2D*).6d | 3F*  | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         278.493    |         278.4913+  |        7 |      |      |  20.159187  -   24.609869 | 5s2.5p3.(2D*).6p | 3F   | 3   | 5s2.5p3.(2D*).6d | 3P*  | 2   |    |        |  L10579  |
         278.533    |         278.5341+  |        6 |      |      |  17.613725  -   22.063723 | 5s2.5p3.(2D*).5d | 3D*  | 2   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         278.580    |         278.5800+  |        7 |      |      |  19.080325  -   23.529590 | 5s2.5p3.(2P*).5d | 3D*  | 2   | 5s2.5p3.(2D*).4f | 1F   | 3   |    |        |  L10579  |
         279.247    |         279.2393+  |        3 |      |      |  20.061881  -   24.500641 | 5s2.5p3.(2D*).5d | 1D*  | 2   | 5s2.5p3.(4S*).5f | 5F   | 1   |    |        |  L10579  |
         279.484    |         279.4827+  |       14 |      |      |  18.198584  -   22.633479 | 5s2.5p3.(4S*).6p | 5P   | 1   | 5s2.5p3.(4S*).6d | 5D*  | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         279.712    |         279.7125+  |      12* |      |      |  18.198584  -   22.629836 | 5s2.5p3.(4S*).6p | 5P   | 1   | 5s2.5p3.(4S*).6d | 5D*  | 0   |    |        |  L10579  |
         279.712    |         279.7194+  |      12* |      |      |  20.713584  -   25.144727 | 5s2.5p3.(2D*).6p | 3P   | 2   | 5s2.5p3.(2D*).6d | 1P*  | 1   |    |        |  L10579  |
         279.787    |         279.7871+  |        9 |      |      |  17.749112  -   22.179182 | 5s2.5p3.(2D*).5d | 3D*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 4   |    |        |  L10579  |
         280.020    |         280.0196+  |       17 |      |      |  18.198584  -   22.624976 | 5s2.5p3.(4S*).6p | 5P   | 1   | 5s2.5p3.(4S*).7s | 5S*  | 2   |    |        |  L10579  |
         280.219    |         280.2215+  |        3 |      |      |  18.324543  -   22.747747 | 5s2.5p3.(2D*).5d | 3S*  | 1   | 5s2.5p3.(2D*).4f | 1P   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         280.509    |         280.5091+  |        4 |      |      |  18.395552  -   22.814221 | 5s2.5p3.(2D*).5d | 3P*  | 2   | 5s2.5p3.(2P*).6p | 1D   | 2   |    |        |  L10579  |
         280.5610   |         280.5611+  |        1 |      |      |  20.726877  -   25.144727 | 5s2.5p3.(4S*).4f | 5F   | 1   | 5s2.5p3.(2D*).6d | 1P*  | 1   |    |        |   L7270  |
         280.640    |         280.6400+  |        6 |      |      |  16.907413  -   21.324020 | 5s2.5p3.(2P*).5d | 1D*  | 2   | 5s2.5p3.(2D*).6p | 1D   | 2   |    |        |  L10579  |
         280.722    |         280.7218+  |       12 |      |      |  20.387793  -   24.803113 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).6d | 3G*  | 4   |    |        |  L10579  |
         280.846    |         280.8457+  |        7 |      |      |  18.400847  -   22.814221 | 5s2.5p3.(2D*).5d | 1F*  | 3   | 5s2.5p3.(2P*).6p | 1D   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         280.857    |         280.8571+  |        7 |      |      |  20.387793  -   24.800987 | 5s2.5p3.(2D*).6p | 1F   | 3   | 5s2.5p3.(2D*).7s | 3D*  | 3   |    |        |  L10579  |
         280.906    |         280.9059+  |     10a* |      |      |  17.127858  -   21.540286 | 5s2.5p3.(2D*).6s | 3D*  | 1   | 5s2.5p3.(4S*).4f | 3F   | 2   |    |        |  L10579  |
         280.906    |         280.9097+  |     10a* |      |      |  21.725894  -   26.138261 | 5s2.5p3.(2P*).6p | 3D   | 1   | 5s2.5p3.(2P*).6d | 3D*  | 1   |    |        |  L10579  |
         280.906    |         280.9037+  |     10a* |      |      |  18.221018  -   22.633479 | 5s2.5p3.(4S*).6p | 5P   | 2   | 5s2.5p3.(4S*).6d | 5D*  | 1   |    |        |  L10579  |
         280.953    |         280.9525+  |        3 |      |      |  16.696632  -   21.108328 | 5s2.5p3.(2D*).6s | 3D*  | 2   | 5s2.5p3.(4S*).4f | 3F   | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         281.046    |         281.0514+  |      7bl |      |      |  19.923182  -   24.333325 | 5s2.5p3.(2D*).6p | 3F   | 2   | 5s2.5p3.(2D*).6d | 3G*  | 3   |    |        |  L10579  |
         281.161    |         281.1605+  |        8 |      |      |  18.198584  -   22.607016 | 5s2.5p3.(4S*).6p | 5P   | 1   | 5s2.5p3.(4S*).6d | 5D*  | 2   |    |        |  L10579  |
         281.446    |         281.4461+  |      13a |      |      |  18.221018  -   22.624976 | 5s2.5p3.(4S*).6p | 5P   | 2   | 5s2.5p3.(4S*).7s | 5S*  | 2   |    |        |  L10579  |
         281.527    |         281.5279+  |        1 |      |      |  18.781428  -   23.184107 | 5s2.5p3.(2P*).6s | 3P*  | 1   | 5s2.5p3.(2D*).4f | 3D   | 2   |    |        |  L10579  |
         281.592    |         281.5909+  |       16 |      |      |  18.221018  -   22.622712 | 5s2.5p3.(4S*).6p | 5P   | 2   | 5s2.5p3.(4S*).6d | 5D*  | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         281.736    |         281.7359+  |      8bl |      |      |  18.647749  -   23.047178 | 5s2.5p3.(2P*).5d | 3P*  | 2   | 5s2.5p3.(2P*).6p | 1P   | 1   |    |        |  L10579  |
         282.599    |         282.5987+  |       14 |      |      |  18.221018  -   22.607016 | 5s2.5p3.(4S*).6p | 5P   | 2   | 5s2.5p3.(4S*).6d | 5D*  | 2   |    |        |  L10579  |
         282.746    |         282.7461+  |       17 |      |      |  13.837307  -   18.221018 | 5s2.5p3.(4S*).5d | 5D*  | 3   | 5s2.5p3.(4S*).6p | 5P   | 2   |    |        |  L10579  |
         283.283    |         283.2827+  |        2 |      |      |  20.840008  -   25.215415 | 5s2.5p3.(2D*).6p | 3P   | 1   | 5s2.5p3.(2D*).6d | 1D*  | 2   |    |        |  L10579  |
         283.297    |         283.2965+  |        6 |      |      |  17.191426  -   21.566621 | 5s2.5p3.(2D*).6s | 3D*  | 3   | 5s2.5p3.(4S*).4f | 3F   | 4   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         283.312    |         283.3122+  |        8 |      |      |  19.923182  -   24.298134 | 5s2.5p3.(2D*).6p | 3F   | 2   | 5s2.5p3.(2D*).6d | 3F*  | 2   |    |        |  L10579  |
         283.881    |         283.8805+  |        5 |      |      |  19.923182  -   24.289377 | 5s2.5p3.(2D*).6p | 3F   | 2   | 5s2.5p3.(2D*).7s | 3D*  | 1   |    |        |  L10579  |
         284.412    |         284.4127+  |        4 |      |      |  17.749112  -   22.107136 | 5s2.5p3.(2D*).5d | 3D*  | 3   | 5s2.5p3.(2D*).4f | 3G   | 3   |    |        |  L10579  |
         284.506    |         284.5074+  |        7 |      |      |  20.627754  -   24.984329 | 5s2.5p3.(4S*).4f | 5F   | 3   | 5s2.5p3.(2D*).6d | 3D*  | 2   |    |        |  L10579  |
         284.767    |         284.7676+  |       14 |      |      |  13.868424  -   18.221018 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).6p | 5P   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         284.792    |         284.7937+  |       10 |      |      |  18.395552  -   22.747747 | 5s2.5p3.(2D*).5d | 3P*  | 2   | 5s2.5p3.(2D*).4f | 1P   | 1   |    |        |  L10579  |
         285.027    |         285.0258+  |        4 |      |      |  15.574530  -   19.923182 | 5s2.5p3.(4S*).6s | 3S*  | 1   | 5s2.5p3.(2D*).6p | 3F   | 2   |    |        |  L10579  |
         285.667    |         285.6647+  |        3 |      |      |  20.204155  -   24.543080 | 5s2.5p3.(2P*).5d | 1F*  | 3   | 5s2.5p3.(2P*).4f | 3G   | 3   |    |        |  L10579  |
         285.781    |         285.7845+  |        1 |      |      |  17.735716  -   22.072824 | 5s2.5p3.(2D*).6s | 1D*  | 2   | 5s2.5p3.(2P*).6p | 3P   | 1   |    |        |     u16  |
         286.242    |         286.2430+  |       25 |      |      |  13.868424  -   18.198584 | 5s2.5p3.(4S*).5d | 5D*  | 2   | 5s2.5p3.(4S*).6p | 5P   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         286.386    |         286.3854+  |        2 |      |      |  17.735716  -   22.063723 | 5s2.5p3.(2D*).6s | 1D*  | 2   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         286.462    |         286.4544+  |        8 |      |      |  19.080325  -   23.407289 | 5s2.5p3.(2P*).5d | 3D*  | 2   | 5s2.5p3.(2D*).4f | 3D   | 1   |    |        |  L10579  |
         286.845    |         286.8435+  |        3 |      |      |  16.518912  -   20.840008 | 5s2.5p3.(2D*).5d | 3D*  | 1   | 5s2.5p3.(2D*).6p | 3P   | 1   |    |        |  L10579  |
         286.952    |         286.9549+  |        3 |      |      |  18.781428  -   23.100845 | 5s2.5p3.(2P*).6s | 3P*  | 1   | 5s2.5p3.(2P*).6p | 3P   | 2   |    |        |  L10579  |
         287.110    |         287.1086+  |       17 |      |      |  18.634961  -   22.952066 | 5s2.5p3.(4S*).6p | 3P   | 1   | 5s2.5p3.(4S*).6d | 3D*  | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         287.127    |         287.1265+  |       17 |      |      |  14.535917  -   18.852755 | 5s2.5p3.(4S*).5d | 3D*  | 2   | 5s2.5p3.(4S*).6p | 3P   | 2   |    |        |  L10579  |
         287.169    |         287.1640+  |      25* |      |      |  20.668056  -   24.984329 | 5s2.5p3.(2D*).6p | 3D   | 3   | 5s2.5p3.(2D*).6d | 3D*  | 2   |    |        |  L10579  |
         287.169    |         287.1675+  |      25* |      |      |  15.842966  -   20.159187 | 5s2.5p3.(2D*).5d | 3G*  | 4   | 5s2.5p3.(2D*).6p | 3F   | 3   |    |        |  L10579  |
         287.275    |         287.2746+  |        4 |      |      |  17.749112  -   22.063723 | 5s2.5p3.(2D*).5d | 3D*  | 3   | 5s2.5p3.(2P*).6p | 3D   | 2   |    |        |  L10579  |
         287.329    |         287.3268+  |        4 |      |      |  17.412067  -   21.725894 | 5s2.5p3.(2P*).5d | 3P*  | 0   | 5s2.5p3.(2P*).6p | 3D   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         287.936    |         287.9348+  |        5 |      |      |  20.840008  -   25.144727 | 5s2.5p3.(2D*).6p | 3P   | 1   | 5s2.5p3.(2D*).6d | 1P*  | 1   |    |        |  L10579  |
         288.668    |         288.6647+  |       12 |      |      |  20.690494  -   24.984329 | 5s2.5p3.(4S*).4f | 5F   | 2   | 5s2.5p3.(2D*).6d | 3D*  | 2   |    |        |  L10579  |
         288.693    |         288.6963+  |        2 |      |      |  20.204155  -   24.497520 | 5s2.5p3.(2P*).5d | 1F*  | 3   | 5s2.5p3.(4S*).5f | 5F   | 3   |    |        |  L10579  |
         288.997    |         288.9955+  |        8 |      |      |  20.396845  -   24.685765 | 5s2.5p3.(2D*).6p | 1P   | 1   | 5s2.5p3.(2D*).6d | 3S*  | 1   |    |        |  L10579  |
         289.172    |         289.1706+  |       18 |      |      |  15.636859  -   19.923182 | 5s2.5p3.(2D*).5d | 3F*  | 3   | 5s2.5p3.(2D*).6p | 3F   | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         289.504    |         289.5064+  |        6 |      |      |  18.852755  -   23.134106 | 5s2.5p3.(4S*).6p | 3P   | 2   | 5s2.5p3.(4S*).6d | 3D*  | 1   |    |        |  L10579  |
         289.607    |         289.6076+  |        2 |      |      |  19.080325  -   23.360180 | 5s2.5p3.(2P*).5d | 3D*  | 2   | 5s2.5p3.(2D*).4f | 3P   | 2   |    |        |  L10579  |
         289.665    |         289.6650+  |       14 |      |      |  13.942011  -   18.221018 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(4S*).6p | 5P   | 2   |    |        |  L10579  |
         289.770    |         289.7683+  |        4 |      |      |  17.448412  -   21.725894 | 5s2.5p3.(2P*).5d | 3P*  | 1   | 5s2.5p3.(2P*).6p | 3D   | 1   |    |        |  L10579  |
         290.229    |         290.2254+  |        5 |      |      |  20.713584  -   24.984329 | 5s2.5p3.(2D*).6p | 3P   | 2   | 5s2.5p3.(2D*).6d | 3D*  | 2   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         290.417    |         290.4169+  |        7 |      |      |  19.267256  -   23.535185 | 5s2.5p3.(2P*).5d | 3D*  | 1   | 5s2.5p3.(2D*).4f | 1D   | 2   |    |        |  L10579  |
         290.656    |         290.6558+  |       15 |      |      |  16.385744  -   20.650166 | 5s2.5p3.(2D*).5d | 3G*  | 5   | 5s2.5p3.(2D*).6p | 3F   | 4   |    |        |  L10579  |
         291.009    |         291.0096+  |        3 |      |      |  20.204155  -   24.463393 | 5s2.5p3.(2P*).5d | 1F*  | 3   | 5s2.5p3.(4S*).5f | 5F   | 4   |    |        |  L10579  |
         291.037    |         291.0446+  |       12 |      |      |  20.117672  -   24.376398 | 5s2.5p3.(2D*).6p | 3D   | 2   | 5s2.5p3.(2D*).6d | 3F*  | 3   |    |        |  L10579  |
         291.148    |         291.1481+  |        6 |      |      |  18.324543  -   22.581755 | 5s2.5p3.(2D*).5d | 3S*  | 1   | 5s2.5p3.(2P*).6p | 3S   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         291.191    |         291.1917+  |       19 |      |      |  13.942011  -   18.198584 | 5s2.5p3.(4S*).5d | 5D*  | 1   | 5s2.5p3.(4S*).6p | 5P   | 1   |    |        |  L10579  |
         291.238    |         291.2364+  |       20 |      |      |  18.852755  -   23.108676 | 5s2.5p3.(4S*).6p | 3P   | 2   | 5s2.5p3.(4S*).6d | 3D*  | 3   |    |        |  L10579  |
         291.414    |         291.4118+  |       18 |      |      |  15.459755  -   19.713113 | 5s2.5p3.(2D*).5d | 3F*  | 2   | 5s2.5p3.(2D*).6p | 3D   | 1   |    |        |  L10579  |
         291.504    |         291.5027+  |        7 |      |      |  20.625425  -   24.877458 | 5s2.5p3.(4S*).4f | 5F   | 4   | 5s2.5p3.(2D*).6d | 3D*  | 3   |    |        |  L10579  |
         291.663    |         291.6625+  |        8 |      |      |  20.627754  -   24.877458 | 5s2.5p3.(4S*).4f | 5F   | 3   | 5s2.5p3.(2D*).6d | 3D*  | 3   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         291.760    |         291.7583+  |       15 |      |      |  16.139486  -   20.387793 | 5s2.5p3.(2D*).5d | 3F*  | 4   | 5s2.5p3.(2D*).6p | 1F   | 3   |    |        |  L10579  |
         292.353    |         292.3520+  |       16 |      |      |  16.385744  -   20.625425 | 5s2.5p3.(2D*).5d | 3G*  | 5   | 5s2.5p3.(4S*).4f | 5F   | 4   |    |        |  L10579  |
         292.396    |         292.3958+  |       11 |      |      |  18.647749  -   22.886795 | 5s2.5p3.(2P*).5d | 3P*  | 2   | 5s2.5p3.(2P*).6p | 3D   | 3   |    |        |  L10579  |
         292.607    |         292.6060+  |       11 |      |      |  20.627754  -   24.863755 | 5s2.5p3.(4S*).4f | 5F   | 3   | 5s2.5p3.(2D*).7s | 1D*  | 2   |    |        |  L10579  |
         292.713    |         292.7131+  |        4 |      |      |  19.172838  -   23.407289 | 5s2.5p3.(2D*).5d | 3P*  | 1   | 5s2.5p3.(2D*).4f | 3D   | 1   |    |        |  L10579  |
                    |                    |          |      |      |                           |                  |      |     |                  |      |     |    |        |          |
         293.027    |         293.0271+  |       18 |      |      |  20.625425  -   24.855339 | 5s2.5p3.(4S*).4f | 5F   | 4   | 5s2.5p3.(2D*).6d | 3G*  | 5   |    |        |  L10579  |
