# config, g, E, ionLevel, Qn, Eth_eV, Eth_Hz, Eth_nm
3s2.3p6                    1.0  0.000000 15.759612 1.00  1.58e+01  3.81e+15        78.6721
3s2.3p5.(2P*<3/2>).9d      7.0 15.582381 15.759612 1.00  1.77e-01  4.29e+13      6995.6310
3s2.3p5.(2P*<3/2>).11s     5.0 15.585975 15.759612 1.00  1.74e-01  4.20e+13      7140.4292
3s2.3p5.(2P*<3/2>).11s     3.0 15.586724 15.759612 1.00  1.73e-01  4.18e+13      7171.3636
3s2.3p5.(2P*<3/2>).9d      3.0 15.587059 15.759612 1.00  1.73e-01  4.17e+13      7185.2863
3s2.3p5.(2P*<3/2>).8d      3.0 15.589390 15.759612 1.00  1.70e-01  4.12e+13      7283.6808
3s2.3p5.(2P*<3/2>).9f      3.0 15.590858 15.759612 1.00  1.69e-01  4.08e+13      7347.0420
3s2.3p5.(2P*<3/2>).9f      5.0 15.590858 15.759612 1.00  1.69e-01  4.08e+13      7347.0420
3s2.3p5.(2P*<3/2>).9f     11.0 15.591055 15.759612 1.00  1.69e-01  4.08e+13      7355.6288
3s2.3p5.(2P*<3/2>).9f      9.0 15.591055 15.759612 1.00  1.69e-01  4.08e+13      7355.6288
3s2.3p5.(2P*<3/2>).9f      5.0 15.591340 15.759612 1.00  1.68e-01  4.07e+13      7368.0869
3s2.3p5.(2P*<3/2>).9f      7.0 15.591340 15.759612 1.00  1.68e-01  4.07e+13      7368.0869
3s2.3p5.(2P*<3/2>).9f      7.0 15.591527 15.759612 1.00  1.68e-01  4.06e+13      7376.2842
3s2.3p5.(2P*<3/2>).9f      9.0 15.591527 15.759612 1.00  1.68e-01  4.06e+13      7376.2842
3s2.3p5.(2P*<1/2>).8p      3.0 15.594400 15.937106 1.00  3.43e-01  8.29e+13      3617.8051
3s2.3p5.(2P*<1/2>).8p      3.0 15.595192 15.937106 1.00  3.42e-01  8.27e+13      3626.1853
3s2.3p5.(2P*<1/2>).8p      5.0 15.596214 15.937106 1.00  3.41e-01  8.24e+13      3637.0566
3s2.3p5.(2P*<1/2>).8p      1.0 15.601121 15.937106 1.00  3.36e-01  8.12e+13      3690.1753
3s2.3p5.(2P*<3/2>).11p     3.0 15.602700 15.759612 1.00  1.57e-01  3.79e+13      7901.5166
3s2.3p5.(2P*<3/2>).11p     5.0 15.602980 15.759612 1.00  1.57e-01  3.79e+13      7915.6416
3s2.3p5.(2P*<3/2>).11p     3.0 15.603820 15.759612 1.00  1.56e-01  3.77e+13      7958.3212
3s2.3p5.(2P*<3/2>).11p     5.0 15.603879 15.759612 1.00  1.56e-01  3.77e+13      7961.3363
3s2.3p5.(2P*<3/2>).11p     1.0 15.608220 15.759612 1.00  1.51e-01  3.66e+13      8189.6190
3s2.3p5.(2P*<3/2>).10d     1.0 15.609082 15.759612 1.00  1.51e-01  3.64e+13      8236.5164
3s2.3p5.(2P*<3/2>).10d     3.0 15.609435 15.759612 1.00  1.50e-01  3.63e+13      8255.8768
3s2.3p5.(2P*<3/2>).10d     5.0 15.610410 15.759612 1.00  1.49e-01  3.61e+13      8309.8270
3s2.3p5.(2P*<3/2>).10d     9.0 15.612397 15.759612 1.00  1.47e-01  3.56e+13      8421.9871
3s2.3p5.(2P*<3/2>).10d     7.0 15.613644 15.759612 1.00  1.46e-01  3.53e+13      8493.9359
3s2.3p5.(2P*<3/2>).10d     5.0 15.615273 15.759612 1.00  1.44e-01  3.49e+13      8589.7979
3s2.3p5.(2P*<3/2>).10d     7.0 15.616707 15.759612 1.00  1.43e-01  3.46e+13      8675.9935
3s2.3p5.(2P*<3/2>).10d     3.0 15.619450 15.759612 1.00  1.40e-01  3.39e+13      8845.7847
3s2.3p5.(2P*<3/2>).12s     5.0 15.619450 15.759612 1.00  1.40e-01  3.39e+13      8845.7847
3s2.3p5.(2P*<3/2>).12s     3.0 15.620065 15.759612 1.00  1.40e-01  3.37e+13      8884.7691
3s2.3p5.(2P*<3/2>).10f     5.0 15.623050 15.759612 1.00  1.37e-01  3.30e+13      9078.9743
3s2.3p5.(2P*<3/2>).10f     3.0 15.623050 15.759612 1.00  1.37e-01  3.30e+13      9078.9743
3s2.3p5.(2P*<3/2>).10f     7.0 15.623290 15.759612 1.00  1.36e-01  3.30e+13      9094.9582
3s2.3p5.(2P*<3/2>).10f     5.0 15.623290 15.759612 1.00  1.36e-01  3.30e+13      9094.9582
3s2.3p5.(2P*<1/2>).7d      5.0 15.628593 15.937106 1.00  3.09e-01  7.46e+13      4018.7729
3s2.3p5.(2P*<1/2>).7d      5.0 15.629999 15.937106 1.00  3.07e-01  7.43e+13      4037.1717
3s2.3p5.(2P*<3/2>).12p     3.0 15.631010 15.759612 1.00  1.29e-01  3.11e+13      9640.9305
3s2.3p5.(2P*<3/2>).12p     5.0 15.631850 15.759612 1.00  1.28e-01  3.09e+13      9704.3170
3s2.3p5.(2P*<3/2>).12p     5.0 15.632560 15.759612 1.00  1.27e-01  3.07e+13      9758.5474
3s2.3p5.(2P*<1/2>).7d      7.0 15.633111 15.937106 1.00  3.04e-01  7.35e+13      4078.5003
3s2.3p5.(2P*<3/2>).11d     3.0 15.634328 15.759612 1.00  1.25e-01  3.03e+13      9896.2595
3s2.3p5.(2P*<3/2>).12p     1.0 15.634608 15.759612 1.00  1.25e-01  3.02e+13      9918.4264
3s2.3p5.(2P*<3/2>).11d     1.0 15.636218 15.759612 1.00  1.23e-01  2.98e+13     10047.8385
3s2.3p5.(2P*<3/2>).11d     9.0 15.638792 15.759612 1.00  1.21e-01  2.92e+13     10261.9021
3s2.3p5.(2P*<3/2>).11d     7.0 15.641168 15.759612 1.00  1.18e-01  2.86e+13     10467.7572
3s2.3p5.(2P*<3/2>).11d     5.0 15.641868 15.759612 1.00  1.18e-01  2.85e+13     10529.9891
3s2.3p5.(2P*<1/2>).7d      3.0 15.642080 15.937106 1.00  2.95e-01  7.13e+13      4202.4898
3s2.3p5.(2P*<3/2>).11d     5.0 15.642147 15.759612 1.00  1.17e-01  2.84e+13     10554.9997
3s2.3p5.(2P*<3/2>).11d     7.0 15.642246 15.759612 1.00  1.17e-01  2.84e+13     10563.9030
3s2.3p5.(2P*<3/2>).13s     5.0 15.644102 15.759612 1.00  1.16e-01  2.79e+13     10733.6426
3s2.3p5.(2P*<3/2>).13s     3.0 15.644470 15.759612 1.00  1.15e-01  2.78e+13     10767.9479
3s2.3p5.(2P*<1/2>).9s      1.0 15.647151 15.937106 1.00  2.90e-01  7.01e+13      4275.9869
3s2.3p5.(2P*<3/2>).11d     3.0 15.647310 15.759612 1.00  1.12e-01  2.72e+13     11040.2583
3s2.3p5.(2P*<3/2>).11f     7.0 15.648230 15.759612 1.00  1.11e-01  2.69e+13     11131.4494
3s2.3p5.(2P*<3/2>).11f     5.0 15.648230 15.759612 1.00  1.11e-01  2.69e+13     11131.4494
3s2.3p5.(2P*<3/2>).11f     3.0 15.648230 15.759612 1.00  1.11e-01  2.69e+13     11131.4494
3s2.3p5.(2P*<3/2>).11f     5.0 15.648230 15.759612 1.00  1.11e-01  2.69e+13     11131.4494
3s2.3p5.(2P*<1/2>).9s      3.0 15.648234 15.937106 1.00  2.89e-01  6.98e+13      4292.0179
3s2.3p5.(2P*<3/2>).13p     5.0 15.653410 15.759612 1.00  1.06e-01  2.57e+13     11674.3861
3s2.3p5.(2P*<3/2>).13p     5.0 15.653920 15.759612 1.00  1.06e-01  2.56e+13     11730.7190
3s2.3p5.(2P*<3/2>).13p     1.0 15.655500 15.759612 1.00  1.04e-01  2.52e+13     11908.7442
3s2.3p5.(2P*<3/2>).12d     1.0 15.656894 15.759612 1.00  1.03e-01  2.48e+13     12070.3595
3s2.3p5.(2P*<3/2>).12d     3.0 15.658293 15.759612 1.00  1.01e-01  2.45e+13     12237.0257
3s2.3p5.(2P*<1/2>).7f      7.0 15.658563 15.937106 1.00  2.79e-01  6.74e+13      4451.1758
3s2.3p5.(2P*<1/2>).7f      9.0 15.658565 15.937106 1.00  2.79e-01  6.74e+13      4451.2077
3s2.3p5.(2P*<1/2>).7f      7.0 15.658581 15.937106 1.00  2.79e-01  6.73e+13      4451.4634
3s2.3p5.(2P*<1/2>).7f      5.0 15.658600 15.937106 1.00  2.79e-01  6.73e+13      4451.7671
3s2.3p5.(2P*<3/2>).12d     9.0 15.658675 15.759612 1.00  1.01e-01  2.44e+13     12283.3373
3s2.3p5.(2P*<1/2>).7h     11.0 15.659364 15.937106 1.00  2.78e-01  6.72e+13      4464.0129
3s2.3p5.(2P*<1/2>).7h     13.0 15.659364 15.937106 1.00  2.78e-01  6.72e+13      4464.0129
3s2.3p5.(2P*<1/2>).7h     11.0 15.659394 15.937106 1.00  2.78e-01  6.72e+13      4464.4951
3s2.3p5.(2P*<1/2>).7h      9.0 15.659394 15.937106 1.00  2.78e-01  6.72e+13      4464.4951
3s2.3p5.(2P*<3/2>).12d     5.0 15.659522 15.759612 1.00  1.00e-01  2.42e+13     12387.2837
3s2.3p5.(2P*<3/2>).12d     7.0 15.659853 15.759612 1.00  9.98e-02  2.41e+13     12428.3847
3s2.3p5.(2P*<3/2>).12d     5.0 15.660823 15.759612 1.00  9.88e-02  2.39e+13     12550.4180
3s2.3p5.(2P*<3/2>).12d     7.0 15.661188 15.759612 1.00  9.84e-02  2.38e+13     12596.9605
3s2.3p5.(2P*<3/2>).14s     5.0 15.662768 15.759612 2.05  9.68e-02  2.34e+13     12802.4789
3s2.3p5.(2P*<3/2>).14s     3.0 15.663170 15.759612 2.05  9.64e-02  2.33e+13     12855.8436
3s2.3p5.(2P*<3/2>).12d     3.0 15.663440 15.759612 1.00  9.62e-02  2.33e+13     12891.9360
3s2.3p5.(2P*<3/2>).12f     3.0 15.664820 15.759612 1.00  9.48e-02  2.29e+13     13079.6195
3s2.3p5.(2P*<3/2>).12f     5.0 15.664820 15.759612 1.00  9.48e-02  2.29e+13     13079.6195
3s2.3p5.(2P*<3/2>).12f     5.0 15.664900 15.759612 1.00  9.47e-02  2.29e+13     13090.6674
3s2.3p5.(2P*<3/2>).12f     7.0 15.664900 15.759612 1.00  9.47e-02  2.29e+13     13090.6674
3s2.3p5.(2P*<3/2>).14p     5.0 15.669950 15.759612 2.05  8.97e-02  2.17e+13     13827.9691
3s2.3p5.(2P*<3/2>).14p     5.0 15.670360 15.759612 2.05  8.93e-02  2.16e+13     13891.4912
3s2.3p5.(2P*<3/2>).13d     3.0 15.673207 15.759612 1.00  8.64e-02  2.09e+13     14349.2092
3s2.3p5.(2P*<3/2>).13d     9.0 15.674054 15.759612 1.00  8.56e-02  2.07e+13     14491.2625
3s2.3p5.(2P*<3/2>).13d     5.0 15.674169 15.759612 1.00  8.54e-02  2.07e+13     14510.7667
3s2.3p5.(2P*<3/2>).13d     7.0 15.674828 15.759612 1.00  8.48e-02  2.05e+13     14623.5545
3s2.3p5.(2P*<3/2>).13d     5.0 15.675583 15.759612 1.00  8.40e-02  2.03e+13     14754.9472
3s2.3p5.(2P*<3/2>).13d     7.0 15.675992 15.759612 1.00  8.36e-02  2.02e+13     14827.1163
3s2.3p5.(2P*<3/2>).15s     3.0 15.677540 15.759612 1.00  8.21e-02  1.98e+13     15106.7781
3s2.3p5.(2P*<3/2>).13d     3.0 15.677540 15.759612 1.00  8.21e-02  1.98e+13     15106.7781
3s2.3p5.(2P*<3/2>).13f     3.0 15.678890 15.759612 1.00  8.07e-02  1.95e+13     15359.4252
3s2.3p5.(2P*<3/2>).13f     5.0 15.678890 15.759612 1.00  8.07e-02  1.95e+13     15359.4252
3s2.3p5.(2P*<3/2>).13f     7.0 15.678950 15.759612 1.00  8.07e-02  1.95e+13     15370.8502
3s2.3p5.(2P*<3/2>).13f     5.0 15.678950 15.759612 1.00  8.07e-02  1.95e+13     15370.8502
3s2.3p5.(2P*<3/2>).15p     5.0 15.683110 15.759612 1.00  7.65e-02  1.85e+13     16206.6822
3s2.3p5.(2P*<3/2>).15p     5.0 15.683580 15.759612 1.00  7.60e-02  1.84e+13     16306.8657
3s2.3p5.(2P*<3/2>).14d     1.0 15.684998 15.759612 1.00  7.46e-02  1.80e+13     16616.7696
3s2.3p5.(2P*<3/2>).14d     3.0 15.685198 15.759612 1.00  7.44e-02  1.80e+13     16661.4300
3s2.3p5.(2P*<3/2>).14d     5.0 15.685820 15.759612 1.00  7.38e-02  1.78e+13     16801.8710
3s2.3p5.(2P*<3/2>).14d     9.0 15.686152 15.759612 1.00  7.35e-02  1.78e+13     16877.8066
3s2.3p5.(2P*<3/2>).14d     7.0 15.686933 15.759612 1.00  7.27e-02  1.76e+13     17059.1738
3s2.3p5.(2P*<1/2>).9p      1.0 15.687000 15.937106 1.00  2.50e-01  6.05e+13      4957.2744
3s2.3p5.(2P*<3/2>).14d     7.0 15.687730 15.759612 1.00  7.19e-02  1.74e+13     17248.3196
3s2.3p5.(2P*<3/2>).14d     3.0 15.688840 15.759612 1.00  7.08e-02  1.71e+13     17518.8455
3s2.3p5.(2P*<3/2>).16s     3.0 15.688910 15.759612 1.00  7.07e-02  1.71e+13     17536.1905
3s2.3p5.(2P*<3/2>).14f     5.0 15.690030 15.759612 1.00  6.96e-02  1.68e+13     17818.4554
3s2.3p5.(2P*<3/2>).14f     5.0 15.690080 15.759612 1.00  6.95e-02  1.68e+13     17831.2686
3s2.3p5.(2P*<3/2>).16p     5.0 15.693290 15.759612 1.00  6.63e-02  1.60e+13     18694.3074
3s2.3p5.(2P*<3/2>).15d     3.0 15.694950 15.759612 1.00  6.47e-02  1.56e+13     19174.2275
3s2.3p5.(2P*<3/2>).15d     3.0 15.697920 15.759612 1.00  6.17e-02  1.49e+13     20097.3221
3s2.3p5.(2P*<3/2>).17s     3.0 15.698120 15.759612 1.00  6.15e-02  1.49e+13     20162.6878
3s2.3p5.(2P*<3/2>).15f     5.0 15.699050 15.759612 1.00  6.06e-02  1.46e+13     20472.3099
3s2.3p5.(2P*<3/2>).15f     5.0 15.699050 15.759612 1.00  6.06e-02  1.46e+13     20472.3099
3s2.3p5.(2P*<3/2>).17p     5.0 15.701660 15.759612 1.00  5.80e-02  1.40e+13     21394.3285
3s2.3p5.(2P*<3/2>).16d     3.0 15.702780 15.759612 1.00  5.68e-02  1.37e+13     21815.9517
3s2.3p5.(2P*<3/2>).16d     3.0 15.705330 15.759612 1.00  5.43e-02  1.31e+13     22840.7993
3s2.3p5.(2P*<3/2>).18s     3.0 15.705620 15.759612 1.00  5.40e-02  1.31e+13     22963.4813
3s2.3p5.(2P*<3/2>).16f     5.0 15.706380 15.759612 1.00  5.32e-02  1.29e+13     23291.3344
3s2.3p5.(2P*<3/2>).16f     5.0 15.706380 15.759612 1.00  5.32e-02  1.29e+13     23291.3344
3s2.3p5.(2P*<3/2>).17d     3.0 15.708970 15.759612 1.00  5.06e-02  1.22e+13     24482.5329
3s2.3p5.(2P*<3/2>).17d     3.0 15.711300 15.759612 1.00  4.83e-02  1.17e+13     25663.2835
3s2.3p5.(2P*<3/2>).19s     3.0 15.711840 15.759612 1.00  4.78e-02  1.16e+13     25953.3739
3s2.3p5.(2P*<3/2>).17f     5.0 15.712550 15.759612 1.00  4.71e-02  1.14e+13     26344.9199
3s2.3p5.(2P*<3/2>).17f     5.0 15.712550 15.759612 1.00  4.71e-02  1.14e+13     26344.9199
3s2.3p5.(2P*<1/2>).8d      3.0 15.713470 15.937106 1.00  2.24e-01  5.41e+13      5544.0283
3s2.3p5.(2P*<1/2>).10s     3.0 15.716050 15.937106 1.00  2.21e-01  5.35e+13      5608.7342
3s2.3p5.(2P*<3/2>).18d     3.0 15.716820 15.759612 1.00  4.28e-02  1.03e+13     28973.7540
3s2.3p5.(2P*<3/2>).20s     3.0 15.717270 15.759612 1.00  4.23e-02  1.02e+13     29281.6804
3s2.3p5.(2P*<3/2>).18d     3.0 15.717540 15.759612 1.00  4.21e-02  1.02e+13     29469.5981
3s2.3p5.(2P*<3/2>).19d     3.0 15.720350 15.759612 1.00  3.93e-02  9.49e+12     31578.7566
3s2.3p5.(2P*<3/2>).21s     3.0 15.721480 15.759612 1.00  3.81e-02  9.22e+12     32514.5609
3s2.3p5.(2P*<3/2>).19d     3.0 15.721590 15.759612 1.00  3.80e-02  9.19e+12     32608.6278
3s2.3p5.(2P*<3/2>).20d     3.0 15.724150 15.759612 1.00  3.55e-02  8.57e+12     34962.6496
3s2.3p5.(2P*<3/2>).22s     3.0 15.725260 15.759612 1.00  3.44e-02  8.31e+12     36092.3845
3s2.3p5.(2P*<3/2>).20d     3.0 15.725260 15.759612 1.00  3.44e-02  8.31e+12     36092.3845
3s2.3p5.(2P*<3/2>).21d     3.0 15.727470 15.759612 1.00  3.21e-02  7.77e+12     38574.0104
3s2.3p5.(2P*<3/2>).21d     3.0 15.728450 15.759612 1.00  3.12e-02  7.53e+12     39787.1113
3s2.3p5.(2P*<3/2>).22d     3.0 15.730350 15.759612 1.00  2.93e-02  7.08e+12     42370.5222
3s2.3p5.(2P*<3/2>).22d     3.0 15.731210 15.759612 1.00  2.84e-02  6.87e+12     43653.4874
3s2.3p5.(2P*<3/2>).23d     3.0 15.732850 15.759612 1.00  2.68e-02  6.47e+12     46328.6233
3s2.3p5.(2P*<3/2>).23d     3.0 15.733640 15.759612 1.00  2.60e-02  6.28e+12     47737.8237
3s2.3p5.(2P*<3/2>).24d     3.0 15.735070 15.759612 1.00  2.45e-02  5.93e+12     50519.3968
3s2.3p5.(2P*<3/2>).24d     3.0 15.735760 15.759612 1.00  2.39e-02  5.77e+12     51980.8478
3s2.3p5.(2P*<3/2>).25d     3.0 15.737030 15.759612 1.00  2.26e-02  5.46e+12     54904.2368
3s2.3p5.(2P*<3/2>).25d     3.0 15.737650 15.759612 1.00  2.20e-02  5.31e+12     56454.2223
3s2.3p5.(2P*<3/2>).26d     3.0 15.738760 15.759612 1.00  2.09e-02  5.04e+12     59459.4250
3s2.3p5.(2P*<3/2>).26d     3.0 15.739310 15.759612 1.00  2.03e-02  4.91e+12     61070.2439
3s2.3p5.(2P*<3/2>).27d     3.0 15.740280 15.759612 1.00  1.93e-02  4.67e+12     64134.5126
3s2.3p5.(2P*<3/2>).27d     3.0 15.740800 15.759612 1.00  1.88e-02  4.55e+12     65907.3238
3s2.3p5.(2P*<3/2>).28d     3.0 15.741650 15.759612 1.00  1.80e-02  4.34e+12     69026.2157
3s2.3p5.(2P*<3/2>).28d     3.0 15.742120 15.759612 1.00  1.75e-02  4.23e+12     70880.9211
3s2.3p5.(2P*<3/2>).29d     3.0 15.742890 15.759612 1.00  1.67e-02  4.04e+12     74144.8032
3s2.3p5.(2P*<3/2>).29d     3.0 15.743330 15.759612 1.00  1.63e-02  3.94e+12     76148.4829
3s2.3p5.(2P*<3/2>).30d     3.0 15.744010 15.759612 1.00  1.56e-02  3.77e+12     79467.3716
3s2.3p5.(2P*<3/2>).30d     3.0 15.744380 15.759612 1.00  1.52e-02  3.68e+12     81397.7235
3s2.3p5.(2P*<3/2>).31d     3.0 15.745030 15.759612 1.00  1.46e-02  3.53e+12     85026.0929
3s2.3p5.(2P*<3/2>).31d     3.0 15.745350 15.759612 1.00  1.43e-02  3.45e+12     86933.8576
3s2.3p5.(2P*<3/2>).32d     3.0 15.745960 15.759612 1.00  1.37e-02  3.30e+12     90818.2732
3s2.3p5.(2P*<3/2>).32d     3.0 15.746240 15.759612 1.00  1.34e-02  3.23e+12     92719.9564
3s2.3p5.(2P*<3/2>).33d     3.0 15.746800 15.759612 1.00  1.28e-02  3.10e+12     96772.6867
3s2.3p5.(2P*<3/2>).33d     3.0 15.747030 15.759612 1.00  1.26e-02  3.04e+12     98541.7134
3s2.3p5.(2P*<3/2>).34d     3.0 15.747570 15.759612 1.00  1.20e-02  2.91e+12    102960.6611
3s2.3p5.(2P*<3/2>).34d     3.0 15.747780 15.759612 1.00  1.18e-02  2.86e+12    104788.0716
3s2.3p5.(2P*<3/2>).35d     3.0 15.748440 15.759612 1.00  1.12e-02  2.70e+12    110978.6146
3s2.3p5.(2P*<3/2>).36d     3.0 15.749060 15.759612 1.00  1.06e-02  2.55e+12    117499.4062
3s2.3p5.(2P*<3/2>).37d     3.0 15.749630 15.759612 1.00  9.98e-03  2.41e+12    124209.0168
3s2.3p5.(2P*<3/2>).38d     3.0 15.750150 15.759612 1.00  9.46e-03  2.29e+12    131035.2027
3s2.3p5.(2P*<3/2>).39d     3.0 15.750620 15.759612 1.00  8.99e-03  2.17e+12    137884.3164
3s2.3p5.(2P*<3/2>).40d     3.0 15.751080 15.759612 1.00  8.53e-03  2.06e+12    145318.3915
3s2.3p5.(2P*<3/2>).41d     3.0 15.751470 15.759612 1.00  8.14e-03  1.97e+12    152279.1958
3s2.3p5.(2P*<3/2>).42d     3.0 15.751910 15.759612 1.00  7.70e-03  1.86e+12    160978.7175
3s2.3p5.(2P*<3/2>).43d     3.0 15.752230 15.759612 1.00  7.38e-03  1.78e+12    167957.0279
3s2.3p5.(2P*<3/2>).44d     3.0 15.752540 15.759612 1.00  7.07e-03  1.71e+12    175319.5017
3s2.3p5.(2P*<3/2>).45d     3.0 15.752870 15.759612 1.00  6.74e-03  1.63e+12    183900.9751
3s2.3p5.(2P*<3/2>).46d     3.0 15.753150 15.759612 1.00  6.46e-03  1.56e+12    191869.5715
3s2.3p5.(2P*<3/2>).47d     3.0 15.753420 15.759612 1.00  6.19e-03  1.50e+12    200236.1124
3s2.3p5.(2P*<3/2>).48d     3.0 15.753680 15.759612 1.00  5.93e-03  1.43e+12    209012.6240
3s2.3p5.(2P*<3/2>).49d     3.0 15.753920 15.759612 1.00  5.69e-03  1.38e+12    217825.6794
3s2.3p5.(2P*<3/2>).50d     3.0 15.754140 15.759612 1.00  5.47e-03  1.32e+12    226583.4508
3s2.3p5.(2P*<3/2>).51d     3.0 15.754350 15.759612 1.00  5.26e-03  1.27e+12    235626.2917
3s2.3p5.(2P*<3/2>).52d     3.0 15.754570 15.759612 1.00  5.04e-03  1.22e+12    245907.6904
3s2.3p5.(2P*<3/2>).53d     3.0 15.754750 15.759612 1.00  4.86e-03  1.18e+12    255011.8234
3s2.3p5.(2P*<3/2>).54d     3.0 15.754920 15.759612 1.00  4.69e-03  1.13e+12    264251.5792
3s2.3p5.(2P*<3/2>).55d     3.0 15.755090 15.759612 1.00  4.52e-03  1.09e+12    274186.0688
3s2.3p5.(2P*<3/2>).56d     3.0 15.755280 15.759612 1.00  4.33e-03  1.05e+12    286212.0511
3s2.3p5.(2P*<3/2>).57d     3.0 15.755440 15.759612 1.00  4.17e-03  1.01e+12    297188.8071
3s2.3p5.(2P*<1/2>).9d      3.0 15.762200 15.937106 1.00  1.75e-01  4.23e+13      7088.6360
3s2.3p5.(2P*<1/2>).11s     3.0 15.763920 15.937106 1.00  1.73e-01  4.19e+13      7159.0371
3s2.3p5.(2P*<1/2>).10d     3.0 15.796100 15.937106 1.00  1.41e-01  3.41e+13      8792.8576
3s2.3p5.(2P*<1/2>).12s     3.0 15.797290 15.937106 1.00  1.40e-01  3.38e+13      8867.6955
3s2.3p5.(2P*<1/2>).11d     3.0 15.821000 15.937106 1.00  1.16e-01  2.81e+13     10678.5736
3s2.3p5.(2P*<1/2>).13s     3.0 15.821850 15.937106 1.00  1.15e-01  2.79e+13     10757.3272
3s2.3p5.(2P*<1/2>).12d     3.0 15.839700 15.937106 1.00  9.74e-02  2.36e+13     12728.6546
3s2.3p5.(2P*<1/2>).14s     3.0 15.840470 15.937106 2.05  9.66e-02  2.34e+13     12830.0775
3s2.3p5.(2P*<1/2>).13d     3.0 15.854400 15.937106 1.00  8.27e-02  2.00e+13     14991.0319
3s2.3p5.(2P*<1/2>).15s     3.0 15.854910 15.937106 1.00  8.22e-02  1.99e+13     15084.0469
3s2.3p5.(2P*<1/2>).14d     3.0 15.865900 15.937106 1.00  7.12e-02  1.72e+13     17412.1464
3s2.3p5.(2P*<1/2>).16s     3.0 15.866380 15.937106 1.00  7.07e-02  1.71e+13     17530.3191
3s2.3p5.(2P*<1/2>).15d     3.0 15.875200 15.937106 1.00  6.19e-02  1.50e+13     20027.9520
3s2.3p5.(2P*<1/2>).17s     3.0 15.875560 15.937106 1.00  6.15e-02  1.49e+13     20145.1020
3s2.3p5.(2P*<1/2>).16d     3.0 15.882700 15.937106 1.00  5.44e-02  1.32e+13     22788.8754
3s2.3p5.(2P*<1/2>).18s     3.0 15.883070 15.937106 1.00  5.40e-02  1.31e+13     22944.9186
3s2.3p5.(2P*<1/2>).17d     3.0 15.889100 15.937106 1.00  4.80e-02  1.16e+13     25827.0389
3s2.3p5.(2P*<1/2>).19s     3.0 15.889290 15.937106 1.00  4.78e-02  1.16e+13     25929.6653
3s2.3p5.(2P*<1/2>).18d     3.0 15.894300 15.937106 1.00  4.28e-02  1.04e+13     28964.4944
3s2.3p5.(2P*<1/2>).20s     3.0 15.894510 15.937106 1.00  4.26e-02  1.03e+13     29107.2920
3s2.3p5.(2P*<1/2>).19d     3.0 15.898700 15.937106 1.00  3.84e-02  9.29e+12     32282.8606
3s2.3p5.(2P*<1/2>).21s     3.0 15.898920 15.937106 1.00  3.82e-02  9.23e+12     32468.8530
3s2.3p5.(2P*<1/2>).20d     3.0 15.902500 15.937106 1.00  3.46e-02  8.37e+12     35827.8054
3s2.3p5.(2P*<1/2>).22s     3.0 15.902650 15.937106 1.00  3.45e-02  8.33e+12     35983.7792
3s2.3p5.(2P*<1/2>).21d     3.0 15.905800 15.937106 1.00  3.13e-02  7.57e+12     39604.5045
3s2.3p5.(2P*<1/2>).23s     3.0 15.905880 15.937106 1.00  3.12e-02  7.55e+12     39705.9713
3s2.3p5.(2P*<1/2>).24s     3.0 15.908670 15.937106 2.05  2.84e-02  6.88e+12     43601.7828
3s2.3p5.(2P*<1/2>).25s     3.0 15.911120 15.937106 1.00  2.60e-02  6.28e+12     47712.6924
3s2.3p5.(2P*<1/2>).26s     3.0 15.913250 15.937106 1.00  2.39e-02  5.77e+12     51972.8292
3s2.3p5.(2P*<1/2>).27s     3.0 15.915120 15.937106 1.00  2.20e-02  5.32e+12     56393.4172
3s2.3p5.(2P*<1/2>).28s     3.0 15.916790 15.937106 1.00  2.03e-02  4.91e+12     61029.1207
3s2.3p5.(2P*<1/2>).29s     3.0 15.918280 15.937106 1.00  1.88e-02  4.55e+12     65859.4309
3s2.3p5.(2P*<1/2>).30s     3.0 15.919620 15.937106 1.00  1.75e-02  4.23e+12     70906.5404
3s2.3p5.(2P*<1/2>).31s     3.0 15.920810 15.937106 1.00  1.63e-02  3.94e+12     76084.5569
3s2.3p5.(2P*<1/2>).32s     3.0 15.921890 15.937106 1.00  1.52e-02  3.68e+12     81485.0294
3s2.3p5.(2P*<1/2>).33s     3.0 15.922860 15.937106 1.00  1.42e-02  3.44e+12     87033.4507
3s2.3p5.(2P*<1/2>).34s     3.0 15.923750 15.937106 2.05  1.34e-02  3.23e+12     92833.2565
3s2.3p5.(2P*<1/2>).35s     3.0 15.924570 15.937106 1.00  1.25e-02  3.03e+12     98905.8332
3s2.3p5.(2P*<1/2>).36s     3.0 15.925290 15.937106 1.00  1.18e-02  2.86e+12    104932.8077
3s2.3p5.(2P*<1/2>).37s     3.0 15.925960 15.937106 1.00  1.11e-02  2.69e+12    111240.6877
3s2.3p5.(2P*<1/2>).38s     3.0 15.926580 15.937106 1.00  1.05e-02  2.55e+12    117793.2223
3s2.3p5.(2P*<1/2>).39s     3.0 15.927130 15.937106 1.00  9.98e-03  2.41e+12    124287.7090
3s2.3p5.(2P*<1/2>).40s     3.0 15.927680 15.937106 1.00  9.43e-03  2.28e+12    131540.1264
3s2.3p5.(2P*<1/2>).41s     3.0 15.928160 15.937106 1.00  8.95e-03  2.16e+12    138598.2781
