-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|           TP  |   Line  |
   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |---------------------------------------|----------------------------------------|    |          Ref. |   Ref.  |
    Vac (nm)     |    Vac (nm)     |       |             |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |               |         |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        104.8220 |        104.8220 | 1000r | 5.32e+08    | AA   |   0.00000000  -   11.82807116 | 3s2.3p6               | 1S      | 0   | 3s2.3p5.(2P*<1/2>).4s  | 2[1/2]* | 1   |    |         T7574 |  L2131  |
        106.6660 |        106.6660 |  500r | 1.320e+08   | A+   |   0.00000000  -   11.62359272 | 3s2.3p6               | 1S      | 0   | 3s2.3p5.(2P*<3/2>).4s  | 2[3/2]* | 1   |    |         T7574 |  L2131  |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|           TP  |   Line  |
   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |---------------------------------------|----------------------------------------|    |          Ref. |   Ref.  |
    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |               |         |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        507.3076 |       | 5.9e+04     | D    |  12.90701530  -   15.3502992  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |        T1164n |         |
                 |        507.8033 |       | 4.7e+04     | E    |  13.07571571  -   15.5166146  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |        T1164n |         |
                 |        508.7084 |       | 1.6e+05     | E    |  13.09487256  -   15.531429   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[7/2]* | 3   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        510.4729 |       | 8.7e+04     | E    |  13.15314387  -   15.581278   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |        511.8202 |       | 2.7e+05     | D+   |  13.09487256  -   15.5166146  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |        512.7801 |       | 3.3e+04     | D    |  13.09487256  -   15.5120816  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |        T1218n |         |
        515.1391 |        515.1391 |     5 | 2.39e+06    | C    |  12.90701530  -   15.3131553  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |        T1218n |  L2634  |
                 |        515.2303 |       | 1.1e+05     | D    |  12.90701530  -   15.31272913 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        516.2285 |        516.2285 |    15 | 1.90e+06    | C    |  12.90701530  -   15.30807770 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |        T1218n |  L2634  |
                 |        517.7536 |       | 2.4e+05     | D    |  13.07571571  -   15.469706   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |        T1218n |         |
        518.7746 |        518.7746 |    20 | 1.38e+06    | C    |  12.90701530  -   15.29629325 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    | T1218n,T1164n |  L2634  |
                 |        519.2733 |       | 1.2e+04     | D    |  13.07571571  -   15.4626994  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |        519.4052 |       | 7.8e+05     | D    |  13.15314387  -   15.539521   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        521.0486 |       | 1.1e+05     | D    |  13.07571571  -   15.4545665  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |        T1164n |         |
                 |        521.4774 |       | 2.1e+05     | D    |  13.09487256  -   15.471767   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |        T1164n |         |
                 |        521.6300 |       | 1.3e+05     | D    |  13.09487256  -   15.471072   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |        T1164n |         |
        522.1271 |        522.1270 |     7 | 8.8e+05     | D    |  13.07571571  -   15.4496531  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7d  | 2[7/2]* | 4   |    |        T1164n |  L2634  |
                 |        524.1093 |       | 1.3e+05     | D    |  13.09487256  -   15.4598316  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        524.6198 |       | 1.2e+05     | E    |  13.17177770  -   15.534435   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[5/2]* | 3   |    |        T1164n |         |
                 |        524.9165 |       | 7.9e+04     | E    |  13.17177770  -   15.533100   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |        T1164n |         |
                 |        525.2787 |       | 5.4e+05     | D    |  13.09487256  -   15.4545665  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |        T1164n |         |
                 |        525.4471 |       | 3.6e+05     | E    |  13.15314387  -   15.5120816  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |        528.6069 |       | 9.6e+04     | E    |  13.17177770  -   15.5166146  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        529.0015 |       | 9.0e+04     | E    |  13.17177770  -   15.5148657  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |        T1164n |         |
                 |        530.9513 |       | 1.2e+05     | E    |  13.17177770  -   15.5062613  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |        T1164n |         |
                 |        531.7715 |       | 2.6e+05     | E    |  13.30222747  -   15.633111   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).7d  | 2[5/2]* | 3   |    |        T1164n |         |
                 |        537.3494 |       | 2.7e+05     | D    |  13.15314387  -   15.4598316  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |        539.3979 |       | 9.6e+04     | D    |  13.17177770  -   15.469706   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        541.0475 |       | 2.0e+05     | D    |  13.17177770  -   15.4626994  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |        T1164n |         |
        542.1352 |        542.1351 |     5 | 6.0e+05     | D    |  13.07571571  -   15.3620414  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |        T1164n |  L2634  |
                 |        543.9989 |       | 1.9e+05     | D+   |  12.90701530  -   15.18550800 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |        T1218n |         |
                 |        544.2246 |       | 9.3e+04     | D    |  13.07571571  -   15.3532632  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |        T1164n |         |
        545.1652 |        545.1652 |    10 | 4.7e+05     | D+   |  12.90701530  -   15.18063359 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |        T1218n |  L2634  |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        545.7416 |       | 3.6e+05     | D    |  13.09487256  -   15.3660895  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |        T1218n |         |
                 |        545.9651 |       | 3.8e+04     | D    |  13.07571571  -   15.34600299 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |        T1218n |         |
                 |        546.7160 |       | 7.6e+04     | D    |  13.09487256  -   15.3620414  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        547.3451 |       | 2.0e+05     | D    |  13.09487256  -   15.3594356  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |        T1218n |         |
                 |        549.0120 |       | 8.5e+04     | D    |  13.09487256  -   15.3525603  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        549.2080 |       | 5.6e+05     | E    |  13.28263902  -   15.539521   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |        T1164n |         |
        549.5874 |        549.5873 |    25 | 1.69e+06    | C    |  13.07571571  -   15.3310400  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 4   |    |        T1218n |  L2634  |
        550.6113 |        550.6112 |     5 | 3.6e+05     | D+   |  13.09487256  -   15.34600299 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |        T1218n |  L2634  |
                 |        552.4957 |       | 1.7e+05     | D+   |  13.07571571  -   15.31916801 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |        552.8961 |       | 1.2e+05     | E    |  13.27303810  -   15.5148657  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        553.4479 |       | 2.7e+05     | D+   |  13.30222747  -   15.541820   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |        T1218n |         |
                 |        554.0860 |       | 4.1e+04     | D    |  13.07571571  -   15.31272913 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |        555.2741 |       | 7.9e+04     | E    |  13.28263902  -   15.5148657  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |        T1164n |         |
        555.8702 |        555.8702 |    25 | 1.42e+06    | C    |  12.90701530  -   15.13684847 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |        T1218n |  L2634  |
                 |        555.9676 |       | 2.2e+05     | D+   |  13.28263902  -   15.5120816  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        557.2541 |        557.2541 |    10 | 6.6e+05     | C    |  13.09487256  -   15.31916801 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |        T1218n |  L2634  |
                 |        557.4228 |       | 4.6e+04     | D    |  13.28263902  -   15.5062613  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        558.1871 |       | 5.6e+04     | D+   |  13.07571571  -   15.29629325 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        558.8720 |       | 1.5e+05     | D+   |  13.09487256  -   15.31272913 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |        559.7476 |       | 4.2e+05     | E    |  13.30222747  -   15.5166146  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        560.6733 |        560.6733 |    35 | 2.20e+06    | C    |  12.90701530  -   15.11774638 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |        T1218n |  L2634  |
                 |        561.8014 |       | 2.1e+05     | D    |  13.15314387  -   15.3594356  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |        T1218n |         |
                 |        562.0921 |       | 3.6e+05     | D    |  13.15314387  -   15.3582946  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |        T1218n |         |
                 |        562.3770 |       | 1.4e+05     | D    |  13.30222747  -   15.5062613  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        563.5576 |       | 9.6e+04     | D    |  13.15314387  -   15.3525603  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        563.734  |       | 9.1e+04     | D    |  13.27303810  -   15.471767   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |        T1164n |         |
                 |        563.912  |       | 2.1e+05     | D    |  13.27303810  -   15.471072   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |        T1164n |         |
                 |        564.1376 |       | 8.7e+04     | D    |  13.15314387  -   15.3502992  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |        T1164n |         |
                 |        564.8687 |       | 1.2e+05     | D    |  13.17177770  -   15.3660895  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |        T1218n |         |
        565.0704 |        565.0704 |    20 | 3.20e+06    | C    |  12.90701530  -   15.10054371 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |        T1218n |  L2634  |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        565.9127 |       | 2.6e+05     | D    |  13.17177770  -   15.3620414  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        568.1899 |       | 2.0e+05     | D    |  13.17177770  -   15.3532632  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |        568.3730 |       | 2.0e+05     | D    |  13.17177770  -   15.3525603  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |        570.0872 |       | 5.9e+05     | D    |  13.17177770  -   15.34600299 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |        T1218n |         |
                 |        571.2504 |       | 8.7e+04     | D    |  13.27303810  -   15.4428362  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |        T1164n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        573.9520 |        573.9519 |    10 | 8.7e+05     | D    |  13.15314387  -   15.31272913 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |        T1218n |  L2634  |
                 |        577.2114 |       | 2.0e+05     | D    |  13.17177770  -   15.31916801 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |        577.4008 |       | 1.1e+05     | D    |  13.30222747  -   15.4489134  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        578.3536 |       | 8.1e+04     | D    |  13.15314387  -   15.29629325 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |        578.9474 |       | 4.6e+04     | D    |  13.17177770  -   15.31272913 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        579.0401 |       | 3.4e+04     | D    |  13.30222747  -   15.4428362  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |        T1218n |         |
                 |        580.2080 |       | 4.2e+05     | D    |  13.17177770  -   15.30807770 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |        T1218n |         |
        583.4263 |        583.4264 |     5 | 5.2e+05     | C    |  13.17177770  -   15.29629325 | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    | T1218n,T1164n |  L2634  |
                 |        584.3779 |       | 3.3e+04     | D    |  13.32785705  -   15.4489134  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |        T1218n |         |
        586.0310 |        586.0310 |    10 | 2.85e+05    | C    |  12.90701530  -   15.02208834 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    | T1218n,T1164n |  L2634  |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        588.2624 |        588.2624 |    15 | 1.23e+06    | C    |  12.90701530  -   15.0140655  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |        T1218n |  L2634  |
        588.8584 |        588.8584 |    25 | 1.29e+06    | C    |  13.07571571  -   15.18063359 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |        T1218n |  L2634  |
        591.2085 |        591.2085 |    50 | 1.05e+06    | C    |  12.90701530  -   15.00356588 | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    | T1218n,T1164n |  L2634  |
                 |        591.6598 |       | 5.9e+04     | D    |  13.09487256  -   15.1898239  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |        T1218n |         |
                 |        592.7125 |       | 3.7e+04     | D+   |  13.07571571  -   15.1669463  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        592.8813 |        592.8812 |    15 | 1.1e+06     | D+   |  13.09487256  -   15.18550800 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |        T1218n |  L2634  |
                 |        594.0855 |       | 1.2e+05     | D    |  13.27303810  -   15.3594356  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |        T1218n |         |
        594.2669 |        594.2668 |     5 | 1.8e+05     | D    |  13.09487256  -   15.18063359 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |        T1218n |  L2634  |
                 |        594.3888 |       | 3.6e+04     | D    |  13.07571571  -   15.1610486  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |        594.9259 |       | 1.5e+05     | D    |  13.28263902  -   15.3660895  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        596.448  |       | 7.7e+04     | D    |  13.27303810  -   15.351173   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |        T1218n |         |
                 |        596.8320 |       | 1.8e+05     | D    |  13.28263902  -   15.3594356  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |        T1218n |         |
                 |        597.1601 |       | 1.1e+06     | D+   |  13.28263902  -   15.3582946  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |        T1218n |         |
                 |        598.1923 |       | 1.2e+04     | D    |  13.09487256  -   15.1669463  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |        T1218n |         |
        598.7302 |        598.7301 |     7 | 1.2e+05     | D    |  13.07571571  -   15.14592830 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |        T1218n |  L2634  |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
                 |        598.8144 |       | 6.1e+04     | D    |  13.28263902  -   15.3525603  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |        T1218n |         |
                 |        599.4692 |       | 2.6e+04     | D    |  13.28263902  -   15.3502992  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |        T1164n |         |
        599.8999 |        599.8998 |     5 | 1.4e+05     | D    |  13.09487256  -   15.1610486  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |        T1218n |  L2634  |
                 |        600.5725 |       | 1.4e+05     | D+   |  13.30222747  -   15.3660895  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |        T1218n |         |
                 |        601.3677 |       | 1.4e+05     | D+   |  13.07571571  -   15.13684847 | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |        T1218n |         |
                 |                 |       |             |      |                               |                       |         |     |                        |         |     |    |               |         |
        602.5150 |        602.5150 |     5 | 9.0e+05     | D+   |  13.30222747  -   15.3594356  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |        T1218n |  L2634  |
