---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |        Ritz        |  Rel. |    Aki     | Acc. |        Ei           Ek        |          Lower level          |          Upper level          |Type|        TP  |    Line  |
     Wavelength     |     Wavelength     |  Int. |   (s^-1)   |      |       (eV)         (eV)       |-------------------------------|-------------------------------|    |       Ref. |    Ref.  |
      Vac (nm)      |      Vac (nm)      |       |            |      |                               | Conf.            | Term | J   | Conf.            | Term | J   |    |            |          |
      Air (nm)      |      Air (nm)      |       |            |      |                               | Conf.            | Term | J   | Conf.            | Term | J   |    |            |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         200.68505  |         200.68507  |     5 |            |      |  23.4802304   -   29.6562805  | 3s2.3p3.(2P*).3d | 3P*  | 2   | 3s2.3p3.(2P*).4p | 3S   | 1   |    |            |  L11520  |
         206.4150   |         206.416    |     1 |            |      |  27.7306976   -   33.73529    | 3s2.3p3.(2D*).4p | 1P   | 1   | 3s2.3p3.(2D*).4d | 1D*  | 2   |    |            |   L9366  |
         212.234    |         212.231933 |     8 |            |      |  27.91494398  -   33.7550177  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 3   |    |            |   L7491  |
         212.51373  |         212.51373  |     7 |            |      |  27.91494398  -   33.7472746  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |  L11520  |
         212.550    |         212.54710  |     3 |            |      |  27.91585952  -   33.7472746  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |   L7491  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         212.789    |         212.78723  |     3 |            |      |  27.91494398  -   33.7397789  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 1   |    |            |   L7491  |
         212.822    |         212.82069  |     6 |            |      |  27.91585952  -   33.7397789  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).5s | 3D*  | 1   |    |            |   L7491  |
         213.38684  |         213.386832 |    11 |            |      |  27.94654815  -   33.7550177  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).5s | 3D*  | 3   |    |            |  L11520  |
         213.53565  |         213.53563  |     5 |            |      |  29.6562805   -   35.4607030  | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).5s | 3P*  | 2   |    |            |  L11520  |
         213.673    |         213.67170  |     3 |            |      |  27.94654815  -   33.7472746  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |   L7491  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         213.859    |         213.859422 |    10 |            |      |  24.38531705  -   30.18095237 | 3s2.3p3.(2D*).4s | 3D*  | 3   | 3s2.3p3.(2P*).4p | 3P   | 2   |    |            |   L7493  |
         214.1125   |         214.11620  |     4 |            |      |  29.6562805   -   35.4449662  | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).5s | 3P*  | 1   |    |            |   L9366  |
         214.3455   |         214.3455   |     1 |            |      |  29.6562805   -   35.43878    | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).5s | 3P*  | 0   |    |            |   L9366  |
         214.795    |         214.79562  |     6 |            |      |  27.91585952  -   33.6862370  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).4d | 3P*  | 0   |    |            |   L7492  |
         214.83890  |         214.83894  |     4 |            |      |  24.37717952  -   30.1463937  | 3s2.3p3.(2D*).4s | 3D*  | 2   | 3s2.3p3.(2P*).4p | 3P   | 1   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         214.873    |         214.87747  |     8 |            |      |  27.91494398  -   33.6831238  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3P*  | 1   |    |            |   L7492  |
         214.907    |         214.91158  |     3 |            |      |  27.91585952  -   33.6831238  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).4d | 3P*  | 1   |    |            |   L7492  |
         215.638    |         215.63583  |     3 |            |      |  27.91494398  -   33.6628401  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3P*  | 2   |    |            |   L7492  |
         215.753    |         215.75668  |     3 |            |      |  24.37413232  -   30.118809   | 3s2.3p3.(2D*).4s | 3D*  | 1   | 3s2.3p3.(2P*).4p | 3P   | 0   |    |            |   L7493  |
         216.619    |         216.61851  |    15 |            |      |  25.3634416   -   31.0852655  | 3s2.3p3.(4S*).4p | 5P   | 1   | 3s2.3p3.(4S*).5s | 5S*  | 2   |    |            |   L7492  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         216.82822  |         216.82817  |     8 |            |      |  27.94654815  -   33.6628401  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3P*  | 2   |    |            |  L11520  |
         217.02217  |         217.02221  |     5 |            |      |  25.37408393  -   31.0852655  | 3s2.3p3.(4S*).4p | 5P   | 2   | 3s2.3p3.(4S*).5s | 5S*  | 2   |    |            |  L11520  |
         217.71971  |         217.71967  |     7 |            |      |  25.39237770  -   31.0852655  | 3s2.3p3.(4S*).4p | 5P   | 3   | 3s2.3p3.(4S*).5s | 5S*  | 2   |    |            |  L11520  |
         218.40267  |         218.40267  |    10 |            |      |  28.06469227  -   33.7397789  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 1   |    |            |  L11520  |
         218.66627  |         218.666277 |    12 |            |      |  29.79245706  -   35.4607030  | 3s2.3p3.(2P*).4p | 3D   | 3   | 3s2.3p3.(2P*).5s | 3P*  | 2   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         218.81716  |         218.81716  |    10 |            |      |  28.08293673  -   33.7472746  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |  L11520  |
         219.11209  |         219.11208  |     5 |            |      |  29.7882517   -   35.4449662  | 3s2.3p3.(2P*).4p | 3D   | 2   | 3s2.3p3.(2P*).5s | 3P*  | 1   |    |            |  L11520  |
         219.20137  |         219.201359 |    17 |            |      |  28.10060677  -   33.7550177  | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).5s | 3D*  | 3   |    |            |  L11520  |
         224.17249  |         224.172495 |    31 |            |      |  24.76750685  -   30.29654080 | 3s2.3p3.(2D*).4s | 1D*  | 2   | 3s2.3p3.(2P*).4p | 1D   | 2   |    |            |  L11520  |
         224.23208  |         224.23210  |     5 | 6.7e+07    | E    |  23.2063731   -   28.7339376  | 3s2.3p3.(2D*).3d | 3D*  | 1   | 3s2.3p3.(2D*).4p | 3P   | 0   |    | T1619CA,LS |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         224.873    |         224.87513  |     7 | 1.7e+07    | E    |  23.2063731   -   28.71813306 | 3s2.3p3.(2D*).3d | 3D*  | 1   | 3s2.3p3.(2D*).4p | 3P   | 1   |    | T1619CA,LS |   L7491  |
                    |         226.32724  |       | 6.6e+05    | E    |  23.2063731   -   28.68277299 | 3s2.3p3.(2D*).3d | 3D*  | 1   | 3s2.3p3.(2D*).4p | 3P   | 2   |    | T1619CA,LS |          |
         226.51445  |         226.51445  |    34 |            |      |  22.2588235   -   27.7306976  | 3s2.3p3.(2P*).3d | 1D*  | 2   | 3s2.3p3.(2D*).4p | 1P   | 1   |    |            |  L11520  |
         226.97517  |         226.97517  |    36 |            |      |  26.1685711   -   31.6293393  | 3s2.3p3.(2P*).4s | 1P*  | 1   | 3s2.3p3.(2P*).4p | 1S   | 0   |    |            |  L11520  |
         226.99537  |         226.995364 |   100 |            |      |  24.8362584   -   30.29654080 | 3s2.3p3.(2P*).3d | 1F*  | 3   | 3s2.3p3.(2P*).4p | 1D   | 2   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         227.90327  |         227.90329  |     9 |            |      |  27.91494398  -   33.3534756  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3D*  | 2   |    |            |  L11520  |
         227.947    |         227.94167  |     3 |            |      |  27.91585952  -   33.3534756  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).4d | 3D*  | 2   |    |            |   L7492  |
         227.968    |         227.964553 |     4 |            |      |  27.91494398  -   33.3520142  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3D*  | 3   |    |            |   L7492  |
         228.085    |         228.08149  |     5 |            |      |  27.91494398  -   33.3492268  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3D*  | 1   |    |            |   L7492  |
         228.11989  |         228.11993  |     5 |            |      |  27.91585952  -   33.3492268  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).4d | 3D*  | 1   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         228.22225  |         228.22221  |    10 | 4.9e+07    | E    |  23.2872005   -   28.71813306 | 3s2.3p3.(2D*).3d | 3D*  | 2   | 3s2.3p3.(2D*).4p | 3P   | 1   |    | T1619CA,LS |  L11520  |
         228.882    |         228.882034 |     2 |            |      |  24.37717952  -   29.79245706 | 3s2.3p3.(2D*).4s | 3D*  | 2   | 3s2.3p3.(2P*).4p | 3D   | 3   |    |            |   L7493  |
         228.931    |         228.930999 |     4 |            |      |  24.37413232  -   29.7882517  | 3s2.3p3.(2D*).4s | 3D*  | 1   | 3s2.3p3.(2P*).4p | 3D   | 2   |    |            |   L7493  |
         229.061    |         229.059931 |     6 |            |      |  24.37717952  -   29.7882517  | 3s2.3p3.(2D*).4s | 3D*  | 2   | 3s2.3p3.(2P*).4p | 3D   | 2   |    |            |   L7493  |
         229.13593  |         229.13590  |     6 |            |      |  29.79245706  -   35.2017353  | 3s2.3p3.(2P*).4p | 3D   | 3   | 3s2.3p3.(2P*).4d | 3D*  | 3   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         229.22648  |         229.226523 |     5 |            |      |  24.38531705  -   29.79245706 | 3s2.3p3.(2D*).4s | 3D*  | 3   | 3s2.3p3.(2P*).4p | 3D   | 3   |    |            |  L11520  |
         229.239    |         229.23553  |     5 |            |      |  27.94654815  -   33.3534756  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3D*  | 2   |    |            |   L7492  |
         229.29752  |         229.297516 |    17 |            |      |  27.94654815  -   33.3520142  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3D*  | 3   |    |            |  L11520  |
         229.405    |         229.404956 |     3 |            |      |  24.38531705  -   29.7882517  | 3s2.3p3.(2D*).4s | 3D*  | 3   | 3s2.3p3.(2P*).4p | 3D   | 2   |    |            |   L7493  |
         229.491    |         229.49055  |     5 |            |      |  24.37413232  -   29.7750520  | 3s2.3p3.(2D*).4s | 3D*  | 1   | 3s2.3p3.(2P*).4p | 3D   | 1   |    |            |   L7493  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         229.624    |         229.62011  |     4 |            |      |  24.37717952  -   29.7750520  | 3s2.3p3.(2D*).4s | 3D*  | 2   | 3s2.3p3.(2P*).4p | 3D   | 1   |    |            |   L7493  |
         229.715    |         229.71800  |     5 | 9.8e+06    | E    |  23.2872005   -   28.68277299 | 3s2.3p3.(2D*).3d | 3D*  | 2   | 3s2.3p3.(2D*).4p | 3P   | 2   |    | T1619CA,LS |   L7491  |
         229.9062   |         229.9080   |     1 |            |      |  23.32702     -   28.71813306 | 3s2.3p3.(2P*).3d | 3P*  | 0   | 3s2.3p3.(2D*).4p | 3P   | 1   |    |            |   L9366  |
         230.07825  |         230.07823  |     4 |            |      |  25.92833862  -   31.3154643  | 3s2.3p3.(4S*).4p | 3P   | 1   | 3s2.3p3.(4S*).5s | 3S*  | 1   |    |            |  L11520  |
         230.217    |         230.20924  |    15 |            |      |  25.93140430  -   31.3154643  | 3s2.3p3.(4S*).4p | 3P   | 2   | 3s2.3p3.(4S*).5s | 3S*  | 1   |    |            |   L7492  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         230.292    |         230.28735  |     6 |            |      |  25.93323021  -   31.3154643  | 3s2.3p3.(4S*).4p | 3P   | 0   | 3s2.3p3.(4S*).5s | 3S*  | 1   |    |            |   L7492  |
         231.21238  |         231.21238  |     6 |            |      |  23.3732349   -   28.7339376  | 3s2.3p3.(2P*).3d | 3P*  | 1   | 3s2.3p3.(2D*).4p | 3P   | 0   |    |            |  L11520  |
         231.68911  |         231.68915  |     7 |            |      |  25.92833862  -   31.2780110  | 3s2.3p3.(4S*).4p | 3P   | 1   | 3s2.3p3.(4S*).4d | 3D*  | 1   |    |            |  L11520  |
         231.73757  |         231.73756  |     8 |            |      |  25.93140430  -   31.2799593  | 3s2.3p3.(4S*).4p | 3P   | 2   | 3s2.3p3.(4S*).4d | 3D*  | 3   |    |            |  L11520  |
         231.79325  |         231.79326  |    20 |            |      |  25.92833862  -   31.2756084  | 3s2.3p3.(4S*).4p | 3P   | 1   | 3s2.3p3.(4S*).4d | 3D*  | 2   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         231.835    |         231.82201  |     2 |            |      |  25.93140430  -   31.2780110  | 3s2.3p3.(4S*).4p | 3P   | 2   | 3s2.3p3.(4S*).4d | 3D*  | 1   |    |            |   L7492  |
         231.90123  |         231.90122  |    10 |            |      |  25.93323021  -   31.2780110  | 3s2.3p3.(4S*).4p | 3P   | 0   | 3s2.3p3.(4S*).4d | 3D*  | 1   |    |            |  L11520  |
         231.92632  |         231.92624  |     8 |            |      |  25.93140430  -   31.2756084  | 3s2.3p3.(4S*).4p | 3P   | 2   | 3s2.3p3.(4S*).4d | 3D*  | 2   |    |            |  L11520  |
         232.99195  |         232.99202  |     5 |            |      |  29.6562805   -   34.9760407  | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).4d | 3P*  | 2   |    |            |  L11520  |
         233.52989  |         233.52989  |    14 |            |      |  29.6562805   -   34.9637891  | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).4d | 3P*  | 1   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         233.81615  |         233.8162   |     4 |            |      |  29.6562805   -   34.957291   | 3s2.3p3.(2P*).4p | 3S   | 1   | 3s2.3p3.(2P*).4d | 3P*  | 0   |    |            |  L11520  |
         234.356    |         234.35679  |     3 |            |      |  28.06469227  -   33.3534756  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).4d | 3D*  | 2   |    |            |   L7492  |
         234.51968  |         234.519667 |    14 | 5.4e+07    | E    |  23.3976625   -   28.68277299 | 3s2.3p3.(2D*).3d | 3D*  | 3   | 3s2.3p3.(2D*).4p | 3P   | 2   |    | T1619CA,LS |  L11520  |
         234.542    |         234.54523  |     5 |            |      |  28.06469227  -   33.3492268  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).4d | 3D*  | 1   |    |            |   L7492  |
         234.75774  |         234.75777  |     7 |            |      |  30.18095237  -   35.4607030  | 3s2.3p3.(2P*).4p | 3P   | 2   | 3s2.3p3.(2P*).5s | 3P*  | 2   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         235.167    |         235.16810  |     7 |            |      |  28.08293673  -   33.3534756  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3D*  | 2   |    |            |   L7492  |
         235.233    |         235.233334 |     5 |            |      |  28.08293673  -   33.3520142  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3D*  | 3   |    |            |   L7492  |
         235.6119   |         235.612516 |     1 |            |      |  27.94654815  -   33.20714657 | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3G*  | 4   |    |            |   L9366  |
         235.89539  |         235.895509 |     8 |            |      |  27.94654815  -   33.2008362  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3G*  | 3   |    |            |  L11520  |
         236.026    |         236.024917 |     9 |            |      |  28.10060677  -   33.3520142  | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).4d | 3D*  | 3   |    |            |   L7492  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         236.6317   |         236.63351  |     1 |            |      |  23.4802304   -   28.71813306 | 3s2.3p3.(2P*).3d | 3P*  | 2   | 3s2.3p3.(2D*).4p | 3P   | 1   |    |            |   L9366  |
         237.77512  |         237.77497  |    11 |            |      |  24.76750685  -   29.9802663  | 3s2.3p3.(2D*).4s | 1D*  | 2   | 3s2.3p3.(2P*).4p | 1P   | 1   |    |            |  L11520  |
         238.2403   |         238.24196  |     4 |            |      |  23.4802304   -   28.68277299 | 3s2.3p3.(2P*).3d | 3P*  | 2   | 3s2.3p3.(2D*).4p | 3P   | 2   |    |            |   L9366  |
         239.56538  |         239.56540  |    18 |            |      |  27.91494398  -   33.0887483  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3F*  | 3   |    |            |  L11520  |
         239.91951  |         239.91946  |    26 |            |      |  27.94654815  -   33.1127178  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 4   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         240.45771  |         240.45766  |     4 |            |      |  27.91494398  -   33.0695514  | 3s2.3p3.(2D*).4p | 3D   | 2   | 3s2.3p3.(2D*).4d | 3F*  | 2   |    |            |  L11520  |
         240.50036  |         240.50038  |    31 |            |      |  27.91585952  -   33.0695514  | 3s2.3p3.(2D*).4p | 3D   | 1   | 3s2.3p3.(2D*).4d | 3F*  | 2   |    |            |  L11520  |
         241.03797  |         241.03789  |     7 |            |      |  27.94654815  -   33.0887483  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 3   |    |            |  L11520  |
         241.08623  |         241.08624  |     6 |            |      |  25.3634416   -   30.5046106  | 3s2.3p3.(4S*).4p | 5P   | 1   | 3s2.3p3.(4S*).4d | 5D*  | 2   |    |            |  L11520  |
         241.10016  |         241.10015  |    13 |            |      |  25.3634416   -   30.5043139  | 3s2.3p3.(4S*).4p | 5P   | 1   | 3s2.3p3.(4S*).4d | 5D*  | 1   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         241.32214  |         241.322128 |    27 |            |      |  28.06469227  -   33.2008362  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).4d | 3G*  | 3   |    |            |  L11520  |
         241.56513  |         241.56514  |    13 |            |      |  25.37408393  -   30.5050614  | 3s2.3p3.(4S*).4p | 5P   | 2   | 3s2.3p3.(4S*).4d | 5D*  | 3   |    |            |  L11520  |
         241.58637  |         241.58636  |     9 |            |      |  25.37408393  -   30.5046106  | 3s2.3p3.(4S*).4p | 5P   | 2   | 3s2.3p3.(4S*).4d | 5D*  | 2   |    |            |  L11520  |
         241.60030  |         241.60034  |     5 |            |      |  25.37408393  -   30.5043139  | 3s2.3p3.(4S*).4p | 5P   | 2   | 3s2.3p3.(4S*).4d | 5D*  | 1   |    |            |  L11520  |
         241.88420  |         241.884200 |    34 |            |      |  28.08293673  -   33.20714657 | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3G*  | 4   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         241.9415   |         241.94117  |     2 |            |      |  27.94654815  -   33.0695514  | 3s2.3p3.(2D*).4p | 3D   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 2   |    |            |   L9366  |
         241.99242  |         241.99242  |    14 |            |      |  29.7750520   -   34.8969705  | 3s2.3p3.(2P*).4p | 3D   | 1   | 3s2.3p3.(2P*).4d | 3F*  | 2   |    |            |  L11520  |
         242.181    |         242.182467 |     4 |            |      |  28.08293673  -   33.2008362  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3G*  | 3   |    |            |   L7492  |
         242.35239  |         242.352387 |    41 |            |      |  28.10060677  -   33.21491819 | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).4d | 3G*  | 5   |    |            |  L11520  |
         242.39601  |         242.39601  |    26 |            |      |  25.39237770  -   30.5057687  | 3s2.3p3.(4S*).4p | 5P   | 3   | 3s2.3p3.(4S*).4d | 5D*  | 4   |    |            |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         242.42959  |         242.42955  |     6 |            |      |  25.39237770  -   30.5050614  | 3s2.3p3.(4S*).4p | 5P   | 3   | 3s2.3p3.(4S*).4d | 5D*  | 3   |    |            |  L11520  |
         242.449    |         242.45093  |     2 |            |      |  25.39237770  -   30.5046106  | 3s2.3p3.(4S*).4p | 5P   | 3   | 3s2.3p3.(4S*).4d | 5D*  | 2   |    |            |   L7492  |
         242.54917  |         242.54917  |    18 |            |      |  29.7882517   -   34.8984141  | 3s2.3p3.(2P*).4p | 3D   | 2   | 3s2.3p3.(2P*).4d | 3F*  | 3   |    |            |  L11520  |
         242.61764  |         242.61771  |     6 |            |      |  29.7882517   -   34.8969705  | 3s2.3p3.(2P*).4p | 3D   | 2   | 3s2.3p3.(2P*).4d | 3F*  | 2   |    |            |  L11520  |
         242.6743   |         242.6741   |     3 |            |      |  30.118809    -   35.22634    | 3s2.3p3.(2P*).4p | 3P   | 0   | 3s2.3p3.(2P*).4d | 3D*  | 1   |    |            |   L9366  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         242.720    |         242.721250 |     4 |            |      |  28.10060677  -   33.20714657 | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).4d | 3G*  | 4   |    |            |   L7492  |
         242.74901  |         242.74896  |     6 |            |      |  29.79245706  -   34.8984141  | 3s2.3p3.(2P*).4p | 3D   | 3   | 3s2.3p3.(2P*).4d | 3F*  | 3   |    |            |  L11520  |
         244.12307  |         244.12307  |     7 |            |      |  30.1463937   -   35.2236126  | 3s2.3p3.(2P*).4p | 3P   | 1   | 3s2.3p3.(2P*).4d | 3D*  | 2   |    |            |  L11520  |
         244.36243  |         244.36249  |     5 |            |      |  28.68277299  -   33.7550177  | 3s2.3p3.(2D*).4p | 3P   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 3   |    |            |  L11520  |
         244.743    |         244.73612  |     1 |            |      |  28.68277299  -   33.7472746  | 3s2.3p3.(2D*).4p | 3P   | 2   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |   L7491  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         245.463    |         245.4628   |     6 |            |      |  28.68277299  -   33.73228    | 3s2.3p3.(2D*).4p | 3P   | 2   | 3s2.3p3.(2D*).4d | 3S*  | 1   |    |            |   L7492  |
         246.42553  |         246.42566  |     5 |            |      |  28.08293673  -   33.1127178  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 4   |    |            |  L11520  |
         246.462    |         246.45700  |     5 |            |      |  28.71813306  -   33.7472746  | 3s2.3p3.(2D*).4p | 3P   | 1   | 3s2.3p3.(2D*).5s | 3D*  | 2   |    |            |   L7491  |
         246.6084   |         246.60371  |     1 |            |      |  28.17468645  -   33.2008362  | 3s2.3p3.(2D*).4p | 1F   | 3   | 3s2.3p3.(2D*).4d | 3G*  | 3   |    |            |   L9366  |
         246.710    |         246.70649  |     3 |            |      |  28.06469227  -   33.0887483  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).4d | 3F*  | 3   |    |            |   L7492  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         246.830    |         246.82490  |     2 |            |      |  28.71813306  -   33.7397789  | 3s2.3p3.(2D*).4p | 3P   | 1   | 3s2.3p3.(2D*).5s | 3D*  | 1   |    |            |   L7491  |
         246.86732  |         246.86733  |    10 |            |      |  30.18095237  -   35.2017353  | 3s2.3p3.(2P*).4p | 3P   | 2   | 3s2.3p3.(2P*).4d | 3D*  | 3   |    |            |  L11520  |
         247.192    |         247.1940   |     6 |            |      |  28.71813306  -   33.73228    | 3s2.3p3.(2D*).4p | 3P   | 1   | 3s2.3p3.(2D*).4d | 3S*  | 1   |    |            |   L7492  |
         247.29445  |         247.29449  |    22 |            |      |  28.10060677  -   33.1127178  | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).4d | 3F*  | 4   |    |            |  L11520  |
         247.5212   |         247.51998  |     2 |            |      |  24.76750685  -   29.7750520  | 3s2.3p3.(2D*).4s | 1D*  | 2   | 3s2.3p3.(2P*).4p | 3D   | 1   |    |            |   L9366  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         247.610    |         247.60571  |     7 |            |      |  28.08293673  -   33.0887483  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 3   |    |            |   L7492  |
         247.65290  |         247.65283  |    10 |            |      |  28.06469227  -   33.0695514  | 3s2.3p3.(2D*).4p | 3F   | 2   | 3s2.3p3.(2D*).4d | 3F*  | 2   |    |            |  L11520  |
         247.87619  |         247.87613  |     6 |            |      |  28.68277299  -   33.6831238  | 3s2.3p3.(2D*).4p | 3P   | 2   | 3s2.3p3.(2D*).4d | 3P*  | 1   |    |            |  L11520  |
         247.976    |         247.9757   |     3 |            |      |  28.7339376   -   33.73228    | 3s2.3p3.(2D*).4p | 3P   | 0   | 3s2.3p3.(2D*).4d | 3S*  | 1   |    |            |   L7492  |
         248.41045  |         248.41053  |     5 | 3.0e+07    | E    |  23.1110123   -   28.10060677 | 3s2.3p3.(2P*).3d | 3F*  | 4   | 3s2.3p3.(2D*).4p | 3F   | 4   |    | T1619CA,LS |  L11520  |
                    |                    |       |            |      |                               |                  |      |     |                  |      |     |    |            |          |
         248.487    |         248.48289  |     2 |            |      |  28.10060677  -   33.0887483  | 3s2.3p3.(2D*).4p | 3F   | 4   | 3s2.3p3.(2D*).4d | 3F*  | 3   |    |            |   L7492  |
         248.563    |         248.55898  |     2 |            |      |  28.08293673  -   33.0695514  | 3s2.3p3.(2D*).4p | 3F   | 3   | 3s2.3p3.(2D*).4d | 3F*  | 2   |    |            |   L7492  |
         248.88577  |         248.88580  |    16 |            |      |  28.68277299  -   33.6628401  | 3s2.3p3.(2D*).4p | 3P   | 2   | 3s2.3p3.(2D*).4d | 3P*  | 2   |    |            |  L11520  |
         249.295    |         249.29343  |     3 | 2.5e+06    | E    |  23.1110123   -   28.08293673 | 3s2.3p3.(2P*).3d | 3F*  | 4   | 3s2.3p3.(2D*).4p | 3F   | 3   |    | T1619CA,LS |   L7491  |
