------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       Observed       |         Ritz         |      Rel. |     Aki     | Acc. |         Ei           Ek         |            Lower level            |            Upper level            |Type|    TP  |    Line  |
      Wavelength      |      Wavelength      |      Int. |   (s^-1)    |      |        (eV)         (eV)        |-----------------------------------|-----------------------------------|    |   Ref. |    Ref.  |
       Vac (nm)       |       Vac (nm)       |           |             |      |                                 | Conf.              | Term  | J    | Conf.              | Term  | J    |    |        |          |
          252.86835   |          252.868353  |        30 |             |      |  19.972538226  -   24.87417696  | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(3P).6s    | 2P    | 1/2  |    |        |  L11520  |
          253.0423    |          253.042691  |         1 |             |      |  18.615942491  -   23.514204395 | 3s2.3p4.(3P).3d    | 2F    | 5/2  | 3s2.3p4.(3P).5p    | 4D*   | 5/2  |    |        |  L14821  |
          253.47087   |          253.470851  |       166 |             |      |  19.867157038  -   24.75714540  | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1D).4d    | 2D    | 5/2  |    |        |  L11520  |
          253.52509   |          253.525102  |        29 |             |      |  19.801086565  -   24.690028614 | 3s2.3p4.(3P).4p    | 2P*   | 1/2  | 3s2.3p4.(3P).6s    | 4P    | 3/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          253.5758    |          253.576694  |         1 |             |      |  18.732439371  -   23.620386781 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 2D*   | 5/2  |    |        |  L14821  |
          253.60150   |          253.601491  |        93 |             |      |  18.732439371  -   23.619908872 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 2P*   | 3/2  |    |        |  L11520  |
          254.00362   |          254.003627  |         9 |             |      |  19.96749907   -   24.84723130  | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).5d    | 4D    | 1/2  |    |        |  L11520  |
          254.159     |          254.15942   |       0.5 |             |      |  21.36689104   -   26.2436324   | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<1>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          254.46839   |          254.468375  |        79 |             |      |  19.867157038  -   24.73797775  | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1D).4d    | 2P    | 3/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          254.56468   |          254.564769  |         8 |             |      |  21.36689104   -   26.23586749  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<1>).6f | 2[4]* | 7/2  |    |        |  L11520  |
          254.7184    |          254.717298  |         2 |             |      |  21.42814610   -   26.29420710  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<0>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          254.9788    |          254.978677  |         3 |             |      |  19.867157038  -   24.72823017  | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1D).4d    | 2P    | 1/2  |    |        |  L14821  |
          255.1571    |          255.156618  |         1 |             |      |  18.656521057  -   23.514204395 | 3s2.3p4.(3P).3d    | 2D    | 3/2  | 3s2.3p4.(3P).5p    | 4D*   | 5/2  |    |        |  L14821  |
          255.3400    |          255.339966  |         2 |             |      |  16.64385439   -   21.498049871 | 3s2.3p4.(3P).4s    | 4P    | 5/2  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          255.65856   |          255.658430  |         9 |             |      |  19.96749907   -   24.81564826  | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).5d    | 4D    | 3/2  |    |        |  L11520  |
          255.92866   |          255.928610  |        11 |             |      |  19.96749907   -   24.810530468 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).6s    | 4P    | 1/2  |    |        |  L11520  |
          256.0853    |          256.084745  |         1 |             |      |  20.272226904  -   25.11230570  | 3s2.3p4.(1D).3d    | 2F    | 7/2  | 3s2.3p4.(3P).6p    | 4D*   | 5/2  |    |        |  L14821  |
          256.19525   |          256.195197  |         4 |             |      |  19.972538226  -   24.810530468 | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(3P).6s    | 4P    | 1/2  |    |        |  L11520  |
          256.20873   |          256.208670  |        18 |             |      |  18.732439371  -   23.570177223 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 4D*   | 3/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          256.44166   |          256.441615  |        17 |             |      |  19.96749907   -   24.800842727 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).6s    | 2P    | 3/2  |    |        |  L11520  |
          256.5782    |          256.578499  |         3 |             |      |  18.656521057  -   23.48728630  | 3s2.3p4.(3P).3d    | 2D    | 3/2  | 3s2.3p4.(3P).5p    | 4P*   | 1/2  |    |        |  L14821  |
          256.7095    |          256.709273  |         1 |             |      |  19.972538226  -   24.800842727 | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(3P).6s    | 2P    | 3/2  |    |        |  L14821  |
          256.7727    |          256.772699  |         1 |             |      |  19.96749907   -   24.79461100  | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(1D).4d    | 2D    | 3/2  |    |        |  L14821  |
          256.92007   |          256.920160  |         6 |             |      |  19.96749907   -   24.791840619 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).5d    | 4D    | 5/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          256.99847   |          256.998472  |         9 |             |      |  19.867157038  -   24.690028614 | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6s    | 4P    | 3/2  |    |        |  L11520  |
          257.04107   |          257.041048  |        28 |             |      |  19.972538226  -   24.79461100  | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(1D).4d    | 2D    | 3/2  |    |        |  L11520  |
          257.3940    |          257.39264   |       0.5 |             |      |  21.42814610   -   26.2436324   | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          257.9428    |          257.944052  |         2 |             |      |  21.42814610   -   26.23333896  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[2]* | 5/2  |    |        |  L14821  |
          258.0360    |          258.036311  |         1 |             |      |  21.42814610   -   26.23162100  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[2]* | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          259.1696    |          259.169961  |         1 |             |      |  19.867157038  -   24.649622089 | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6s    | 4P    | 5/2  |    |        |  L14821  |
          259.2074    |          259.207905  |         1 |             |      |  18.732439371  -   23.514204395 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 4D*   | 5/2  |    |        |  L14821  |
          259.2178    |          259.218600  |         1 |             |      |  18.656521057  -   23.438088809 | 3s2.3p4.(3P).3d    | 2D    | 3/2  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  |    |        |  L14821  |
          260.0956    |          260.095957  |         3 |             |      |  19.972538226  -   24.73797775  | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(1D).4d    | 2P    | 3/2  |    |        |  L14821  |
          260.968     |          260.967752  |         0 |             |      |  16.74852891   -   21.498049871 | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          261.6811    |          261.681148  |         3 |             |      |  16.40650186   -   21.143075448 | 3s2.3p4.(3P).3d    | 4D    | 7/2  | 3s2.3p4.(1D).4p    | 2F*   | 7/2  |    |        |  L14821  |
          261.7596    |          261.76010   |         2 |             |      |  21.36689104   -   26.1020361   | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 5/2  |    |        |  L14821  |
          262.09844   |          262.09843   |        16 |             |      |  21.36689104   -   26.0959240   | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<2>).6f | 2[3]* | 7/2  |    |        |  L11520  |
          262.1879    |          262.18858   |         1 |             |      |  21.36689104   -   26.0942982   | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<2>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          262.3090    |          262.309628  |         1 |             |      |  21.36689104   -   26.09211674  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<2>).6f | 2[4]* | 7/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          262.45945   |          262.459393  |         7 |             |      |  19.96749907   -   24.690028614 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).6s    | 4P    | 3/2  |    |        |  L11520  |
          262.5711    |          262.570482  |         1 |             |      |  16.40650186   -   21.127033505 | 3s2.3p4.(3P).3d    | 4D    | 7/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |        |  L14821  |
          262.73984   |          262.739765  |         7 |             |      |  19.972538226  -   24.690028614 | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(3P).6s    | 4P    | 3/2  |    |        |  L11520  |
          263.4001    |          263.400944  |       2qs |             |      |  18.732439371  -   23.438088809 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  |    |        |  L14821  |
          263.6354    |          263.635826  |         2 |             |      |  16.42557623   -   21.127033505 | 3s2.3p4.(3P).3d    | 4D    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          263.69135   |          263.691213  |         6 |             |      |  21.351799846  -   26.05226965  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L11520  |
          264.72456   |          264.724542  |        29 |             |      |  19.96749907   -   24.649622089 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).6s    | 4P    | 5/2  |    |        |  L11520  |
          264.7844    |          264.78494   |         1 |             |      |  21.42814610   -   26.109201    | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[1]* | 3/2  |    |        |  L14821  |
          264.96012   |          264.960106  |         7 |             |      |  16.74852891   -   21.42648951  | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(1D).4p    | 2P*   | 1/2  |    |        |  L11520  |
          265.19095   |          265.19088   |         9 |             |      |  21.42814610   -   26.1020361   | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 5/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          265.2899    |          265.29003   |         1 |             |      |  21.42814610   -   26.1002893   | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 3/2  |    |        |  L14821  |
          265.321     |          265.321551  |         0 |             |      |  18.732439371  -   23.404027598 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(3P).5p    | 4P*   | 5/2  |    |        |  L14821  |
          265.4056    |          265.404032  |         2 |             |      |  21.62407061   -   26.29420710  | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<0>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          265.6303    |          265.63067   |         2 |             |      |  21.42814610   -   26.0942982   | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          265.789     |          265.788775  |         0 |             |      |  21.143075448  -   25.80645208  | 3s2.3p4.(1D).4p    | 2F*   | 7/2  | 3s2.3p4.(3P).6d    | 4F    | 7/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          267.022     |          267.023609  |       0.5 |             |      |  19.64258207   -   24.28439443  | 3s2.3p4.(3P).4p    | 4D*   | 1/2  | 3s2.3p4.(1D).5s    | 2D    | 3/2  |    |        |  L14821  |
          267.41744   |          267.417366  |         5 |             |      |  21.351799846  -   25.98677781  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L11520  |
          268.31001   |          268.30983   |         6 |             |      |  21.62407061   -   26.2436324   | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[3]* | 5/2  |    |        |  L11520  |
          268.6322    |          268.632267  |         2 |             |      |  16.81247225   -   21.42648951  | 3s2.3p4.(3P).4s    | 4P    | 1/2  | 3s2.3p4.(1D).4p    | 2P*   | 1/2  |    |        |  L14821  |
          268.694     |          268.695531  |         1 |             |      |  19.261084163  -   23.87401512  | 3s2.3p4.(3P).4p    | 4P*   | 3/2  | 3s2.3p4.(3P).4d    | 2D    | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          268.7395    |          268.740018  |         1 |             |      |  21.351799846  -   25.96396722  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 3/2  |    |        |  L14821  |
          268.9093    |          268.909053  |         2 |             |      |  21.62407061   -   26.23333896  | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[2]* | 5/2  |    |        |  L14821  |
          269.0033    |          269.002592  |         2 |             |      |  21.351799846  -   25.95946554  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2F    | 5/2  |    |        |  L14821  |
          269.215     |          269.211956  |       0.5 |             |      |  19.680048951  -   24.284131501 | 3s2.3p4.(3P).4p    | 2D*   | 5/2  | 3s2.3p4.(1D).5s    | 2D    | 5/2  |    |        |  L14821  |
                      |          269.2594235 |           | 5.e+05      | C    |  16.74852891   -   21.351799846 | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  |    |   T926 |          |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          269.7374    |          269.73693   |         1 |             |      |  21.36689104   -   25.962013    | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P).7p    | 1*    | 5/2  |    |        |  L14821  |
          270.1719    |          270.172905  |         2 |             |      |  21.36689104   -   25.95459873  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[4]* | 7/2  |    |        |  L14821  |
          270.80571   |          270.805658  |         6 |             |      |  21.36689104   -   25.94387988  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[3]* | 5/2  |    |        |  L11520  |
          270.82675   |          270.826725  |        93 |             |      |  21.36689104   -   25.94352386  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[3]* | 7/2  |    |        |  L11520  |
          272.0184    |          272.018764  |         2 |             |      |  21.67504277   -   26.23162100  | 3s2.3p4.(1D).3d    | 2P    | 1/2  | 3s2.3p4.(3P<1>).6f | 2[2]* | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          272.1580    |          272.159640  |       0.5 |             |      |  21.498049871  -   26.05226965  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L14821  |
          273.050     |          273.052563  |       0.5 |             |      |  16.81247225   -   21.351799846 | 3s2.3p4.(3P).4s    | 4P    | 1/2  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  |    |        |  L14821  |
          273.067     |          273.067131  |       0.5 |             |      |  20.74354606   -   25.282631498 | 3s2.3p4.(1S).4s    | 2S    | 1/2  | 3s2.3p4.(3P).6p    | 4S*   | 3/2  |    |        |  L14821  |
          273.1639    |          273.163890  |         1 |             |      |  21.42648951   -   25.96396722  | 3s2.3p4.(1D).4p    | 2P*   | 1/2  | 3s2.3p4.(3P).6d    | 2D    | 3/2  |    |        |  L14821  |
          273.23372   |          273.233624  |        45 |             |      |  21.36689104   -   25.90321077  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[2]* | 3/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          273.25024   |          273.250205  |        41 |             |      |  21.36689104   -   25.90293551  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[2]* | 5/2  |    |        |  L11520  |
          273.30198   |          273.30199   |        12 |             |      |  21.36689104   -   25.9020761   | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(3P<2>).7p | 2[2]* | 5/2  |    |        |  L11520  |
          273.3809    |          273.3808    |        1* |             |      |  21.42814610   -   25.962023    | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P).7p    | 1*    | 3/2  |    |        |  L14821  |
          273.3809    |          273.38143   |        1* |             |      |  21.42814610   -   25.962013    | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P).7p    | 1*    | 5/2  |    |        |  L14821  |
          274.0333    |          274.032331  |         1 |             |      |  21.351799846  -   25.87489852  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 4P    | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          274.0912    |          274.090830  |         1 |             |      |  19.762261075  -   24.28439443  | 3s2.3p4.(3P).4p    | 2D*   | 3/2  | 3s2.3p4.(1D).5s    | 2D    | 3/2  |    |        |  L14821  |
          274.10679   |          274.106768  |        11 |             |      |  19.762261075  -   24.284131501 | 3s2.3p4.(3P).4p    | 2D*   | 3/2  | 3s2.3p4.(1D).5s    | 2D    | 5/2  |    |        |  L11520  |
          274.1962    |          274.195743  |         1 |             |      |  21.351799846  -   25.87220304  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 4F    | 5/2  |    |        |  L14821  |
          274.47931   |          274.479285  |        81 |             |      |  21.42814610   -   25.94387988  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1D<2>).4f | 2[3]* | 5/2  |    |        |  L11520  |
          275.4864    |          275.486713  |         2 | 2.e+05      | C+   |  16.64385439   -   21.143075448 | 3s2.3p4.(3P).4s    | 4P    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 7/2  |    |   T926 |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          275.7304    |          275.730341  |         3 |             |      |  21.36689104   -   25.86213691  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1D<2>).4f | 2[1]* | 3/2  |    |        |  L14821  |
          276.133     |          276.130741  |       0.5 |             |      |  21.498049871  -   25.98677781  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L14821  |
          276.3520    |          276.35222   |         1 |             |      |  21.62407061   -   26.109201    | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[1]* | 3/2  |    |        |  L14821  |
          276.46461   |          276.464585  |        30 |             |      |  19.801086565  -   24.28439443  | 3s2.3p4.(3P).4p    | 2P*   | 1/2  | 3s2.3p4.(1D).5s    | 2D    | 3/2  |    |        |  L11520  |
          276.7945    |          276.79444   |         2 |             |      |  21.62407061   -   26.1020361   | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          276.904     |          276.90246   |         0 |             |      |  21.62407061   -   26.1002893   | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 3/2  |    |        |  L14821  |
          276.97388   |          276.973868  |        41 |             |      |  21.42814610   -   25.90321077  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1D<2>).4f | 2[2]* | 3/2  |    |        |  L11520  |
          276.991     |          276.990906  |  0.5bl,G? |             |      |  21.42814610   -   25.90293551  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1D<2>).4f | 2[2]* | 5/2  |    |        |  L14821  |
          277.0438    |          277.04412   |       0.5 |             |      |  21.42814610   -   25.9020761   | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(3P<2>).7p | 2[2]* | 5/2  |    |        |  L14821  |
          277.191     |          277.190663  |     0.5p? |             |      |  21.492402391  -   25.96396722  | 3s2.3p4.(1D).4p    | 2D*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          277.2740    |          277.27358   |         2 |             |      |  21.62407061   -   26.0942982   | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          277.4099    |          277.410288  |         2 |             |      |  20.74354606   -   25.211570947 | 3s2.3p4.(1S).4s    | 2S    | 1/2  | 3s2.3p4.(3P).6p    | 2D*   | 3/2  |    |        |  L14821  |
          277.824     |          277.821270  |        0? |             |      |  21.498049871  -   25.95946554  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2F    | 5/2  |    |        |  L14821  |
          279.5289    |          279.52915   |      2bl? |             |      |  21.67504277   -   26.109201    | 3s2.3p4.(1D).3d    | 2P    | 1/2  | 3s2.3p4.(3P<2>).6f | 2[1]* | 3/2  |    |        |  L14821  |
          279.54285   |          279.542831  |        19 |             |      |  21.42814610   -   25.86208761  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1D<2>).4f | 2[1]* | 1/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          280.0919    |          280.09212   |         1 |             |      |  21.67504277   -   26.1002893   | 3s2.3p4.(1D).3d    | 2P    | 1/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 3/2  |    |        |  L14821  |
          280.5990    |          280.599996  |         1 |             |      |  19.867157038  -   24.28439443  | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1D).5s    | 2D    | 3/2  |    |        |  L14821  |
          280.61670   |          280.616700  |        58 |             |      |  19.867157038  -   24.284131501 | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1D).5s    | 2D    | 5/2  |    |        |  L11520  |
          282.827     |          282.824501  |        0? |             |      |  21.492402391  -   25.87489852  | 3s2.3p4.(1D).4p    | 2D*   | 3/2  | 3s2.3p4.(3P).6d    | 4P    | 3/2  |    |        |  L14821  |
          283.0834    |          283.082342  |       0.5 |             |      |  16.74852891   -   21.127033505 | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          284.33726   |          284.337074  |         9 |             |      |  20.74354606   -   25.102730005 | 3s2.3p4.(1S).4s    | 2S    | 1/2  | 3s2.3p4.(3P).6p    | 4D*   | 3/2  |    |        |  L11520  |
          284.4129    |          284.412859  |         4 | 2.e+05      | C    |  17.140027439  -   21.498049871 | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  |    |   T926 |  L14821  |
          284.7146    |          284.714423  |         2 |             |      |  20.74354606   -   25.09695279  | 3s2.3p4.(1S).4s    | 2S    | 1/2  | 3s2.3p4.(3P).6p    | 4P*   | 1/2  |    |        |  L14821  |
          284.7816    |          284.781921  |         3 | 3.e+05      | C    |  17.140027439  -   21.492402391 | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(1D).4p    | 2D*   | 3/2  |    |   T926 |  L14821  |
          285.316     |          285.315338  |         0 |             |      |  19.549011775  -   23.89325004  | 3s2.3p4.(3P).4p    | 4D*   | 5/2  | 3s2.3p4.(3P).4d    | 2D    | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          285.7278    |          285.7288    |      0.5* |             |      |  21.62407061   -   25.962023    | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P).7p    | 1*    | 3/2  |    |        |  L14821  |
          285.7278    |          285.72942   |      0.5* |             |      |  21.62407061   -   25.962013    | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P).7p    | 1*    | 5/2  |    |        |  L14821  |
          286.0742    |          286.074445  |         3 |             |      |  20.74354606   -   25.076257320 | 3s2.3p4.(1S).4s    | 2S    | 1/2  | 3s2.3p4.(3P).6p    | 4P*   | 3/2  |    |        |  L14821  |
          286.58432   |          286.584304  |        20 |             |      |  19.549011775  -   23.87401512  | 3s2.3p4.(3P).4p    | 4D*   | 5/2  | 3s2.3p4.(3P).4d    | 2D    | 5/2  |    |        |  L11520  |
          286.9283    |          286.928905  |         1 |             |      |  21.62407061   -   25.94387988  | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(1D<2>).4f | 2[3]* | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          287.1022    |          287.102918  |         1 |             |      |  21.127033505  -   25.44422467  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  | 3s2.3p4.(3P).5d    | 2P    | 3/2  |    |        |  L14821  |
          287.1399    |          287.140082  |         1 |             |      |  19.96749907   -   24.284131501 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(1D).5s    | 2D    | 5/2  |    |        |  L14821  |
          287.45820   |          287.458160  |         7 |             |      |  19.972538226  -   24.28439443  | 3s2.3p4.(3P).4p    | 2S*   | 1/2  | 3s2.3p4.(1D).5s    | 2D    | 3/2  |    |        |  L11520  |
          287.6889    |          287.688623  |       0.5 |             |      |  21.498049871  -   25.80645208  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 4F    | 7/2  |    |        |  L14821  |
          289.16123   |          289.161218  |       234 | 1.82e+07    | B    |  17.140027439  -   21.42648951  | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(1D).4p    | 2P*   | 1/2  |    |   T926 |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
