1,0.00000
1,10.15958
3,10.17645
5,10.21448
3,19.68841
1,26.46598
3,26.48528
5,26.51861
5,28.72979
1,35.69633
3,67.81597
1,69.58940
3,72.01311
1,72.25878
3,72.26333
5,72.27291
3,74.48337
5,74.48461
7,74.48713
5,75.95465
1,80.95151
3,80.97161
5,81.01416
3,82.38575
3,83.40340
3,83.95599
5,83.98051
7,84.01975
3,84.79811
1,85.47514
3,85.48930
5,85.51296
5,85.87468
7,85.89742
9,85.92660
5,86.12485
5,86.43809
3,87.30744
5,87.31488
7,87.32802
1,87.73562
5,87.77848
3,87.79632
1,87.80623
7,88.39621
3,89.17872
3,89.57610
1,90.71558
1,91.24141
3,91.24270
5,91.24606
3,91.48556
3,92.02596
5,92.02654
7,92.02710
5,92.52630
7,92.68404
5,92.68404
9,92.68404
7,92.96837
3,98.70022
3,99.49310
1,99.54183
3,99.54183
5,99.54381
3,99.98661
5,99.98686
7,99.98723
5,100.22291
9,100.22695
7,100.22695
11,100.22741
9,100.22741
5,100.25523
7,100.25535
9,100.25562
7,100.29290
5,101.50152
3,102.19794
3,102.85692
3,103.01438
5,103.03446
7,103.07228
3,103.16378
1,103.50635
3,103.52333
5,103.54441
5,103.77254
5,103.87805
5,103.88078
5,103.94525
1,104.07618
3,104.09912
7,104.16244
9,104.16773
11,104.18287
9,104.19449
7,104.24858
3,104.27480
5,104.27480
7,104.27517
3,104.28336
5,104.29489
7,104.31014
5,104.40548
13,104.44097
9,104.44097
11,104.44097
11,104.44097
5,104.48239
7,104.48437
9,104.48673
5,104.53244
3,104.54571
1,104.55216
7,104.82636
9,104.83443
11,104.85427
9,104.88352
7,105.03148
3,105.07165
3,106.73477
3,106.84685
5,106.84871
7,106.84909
5,106.92633
11,106.94954
11,106.94954
9,106.94954
13,106.94954
11,106.95502
15,106.95502
13,106.95502
13,106.95502
7,106.97230
9,106.97276
11,106.97307
9,106.97365
3,108.41761
3,108.50626
5,108.50886
7,108.50923
11,108.58219
15,108.58219
13,108.58219
13,108.58219
15,108.58360
15,108.58360
13,108.58360
17,108.58360
3,111.40972
7,111.52242
1,111.69216
3,111.71261
5,111.73022
5,111.88855
5,111.91942
3,112.08506
5,112.10440
7,112.12114
5,112.18177
7,112.37965
3,115.93676
7,116.01983
5,116.12645
5,116.21547
7,118.69144
5,118.75789
7,118.90246
